"scientific_name" "category" "criteria"
"Knipolegus lophotes" "LC" NA
"Hymenops perspicillatus" "LC" NA
"Fluvicola pica" "LC" NA
"Fluvicola albiventer" "LC" NA
"Arundinicola leucocephala" "LC" NA
"Alectrurus risora" "VU" "A2c+3c+4c"
"Gubernetes yetapa" "LC" NA
"Satrapa icterophrys" "LC" NA
"Colonia colonus" "LC" NA
"Muscipipra vetula" "LC" NA
"Attila cinnamomeus" "LC" NA
"Attila torridus" "VU" "A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)"
"Attila bolivianus" "LC" NA
"Casiornis rufus" "LC" NA
"Casiornis fuscus" "LC" NA
"Rhytipterna holerythra" "LC" NA
"Rhytipterna simplex" "LC" NA
"Rhytipterna immunda" "LC" NA
"Laniocera rufescens" "LC" NA
"Sirystes sibilator" "LC" NA
"Myiarchus yucatanensis" "LC" NA
"Myiarchus tuberculifer" "LC" NA
"Myiarchus barbirostris" "LC" NA
"Myiarchus swainsoni" "LC" NA
"Myiarchus venezuelensis" "LC" NA
"Myiarchus cephalotes" "LC" NA
"Myiarchus phaeocephalus" "LC" NA
"Myiarchus apicalis" "LC" NA
"Myiarchus cinerascens" "LC" NA
"Myiarchus nuttingi" "LC" NA
"Myiarchus crinitus" "LC" NA
"Myiarchus tyrannulus" "LC" NA
"Myiarchus nugator" "LC" NA
"Myiarchus magnirostris" "LC" NA
"Myiarchus validus" "LC" NA
"Myiarchus sagrae" "LC" NA
"Myiarchus antillarum" "LC" NA
"Myiarchus oberi" "LC" NA
"Deltarhynchus flammulatus" "LC" NA
"Ramphotrigon megacephalum" "LC" NA
"Ramphotrigon fuscicauda" "LC" NA
"Tyrannus niveigularis" "LC" NA
"Tyrannus albogularis" "LC" NA
"Tyrannus melancholicus" "LC" NA
"Tyrannus couchii" "LC" NA
"Tyrannus vociferans" "LC" NA
"Tyrannus crassirostris" "LC" NA
"Tyrannus verticalis" "LC" NA
"Tyrannus forficatus" "LC" NA
"Tyrannus savana" "LC" NA
"Tyrannus tyrannus" "LC" NA
"Tyrannus dominicensis" "LC" NA
"Tyrannus caudifasciatus" "LC" NA
"Tyrannus cubensis" "EN" "B1ab(i,ii,iii,iv,v);C2a(i)"
"Griseotyrannus aurantioatrocristatus" "LC" NA
"Megarynchus pitangua" "LC" NA
"Conopias albovittatus" "LC" NA
"Myiodynastes maculatus" "LC" NA
"Myiodynastes luteiventris" "LC" NA
"Myiozetetes cayanensis" "LC" NA
"Myiozetetes similis" "LC" NA
"Myiozetetes granadensis" "LC" NA
"Philohydor lictor" "LC" NA
"Phelpsia inornata" "LC" NA
"Xenopsaris albinucha" "LC" NA
"Pachyramphus viridis" "LC" NA
"Pachyramphus versicolor" "LC" NA
"Pachyramphus cinnamomeus" "LC" NA
"Pachyramphus castaneus" "LC" NA
"Pachyramphus marginatus" "LC" NA
"Pachyramphus surinamus" "LC" NA
"Pachyramphus rufus" "LC" NA
"Pachyramphus aglaiae" "LC" NA
"Pachyramphus homochrous" "LC" NA
"Pachyramphus minor" "LC" NA
"Pachyramphus niger" "LC" NA
"Tityra cayana" "LC" NA
"Tityra inquisitor" "LC" NA
"Phoenicircus nigricollis" "LC" NA
"Phoenicircus carnifex" "LC" NA
"Lipaugus conditus" "VU" "D1"
"Carpornis cucullata" "NT" NA
"Doliornis remseni" "VU" "A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)"
"Ampelion rubrocristatus" "LC" NA
"Ampelion rufaxilla" "LC" NA
"Phytotoma rutila" "LC" NA
"Phytotoma rara" "LC" NA
"Zaratornis stresemanni" "VU" "C2a(i)"
"Pipreola riefferii" "LC" NA
"Pipreola intermedia" "LC" NA
"Pipreola arcuata" "LC" NA
"Pipreola pulchra" "LC" NA
"Pipreola chlorolepidota" "NT" NA
"Pipreola frontalis" "LC" NA
"Pipreola formosa" "LC" NA
"Pipreola whitelyi" "LC" NA
"Iodopleura pipra" "EN" "C2a(i)"
"Iodopleura fusca" "LC" NA
"Snowornis subalaris" "NT" NA
"Snowornis cryptolophus" "LC" NA
"Lipaugus vociferans" "LC" NA
"Lipaugus unirufus" "LC" NA
"Lipaugus lanioides" "NT" NA
"Lipaugus streptophorus" "LC" NA
"Porphyrolaema porphyrolaema" "LC" NA
"Cotinga amabilis" "LC" NA
"Cotinga ridgwayi" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v)"
"Cotinga nattererii" "LC" NA
"Cotinga maynana" "LC" NA
"Xipholena lamellipennis" "NT" NA
"Carpodectes nitidus" "LC" NA
"Carpodectes hopkei" "LC" NA
"Conioptilon mcilhennyi" "LC" NA
"Gymnoderus foetidus" "LC" NA
"Querula purpurata" "LC" NA
"Pyroderus scutatus" "LC" NA
"Cephalopterus glabricollis" "EN" "C2a(ii)"
"Cephalopterus penduliger" "VU" "A2cd+3cd+4cd"
"Cephalopterus ornatus" "LC" NA
"Perissocephalus tricolor" "LC" NA
"Procnias tricarunculatus" "VU" "A2c+3c+4c"
"Procnias albus" "LC" NA
"Procnias averano" "LC" NA
"Procnias nudicollis" "VU" "A2cd+3cd+4cd"
"Rupicola rupicola" "LC" NA
"Oxyruncus cristatus" "LC" NA
"Pipra fasciicauda" "LC" NA
"Ceratopipra mentalis" "LC" NA
"Ceratopipra erythrocephala" "LC" NA
"Ceratopipra rubrocapilla" "LC" NA
"Pseudopipra pipra" "LC" NA
"Lepidothrix coronata" "LC" NA
"Lepidothrix serena" "LC" NA
"Lepidothrix iris" "VU" "A3c"
"Lepidothrix vilasboasi" "VU" "C2a(ii)"
"Lepidothrix isidorei" "NT" NA
"Chiroxiphia linearis" "LC" NA
"Chiroxiphia caudata" "LC" NA
"Masius chrysopterus" "LC" NA
"Ilicura militaris" "LC" NA
"Manacus candei" "LC" NA
"Manacus aurantiacus" "LC" NA
"Manacus vitellinus" "LC" NA
"Manacus manacus" "LC" NA
"Chloropipo unicolor" "LC" NA
"Xenopipo uniformis" "LC" NA
"Chloropipo flavicapilla" "VU" "C2a(i)"
"Heterocercus flavivertex" "LC" NA
"Neopelma chrysocephalum" "LC" NA
"Neopelma sulphureiventer" "LC" NA
"Neopelma aurifrons" "VU" "B1ab(i,ii,iii,iv,v)"
"Tyranneutes stolzmanni" "LC" NA
"Tyranneutes virescens" "LC" NA
"Piprites pileata" "VU" "C2a(i)"
"Cymbilaimus lineatus" "LC" NA
"Cymbilaimus sanctaemariae" "LC" NA
"Mackenziaena severa" "LC" NA
"Mackenziaena leachii" "LC" NA
"Frederickena viridis" "LC" NA
"Sakesphorus canadensis" "LC" NA
"Sakesphorus cristatus" "LC" NA
"Thamnophilus bernardi" "LC" NA
"Thamnophilus melanonotus" "LC" NA
"Thamnophilus melanothorax" "LC" NA
"Sakesphorus luctuosus" "LC" NA
"Thamnophilus zarumae" "LC" NA
"Thamnophilus multistriatus" "LC" NA
"Thamnophilus bridgesi" "LC" NA
"Thamnophilus nigriceps" "LC" NA
"Thamnophilus nigrocinereus" "NT" NA
"Thamnophilus cryptoleucus" "NT" NA
"Thamnophilus aethiops" "LC" NA
"Thamnophilus unicolor" "LC" NA
"Thamnophilus schistaceus" "LC" NA
"Thamnophilus murinus" "LC" NA
"Thamnophilus aroyae" "LC" NA
"Thamnophilus punctatus" "LC" NA
"Thamnophilus insignis" "LC" NA
"Thamnophilus amazonicus" "LC" NA
"Thamnophilus caerulescens" "LC" NA
"Thamnophilus torquatus" "LC" NA
"Thamnophilus ruficapillus" "LC" NA
"Pygiptila stellaris" "LC" NA
"Megastictus margaritatus" "LC" NA
"Neoctantes niger" "LC" NA
"Xenornis setifrons" "VU" "B1ab(i,ii,iii,v);C2a(i)"
"Dysithamnus stictothorax" "NT" NA
"Dysithamnus striaticeps" "LC" NA
"Thamnomanes ardesiacus" "LC" NA
"Thamnomanes caesius" "LC" NA
"Thamnomanes schistogynus" "LC" NA
"Myrmotherula sclateri" "LC" NA
"Myrmotherula ambigua" "LC" NA
"Myrmotherula surinamensis" "VU" "A3c"
"Myrmotherula cherriei" "LC" NA
"Myrmotherula longicauda" "LC" NA
"Isleria hauxwelli" "LC" NA
"Isleria guttata" "LC" NA
"Rhopias gularis" "LC" NA
"Epinecrophylla gutturalis" "NT" NA
"Epinecrophylla haematonota" "LC" NA
"Epinecrophylla ornata" "LC" NA
"Epinecrophylla erythrura" "LC" NA
"Myrmotherula axillaris" "LC" NA
"Myrmotherula schisticolor" "LC" NA
"Myrmotherula longipennis" "LC" NA
"Myrmotherula minor" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)"
"Myrmotherula iheringi" "LC" NA
"Myrmotherula grisea" "LC" NA
"Myrmotherula unicolor" "NT" NA
"Myrmotherula behni" "LC" NA
"Myrmotherula urosticta" "VU" "C2a(i)"
"Dichrozona cincta" "LC" NA
"Myrmorchilus strigilatus" "LC" NA
"Herpsilochmus parkeri" "EN" "B1ab(i,ii,iii,v);C2a(i)"
"Herpsilochmus motacilloides" "NT" NA
"Herpsilochmus sellowi" "LC" NA
"Herpsilochmus stictocephalus" "LC" NA
"Herpsilochmus dorsimaculatus" "LC" NA
"Herpsilochmus roraimae" "LC" NA
"Herpsilochmus axillaris" "VU" "A3c"
"Microrhopias quixensis" "LC" NA
"Formicivora iheringi" "NT" NA
"Formicivora grisea" "LC" NA
"Formicivora melanogaster" "LC" NA
"Formicivora serrana" "LC" NA
"Formicivora erythronotos" "EN" "B1ab(i,ii,iii,v)"
"Drymophila ferruginea" "LC" NA
"Drymophila rubricollis" "LC" NA
"Drymophila genei" "LC" NA
"Drymophila caudata" "NT" NA
"Drymophila malura" "LC" NA
"Euchrepomis callinota" "LC" NA
"Euchrepomis humeralis" "LC" NA
"Euchrepomis sharpei" "EN" "A3c; B1ab(i,ii,iii,v)"
"Euchrepomis spodioptila" "LC" NA
"Cercomacroides tyrannina" "LC" NA
"Cercomacra ferdinandi" "VU" "A2c+3c+4c"
"Cercomacra nigricans" "LC" NA
"Pyriglena leucoptera" "LC" NA
"Pyriglena atra" "EN" "A2c+3c+4c;C2a(i)"
"Rhopornis ardesiacus" "EN" "B1ab(i,ii,iii,iv,v);C2a(i)"
"Myrmoborus leucophrys" "LC" NA
"Myrmoborus lugubris" "VU" "A3c"
"Myrmoborus myotherinus" "LC" NA
"Myrmoborus melanurus" "VU" "A3c"
"Hypocnemoides maculicauda" "LC" NA
"Myrmochanes hemileucus" "LC" NA
"Gymnocichla nudiceps" "LC" NA
"Percnostola rufifrons" "LC" NA
"Myrmelastes schistaceus" "LC" NA
"Myrmelastes caurensis" "LC" NA
"Myrmoborus lophotes" "NT" NA
"Poliocrania exsul" "LC" NA
"Myrmoderus ferrugineus" "LC" NA
"Myrmoderus loricatus" "LC" NA
"Sipia nigricauda" "LC" NA
"Aprositornis disjuncta" "LC" NA
"Ammonastes pelzelni" "LC" NA
"Myrmelastes hyperythrus" "LC" NA
"Akletos goeldii" "LC" NA
"Hafferia immaculata" "LC" NA
"Ampelornis griseiceps" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)"
"Pithys albifrons" "LC" NA
"Gymnopithys rufigula" "LC" NA
"Gymnopithys leucaspis" "LC" NA
"Oneillornis lunulatus" "LC" NA
"Myrmornis torquata" "LC" NA
"Rhegmatorhina melanosticta" "LC" NA
"Rhegmatorhina cristata" "LC" NA
"Rhegmatorhina hoffmannsi" "NT" NA
"Rhegmatorhina berlepschi" "LC" NA
"Rhegmatorhina gymnops" "VU" "A3c"
"Hylophylax naevioides" "LC" NA
"Hylophylax naevius" "LC" NA
"Phlegopsis nigromaculata" "LC" NA
"Phlegopsis borbae" "LC" NA
"Phaenostictus mcleannani" "LC" NA
"Geositta cunicularia" "LC" NA
"Geositta maritima" "LC" NA
"Geositta peruviana" "LC" NA
"Geositta punensis" "LC" NA
"Geositta saxicolina" "LC" NA
"Geositta antarctica" "LC" NA
"Geositta rufipennis" "LC" NA
"Geositta crassirostris" "LC" NA
"Geositta tenuirostris" "LC" NA
"Tarphonomus harterti" "LC" NA
"Tarphonomus certhioides" "LC" NA
"Ochetorhynchus ruficaudus" "LC" NA
"Ochetorhynchus andaecola" "LC" NA
"Upucerthia albigula" "LC" NA
"Cinclodes comechingonus" "LC" NA
"Cinclodes pabsti" "NT" NA
"Cinclodes oustaleti" "LC" NA
"Cinclodes olrogi" "LC" NA
"Cinclodes excelsior" "LC" NA
"Cinclodes patagonicus" "LC" NA
"Cinclodes taczanowskii" "LC" NA
"Cinclodes nigrofumosus" "LC" NA
"Cinclodes antarcticus" "NT" NA
"Cinclodes atacamensis" "LC" NA
"Ochetorhynchus melanurus" "LC" NA
"Furnarius minor" "LC" NA
"Furnarius torridus" "LC" NA
"Furnarius rufus" "LC" NA
"Furnarius cristatus" "LC" NA
"Leptasthenura fuliginiceps" "LC" NA
"Leptasthenura platensis" "LC" NA
"Leptasthenura aegithaloides" "LC" NA
"Leptasthenura striolata" "LC" NA
"Leptasthenura pileata" "LC" NA
"Leptasthenura xenothorax" "EN" "A3c; B1ab(i,ii,iii,v); C2a(i)"
"Leptasthenura striata" "LC" NA
"Leptasthenura setaria" "NT" NA
"Asthenes perijana" "EN" "B1ab(i,ii,iii); D"
"Asthenes coryi" "LC" NA
"Asthenes griseomurina" "LC" NA
"Asthenes palpebralis" "LC" NA
"Asthenes vilcabambae" "LC" NA
"Asthenes helleri" "VU" "A3c"
"Asthenes harterti" "LC" NA
"Asthenes moreirae" "LC" NA
"Schoeniophylax phryganophilus" "LC" NA
"Synallaxis ruficapilla" "LC" NA
"Synallaxis azarae" "LC" NA
"Synallaxis courseni" "VU" "D2"
"Synallaxis albescens" "LC" NA
"Synallaxis spixi" "LC" NA
"Synallaxis brachyura" "LC" NA
"Synallaxis albigularis" "LC" NA
"Synallaxis hypospodia" "LC" NA
"Synallaxis infuscata" "EN" "B1ab(i,ii,iii,iv,v);C2a(i)"
"Synallaxis moesta" "NT" NA
"Synallaxis macconnelli" "LC" NA
"Synallaxis cabanisi" "NT" NA
"Synallaxis subpudica" "LC" NA
"Synallaxis cinerascens" "LC" NA
"Mazaria propinqua" "LC" NA
"Synallaxis gujanensis" "LC" NA
"Synallaxis albilora" "LC" NA
"Synallaxis cherriei" "NT" NA
"Synallaxis unirufa" "LC" NA
"Synallaxis castanea" "LC" NA
"Synallaxis fuscorufa" "VU" "A2c+3c+4c;B1ab(i,ii,iii)"
"Synallaxis zimmeri" "EN" "B1ab(i,ii,iii,v);C2a(i)"
"Synallaxis erythrothorax" "LC" NA
"Synallaxis stictothorax" "LC" NA
"Synallaxis candei" "LC" NA
"Cranioleuca pallida" "LC" NA
"Cranioleuca curtata" "VU" "A3c"
"Cranioleuca subcristata" "LC" NA
"Cranioleuca pyrrhophia" "LC" NA
"Cranioleuca obsoleta" "LC" NA
"Cranioleuca marcapatae" "VU" "A4c"
"Cranioleuca albiceps" "LC" NA
"Cranioleuca semicinerea" "LC" NA
"Cranioleuca albicapilla" "LC" NA
"Cranioleuca muelleri" "EN" "A3c"
"Thripophaga gutturata" "LC" NA
"Cranioleuca sulphurifera" "LC" NA
"Certhiaxis cinnamomeus" "LC" NA
"Certhiaxis mustelinus" "LC" NA
"Asthenes baeri" "LC" NA
"Asthenes ottonis" "LC" NA
"Asthenes heterura" "NT" NA
"Pseudasthenes cactorum" "LC" NA
"Asthenes modesta" "LC" NA
"Pseudasthenes steinbachi" "LC" NA
"Pseudasthenes humicola" "LC" NA
"Pseudasthenes patagonica" "LC" NA
"Asthenes humilis" "LC" NA
"Asthenes anthoides" "LC" NA
"Asthenes urubambensis" "NT" NA
"Asthenes flammulata" "LC" NA
"Thripophaga cherriei" "VU" "D1+2"
"Thripophaga macroura" "VU" "B1ab(i,ii,iii,iv,v);C2a(i)"
"Cranioleuca berlepschi" "VU" "C2a(i)"
"Synallaxis hypochondriaca" "VU" "B1ab(iii,v)"
"Phacellodomus rufifrons" "LC" NA
"Phacellodomus striaticeps" "LC" NA
"Phacellodomus striaticollis" "LC" NA
"Phacellodomus dorsalis" "VU" "B1ab(iii,v)"
"Phacellodomus ferrugineigula" "LC" NA
"Clibanornis dendrocolaptoides" "NT" NA
"Spartonoica maluroides" "NT" NA
"Phleocryptes melanops" "LC" NA
"Limnornis curvirostris" "LC" NA
"Limnoctites rectirostris" "NT" NA
"Anumbius annumbi" "LC" NA
"Coryphistera alaudina" "LC" NA
"Ochetorhynchus phoenicurus" "LC" NA
"Siptornis striaticollis" "LC" NA
"Xenerpestes minlosi" "LC" NA
"Xenerpestes singularis" "NT" NA
"Roraimia adusta" "LC" NA
"Premnornis guttuliger" "LC" NA
"Premnoplex brunnescens" "LC" NA
"Premnoplex tatei" "EN" "B1ab(i,ii,iii,v)"
"Margarornis rubiginosus" "LC" NA
"Margarornis stellatus" "NT" NA
"Margarornis squamiger" "LC" NA
"Lochmias nematura" "LC" NA
"Pseudoseisura gutturalis" "LC" NA
"Pseudocolaptes boissonneauii" "LC" NA
"Berlepschia rikeri" "LC" NA
"Cichlocolaptes leucophrus" "LC" NA
"Automolus subulatus" "LC" NA
"Syndactyla guttulata" "LC" NA
"Syndactyla rufosuperciliata" "LC" NA
"Syndactyla ruficollis" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v)"
"Anabacerthia variegaticeps" "LC" NA
"Anabacerthia striaticollis" "LC" NA
"Philydor fuscipenne" "LC" NA
"Philydor erythropterum" "LC" NA
"Anabacerthia amaurotis" "NT" NA
"Anabacerthia lichtensteini" "LC" NA
"Philydor atricapillus" "LC" NA
"Philydor novaesi" "CR" "B1ab(i,ii,iii,v);C2a(ii)"
"Syndactyla ucayalae" "NT" NA
"Syndactyla striata" "LC" NA
"Anabazenops fuscus" "LC" NA
"Thripadectes ignobilis" "LC" NA
"Thripadectes rufobrunneus" "LC" NA
"Thripadectes virgaticeps" "LC" NA
"Thripadectes melanorhynchus" "LC" NA
"Thripadectes holostictus" "LC" NA
"Thripadectes flammulatus" "LC" NA
"Thripadectes scrutator" "LC" NA
"Automolus infuscatus" "LC" NA
"Sclerurus rufigularis" "LC" NA
"Sclerurus albigularis" "NT" NA
"Sclerurus scansor" "LC" NA
"Sclerurus guatemalensis" "LC" NA
"Microxenops milleri" "LC" NA
"Dendrocincla anabatina" "LC" NA
"Dendrocincla merula" "LC" NA
"Sittasomus griseicapillus" "LC" NA
"Nasica longirostris" "LC" NA
"Hylexetastes perrotii" "LC" NA
"Xiphocolaptes falcirostris" "VU" "A2c+3c+4c;C2a(i)"
"Dendrocolaptes hoffmannsi" "VU" "A3c"
"Xiphorhynchus flavigaster" "LC" NA
"Xiphorhynchus erythropygius" "LC" NA
"Lepidocolaptes leucogaster" "LC" NA
"Lepidocolaptes souleyetii" "LC" NA
"Xiphorhynchus fuscus" "LC" NA
"Lepidocolaptes albolineatus" "LC" NA
"Campylorhamphus trochilirostris" "LC" NA
"Campylorhamphus falcularius" "LC" NA
"Campylorhamphus pusillus" "LC" NA
"Campylorhamphus procurvoides" "LC" NA
"Formicarius colma" "LC" NA
"Formicarius analis" "LC" NA
"Formicarius rufifrons" "NT" NA
"Chamaeza nobilis" "LC" NA
"Pittasoma rufopileatum" "NT" NA
"Grallaria squamigera" "LC" NA
"Grallaria excelsa" "VU" "A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)"
"Grallaria kaestneri" "EN" "B1ab(i,ii,iii,iv,v);C2a(ii)"
"Grallaria bangsi" "VU" "A2c+3c+4c;B1ab(i,ii,iii,v)"
"Grallaria ruficapilla" "LC" NA
"Grallaria watkinsi" "NT" NA
"Grallaria carrikeri" "NT" NA
"Grallaria albigula" "LC" NA
"Grallaria hypoleuca" "LC" NA
"Grallaria erythroleuca" "LC" NA
"Grallaria griseonucha" "LC" NA
"Grallaria erythrotis" "LC" NA
"Grallaria quitensis" "LC" NA
"Grallaria milleri" "VU" "B1ab(iii,v);C2a(i)"
"Hylopezus ochroleucus" "NT" NA
"Hylopezus nattereri" "LC" NA
"Myrmothera simplex" "LC" NA
"Grallaricula ferrugineipectus" "LC" NA
"Grallaricula loricata" "NT" NA
"Grallaricula peruviana" "NT" NA
"Conopophaga lineata" "LC" NA
"Conopophaga aurita" "LC" NA
"Conopophaga roberti" "LC" NA
"Conopophaga peruviana" "LC" NA
"Conopophaga castaneiceps" "LC" NA
"Pteroptochos megapodius" "LC" NA
"Scelorchilus albicollis" "LC" NA
"Rhinocrypta lanceolata" "LC" NA
"Teledromas fuscus" "LC" NA
"Liosceles thoracicus" "LC" NA
"Melanopareia torquata" "LC" NA
"Melanopareia maximiliani" "LC" NA
"Melanopareia elegans" "LC" NA
"Melanopareia maranonica" "NT" NA
"Psilorhamphus guttatus" "NT" NA
"Merulaxis ater" "NT" NA
"Myornis senilis" "LC" NA
"Scytalopus unicolor" "LC" NA
"Scytalopus macropus" "LC" NA
"Scytalopus femoralis" "LC" NA
"Scytalopus panamensis" "VU" "D2"
"Scytalopus vicinior" "LC" NA
"Scytalopus argentifrons" "LC" NA
"Scytalopus superciliaris" "LC" NA
"Acropternis orthonyx" "LC" NA
"Cormobates placens" "LC" NA
"Cormobates leucophaea" "LC" NA
"Climacteris affinis" "LC" NA
"Climacteris picumnus" "LC" NA
"Menura alberti" "NT" NA
"Atrichornis rufescens" "EN" "B2ab(ii,iii,iv,v)"
"Atrichornis clamosus" "EN" "B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
"Ailuroedus crassirostris" "LC" NA
"Scenopoeetes dentirostris" "LC" NA
"Amblyornis macgregoriae" "LC" NA
"Amblyornis flavifrons" "LC" NA
"Prionodura newtoniana" "LC" NA
"Sericulus aureus" "LC" NA
"Sericulus chrysocephalus" "LC" NA
"Chlamydera guttata" "LC" NA
"Chlamydera maculata" "LC" NA
"Chlamydera lauterbachi" "LC" NA
"Chlamydera cerviniventris" "LC" NA
"Clytomyias insignis" "LC" NA
"Sipodotus wallacii" "LC" NA
"Malurus alboscapulatus" "LC" NA
"Malurus melanocephalus" "LC" NA
"Malurus leucopterus" "LC" NA
"Malurus cyaneus" "LC" NA
"Malurus splendens" "LC" NA
"Malurus amabilis" "LC" NA
"Malurus coronatus" "LC" NA
"Stipiturus ruficeps" "LC" NA
"Stipiturus malachurus" "LC" NA
"Stipiturus mallee" "EN" "A2abc"
"Amytornis barbatus" "LC" NA
"Amytornis woodwardi" "VU" "B1ab(ii,iii,iv,v)"
"Amytornis dorotheae" "VU" "A2c"
"Amytornis goyderi" "LC" NA
"Amytornis housei" "NT" NA
"Myzomela albigula" "DD" NA
"Myzomela pulchella" "LC" NA
"Myzomela dammermani" "LC" NA
"Myzomela erythrocephala" "LC" NA
"Myzomela sanguinolenta" "LC" NA
"Myzomela rubratra" "LC" NA
"Myzomela chermesina" "VU" "D2"
"Myzomela sclateri" "LC" NA
"Myzomela pammelaena" "LC" NA
"Myzomela eichhorni" "LC" NA
"Myzomela malaitae" "NT" NA
"Myzomela jugularis" "LC" NA
"Myzomela rosenbergii" "LC" NA
"Cissomela pectoralis" "LC" NA
"Sugomel nigrum" "LC" NA
"Certhionyx variegatus" "LC" NA
"Lichmera argentauris" "LC" NA
"Lichmera indistincta" "LC" NA
"Lichmera alboauricularis" "LC" NA
"Lichmera deningeri" "LC" NA
"Lichmera notabilis" "LC" NA
"Trichodere cockerelli" "LC" NA
"Microptilotis albonotatus" "LC" NA
"Microptilotis vicina" "DD" NA
"Meliphaga notata" "LC" NA
"Microptilotis reticulatus" "LC" NA
"Guadalcanaria inexpectata" "LC" NA
"Bolemoreus frenatus" "LC" NA
"Bolemoreus hindwoodi" "LC" NA
"Gavicalis versicolor" "LC" NA
"Gavicalis virescens" "LC" NA
"Stomiopera unicolor" "LC" NA
"Nesoptilotis leucotis" "LC" NA
"Nesoptilotis flavicollis" "LC" NA
"Lichenostomus melanops" "LC" NA
"Lichenostomus cratitius" "LC" NA
"Ptilotula keartlandi" "LC" NA
"Ptilotula flavescens" "LC" NA
"Ptilotula plumula" "LC" NA
"Ptilotula ornata" "LC" NA
"Xanthotis macleayanus" "LC" NA
"Apalopteron familiare" "NT" NA
"Melithreptus lunatus" "LC" NA
"Melithreptus affinis" "LC" NA
"Melithreptus albogularis" "LC" NA
"Pycnopygius stictocephalus" "LC" NA
"Philemon brassi" "NT" NA
"Philemon citreogularis" "LC" NA
"Philemon buceroides" "LC" NA
"Philemon albitorques" "LC" NA
"Philemon eichhorni" "LC" NA
"Philemon corniculatus" "LC" NA
"Melipotes fumigatus" "LC" NA
"Gymnomyza viridis" "LC" NA
"Gymnomyza samoensis" "EN" "C2a(i)"
"Moho braccatus" "EX" NA
"Moho bishopi" "EX" NA
"Moho nobilis" "EX" NA
"Chaetoptila angustipluma" "EX" NA
"Phylidonyris pyrrhopterus" "LC" NA
"Phylidonyris novaehollandiae" "LC" NA
"Phylidonyris niger" "LC" NA
"Purnella albifrons" "LC" NA
"Gliciphila melanops" "LC" NA
"Ramsayornis fasciatus" "LC" NA
"Plectorhyncha lanceolata" "LC" NA
"Conopophila rufogularis" "LC" NA
"Conopophila whitei" "LC" NA
"Grantiella picta" "VU" "C1"
"Acanthorhynchus tenuirostris" "LC" NA
"Acanthorhynchus superciliosus" "LC" NA
"Entomyzon cyanotis" "LC" NA
"Manorina melanophrys" "LC" NA
"Manorina flavigula" "LC" NA
"Manorina melanotis" "EN" "B1ab(ii,iii,iv,v); C2a(ii)"
"Acanthagenys rufogularis" "LC" NA
"Anthochaera lunulata" "LC" NA
"Anthochaera paradoxa" "LC" NA
"Epthianura aurifrons" "LC" NA
"Epthianura crocea" "LC" NA
"Epthianura albifrons" "LC" NA
"Pardalotus punctatus" "LC" NA
"Pardalotus quadragintus" "EN" "A2ac;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C1"
"Pardalotus rubricatus" "LC" NA
"Dasyornis longirostris" "EN" "B1ab(iii,v)"
"Dasyornis brachypterus" "EN" "B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)"
"Dasyornis broadbenti" "LC" NA
"Pycnoptilus floccosus" "LC" NA
"Origma solitaria" "LC" NA
"Oreoscopus gutturalis" "LC" NA
"Sericornis citreogularis" "LC" NA
"Sericornis frontalis" "LC" NA
"Sericornis humilis" "LC" NA
"Sericornis keri" "LC" NA
"Sericornis beccarii" "LC" NA
"Sericornis nouhuysi" "LC" NA
"Sericornis magnirostra" "LC" NA
"Sericornis rufescens" "LC" NA
"Pyrrholaemus brunneus" "LC" NA
"Calamanthus fuliginosus" "LC" NA
"Calamanthus pyrrhopygius" "LC" NA
"Calamanthus cautus" "LC" NA
"Acanthiza murina" "LC" NA
"Acanthiza katherina" "LC" NA
"Acanthiza pusilla" "LC" NA
"Acanthiza ewingii" "LC" NA
"Acanthiza reguloides" "LC" NA
"Acanthiza inornata" "LC" NA
"Acanthiza iredalei" "LC" NA
"Acanthiza uropygialis" "LC" NA
"Acanthiza nana" "LC" NA
"Acanthiza lineata" "LC" NA
"Acanthiza robustirostris" "LC" NA
"Smicrornis brevirostris" "LC" NA
"Gerygone chloronota" "LC" NA
"Gerygone palpebrosa" "LC" NA
"Gerygone olivacea" "LC" NA
"Gerygone tenebrosa" "LC" NA
"Gerygone inornata" "LC" NA
"Gerygone levigaster" "LC" NA
"Gerygone fusca" "LC" NA
"Gerygone insularis" "EX" NA
"Gerygone igata" "LC" NA
"Gerygone albofrontata" "LC" NA
"Aphelocephala nigricincta" "LC" NA
"Monachella muelleriana" "LC" NA
"Microeca fascinans" "LC" NA
"Petroica archboldi" "DD" NA
"Petroica goodenovii" "LC" NA
"Petroica phoenicea" "NT" NA
"Petroica rosea" "LC" NA
"Petroica rodinogaster" "LC" NA
"Petroica australis" "LC" NA
"Petroica traversi" "EN" "D"
"Melanodryas vittata" "LC" NA
