"","auto_id","Scientific.name.species","taxon_name_species","taxon_name_infraspecies","TBN學名_infraspecies","name_c.x","name_e","category","criteria","adjusting","taxon_group","name_code","taxon_rank","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name_c.y","is_endemic","is_alien","is_protected"
"214",212,"Eophona migratoria","Eophona migratoria","Eophona migratoria","Eophona migratoria","小桑鳲",NA,"NLC","B"," ","bird","380355","species",1024241,1024241,NA,"0a1e54c3-4c8e-4f33-8ad6-0f54b19af37d","species","Aves","鳥綱","Passeriformes","雀形目","Fringillidae","雀科","Eophona","黃嘴雀屬","小桑鳲"," "," "," "
"215",213,"Anas zonorhyncha","Anas zonorhyncha","Anas zonorhyncha","Anas zonorhyncha","花嘴鴨",NA,"NLC","B; D"," ","bird","419618","species",419618,419618,419618,"c870cb23-1aa0-438e-9873-61f8d920f274","species","Aves","鳥綱","Anseriformes","雁形目","Anatidae","雁鴨科","Anas","鴨屬","花嘴鴨"," "," "," "
"216",214,"Anas clypeata","Spatula clypeata","Spatula clypeata","Anas clypeata","琵嘴鴨",NA,"NLC","B; D"," ","bird","380059","species",380059,380059,380059,"a34e2798-e835-4885-ac47-f9a752ab0f24","species","Aves","鳥綱","Anseriformes","雁形目","Anatidae","雁鴨科","Anas","鴨屬","琵嘴鴨"," "," "," "
"217",215,"Lophura swinhoii","Lophura swinhoii","Lophura swinhoii","Lophura swinhoii","藍腹鷴",NA,"NLC","B; D"," ","bird","380289","species",380289,380289,380289,"ef457bab-7f1f-4313-8282-75084241c775","species","Aves","鳥綱","Galliformes","雞形目","Phasianidae","雉科","Lophura","鷴屬","藍腹鷴","Y"," ","Y"
"218",216,"Syrmaticus mikado","Syrmaticus mikado","Syrmaticus mikado","Syrmaticus mikado","黑長尾雉",NA,"NLC","B; D"," ","bird","380291","species",380291,380291,380291,"f99d359f-0dd5-4dbd-817e-a45c6d7b7efc","species","Aves","鳥綱","Galliformes","雞形目","Phasianidae","雉科","Syrmaticus","長尾雉屬","黑長尾雉","Y"," ","Y"
"219",217,"Gorsachius melanolophus","Gorsachius melanolophus","Gorsachius melanolophus","Gorsachius melanolophus","黑冠麻鷺",NA,"NLC","B; D"," ","bird","380133","species",380133,380133,380133,"ccd07aad-ec68-4eed-bc63-7a7e474e9eb4","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Gorsachius","麻鷺屬","黑冠麻鷺"," "," "," "
"220",218,"Accipiter trivirgatus","Accipiter trivirgatus","Accipiter trivirgatus formosae","Accipiter trivirgatus formosae","鳳頭蒼鷹",NA,"NLC","B; D"," ","bird","380100","infraspecies",1023425,1023425,NA,"c3d7eb24-c683-40c1-a077-93141d28ae33","species","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Accipiter","鷹屬","鳳頭蒼鷹"," "," "," "
"221",219,"Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis","彩鷸",NA,"NLC","B; D"," ","bird","420867","species",420867,420867,420867,"1b04ac59-bdc7-4e72-ae92-ce0f56107787","species","Aves","鳥綱","Charadriiformes","?形目","Rostratulidae","彩鷸科","Rostratula","彩鷸屬","彩鷸"," "," ","Y"
"222",220,"Suthora verreauxi","Paradoxornis verreauxi","Paradoxornis verreauxi morrisoniana","Suthora verreauxi morrisoniana","黃羽鸚嘴",NA,"NLC","B; D"," ","bird","428590","infraspecies",1025583,1025583,NA,"c8f5fd1d-fc95-4fcb-80b3-90e79fefcc30","species","Aves","鳥綱","Passeriformes","雀形目","Paradoxornithidae","鸚嘴科","Suthora","鴉雀屬","黃羽鸚嘴"," "," "," "
"223",221,"Tarsiger indicus","Tarsiger indicus","Tarsiger indicus formosanus","Tarsiger indicus formosanus","白眉林鴝",NA,"NLC","B; D"," ","bird","419683","infraspecies",1025629,1025629,NA,"f090cb1d-e3e0-476c-a170-d4d907510118","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Tarsiger","林鴝屬","白眉林鴝"," "," "," "
"224",222,"Ficedula hyperythra","Ficedula hyperythra","Ficedula hyperythra innexa","Ficedula hyperythra innexa","黃胸青鶲",NA,"NLC","B; D"," ","bird","380378","infraspecies",1024361,1024361,NA,"c99936bc-aa79-4d78-bae8-06e172685a36","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Ficedula","姬鶲屬","黃胸青鶲"," "," "," "
"225",223,"Chloris sinica","Carduelis sinica","Carduelis sinica","Chloris sinica kawarahiba","金翅雀",NA,"NLC","B; D"," ","bird","425191","species",1023945,1023945,NA,"517b4acd-8951-426b-a81b-e8cedf0d37c0","species","Aves","鳥綱","Passeriformes","雀形目","Fringillidae","雀科","Chloris","綠金翅雀屬","金翅雀"," "," "," "
"226",224,"Lalage melaschistos","Lalage melaschistos","Lalage melaschistos","Lalage melaschistos","黑翅山椒鳥",NA,"NLC","C"," ","bird","427289","species",1024589,1024589,NA,"2c82c5bb-a836-4688-8ff4-faa7a1dfa887","species","Aves","鳥綱","Passeriformes","雀形目","Campephagidae","山椒鳥科","Lalage","鳴鵑鵙屬","黑翅山椒鳥"," "," "," "
"227",225,"Urosphena squameiceps","Urosphena squameiceps","Urosphena squameiceps","Urosphena squameiceps","短尾鶯",NA,"NLC","C"," ","bird","421043","species",421043,421043,421043,"0a68f386-69cf-4070-9e24-a0601ca82432","species","Aves","鳥綱","Passeriformes","雀形目","Cettiidae","樹鶯科","Urosphena","短尾鶯屬","短尾鶯"," "," "," "
"228",226,"Horornis diphone","Cettia diphone","Cettia diphone","Horornis diphone cantans","日本樹鶯",NA,"NLC","C"," ","bird","404562","species",1024523,1024523,NA,"620f153d-1608-4211-bbba-71705e8d1d69","species","Aves","鳥綱","Passeriformes","雀形目","Cettiidae","樹鶯科","Horornis","山樹鶯屬","日本樹鶯"," "," "," "
"229",226," ","Cettia diphone","Cettia diphone","Horornis diphone canturians","日本樹鶯",NA,"NLC","C"," ","bird","404562","species",NA,NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"230",226," ","Cettia diphone","Cettia diphone","Horornis diphone viridis","日本樹鶯",NA,"NLC","C"," ","bird","404562","species",NA,NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"231",227,"Ficedula narcissina","Ficedula narcissina","Ficedula narcissina","Ficedula narcissina","黃眉黃鶲",NA,"NLC","C"," ","bird","380380","species",1024362,1024362,NA,"a9accdfa-ed43-44ab-aa2c-125fdfce8129","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Ficedula","姬鶲屬","黃眉黃鶲"," "," "," "
"232",228,"Ficedula mugimaki","Ficedula mugimaki","Ficedula mugimaki","Ficedula mugimaki","白眉黃鶲",NA,"NLC","C"," ","bird","380379","species",380379,380379,380379,"5955a855-20f1-48f3-8b4a-b96927955746","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Ficedula","姬鶲屬","白眉黃鶲"," "," "," "
"233",229,"Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","穴鳥",NA,"NLC","C; D"," ","bird","380199","species",380199,380199,380199,"924ffd26-5810-4121-978a-f53f296075b3","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Bulweria","燕?屬","穴鳥"," "," "," "
"234",230,"Xenus cinereus","Xenus cinereus","Xenus cinereus","Xenus cinereus","反嘴鷸",NA,"NLC","C; D"," ","bird","404673","species",404673,404673,404673,"88143b49-c969-4d7b-9dc3-73d4cc3c17dd","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Xenus","翹嘴鷸屬","反嘴鷸"," "," "," "
"235",231,"Chroicocephalus ridibundus","Larus ridibundus","Larus ridibundus","Chroicocephalus ridibundus","紅嘴鷗",NA,"NLC","C; D"," ","bird","419699","species",419699,419699,419699,"260a6b8a-87e4-48c1-99ed-a99aed825934","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Chroicocephalus","棕頭鷗屬","紅嘴鷗"," "," "," "
"236",232,"Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","裏海燕鷗",NA,"NLC","C; D"," ","bird","427071","species",427071,427071,427071,"6a37c4c2-2dde-469f-9951-e65780e10c55","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Hydroprogne","巨鷗屬","裏海燕鷗"," "," "," "
"237",233,"Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","白翅黑燕鷗",NA,"NLC","C; D"," ","bird","380167","species",380167,380167,380167,"a05f3652-1367-4af0-be59-d489142ddd2f","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Chlidonias","浮鷗屬","白翅黑燕鷗"," "," "," "
"238",234,"Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","黑腹燕鷗",NA,"NLC","C; D"," ","bird","404564","species",1023942,1023942,NA,"6bf77146-8321-4277-89fb-96ac41e74ae6","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Chlidonias","浮鷗屬","黑腹燕鷗"," "," "," "
"239",235,"Caprimulgus affinis","Caprimulgus affinis","Caprimulgus affinis stictomus","Caprimulgus affinis stictomus","台灣夜鷹",NA,"NLC","C; D"," ","bird","380495","infraspecies",1023834,1023834,NA,"fe0901a6-0872-460f-8956-ba0ec1653249","species","Aves","鳥綱","Caprimulgiformes","夜鷹目","Caprimulgidae","夜鷹科","Caprimulgus","夜鷹屬","南亞夜鷹"," "," "," "
"240",236,"Pericrocotus divaricatus","Pericrocotus divaricatus","Pericrocotus divaricatus","Pericrocotus divaricatus","灰山椒",NA,"NLC","C; D"," ","bird","420939","species",420939,420939,420939,"ad17be53-09bf-4f9b-a037-9d3816cf97a5","species","Aves","鳥綱","Passeriformes","雀形目","Campephagidae","山椒鳥科","Pericrocotus","山椒鳥屬","灰山椒鳥"," "," "," "
"241",237,"Lanius cristatus","Lanius cristatus","Lanius cristatus","Lanius cristatus","紅尾伯勞",NA,"NLC","C; D"," ","bird","380368","species",1024598,1024598,NA,"ff20ba0f-22a5-448f-b6ff-134434b50c84","species","Aves","鳥綱","Passeriformes","雀形目","Laniidae","伯勞科","Lanius","伯勞屬","紅尾伯勞"," "," "," "
"242",238,"Horornis borealis","Cettia canturians","Cettia canturians","Horornis borealis","遠東樹鶯",NA,"NLC","C; D"," ","bird","430647","species",430646,430646,430646,"c0ad64b2-44a3-41ff-8214-b3c63cd0c488","species","Aves","鳥綱","Passeriformes","雀形目","Cettiidae","樹鶯科","Horornis","山樹鶯屬","遠東樹鶯"," "," "," "
"243",239,"Phylloscopus fuscatus","Phylloscopus fuscatus","Phylloscopus fuscatus","Phylloscopus fuscatus","褐色柳鶯",NA,"NLC","C; D"," ","bird","380477","species",1025214,1025214,NA,"b51b255c-a4f5-4a32-868b-b10747379514","species","Aves","鳥綱","Passeriformes","雀形目","Phylloscopidae","柳鶯科","Phylloscopus","柳鶯屬","褐色柳鶯"," "," "," "
"244",240,"Phylloscopus inornatus","Phylloscopus inornatus","Phylloscopus inornatus","Phylloscopus inornatus","黃眉柳鶯",NA,"NLC","C; D"," ","bird","380478","species",380478,380478,380478,"dde604d2-29fc-49b8-889e-6880dc4d7a11","species","Aves","鳥綱","Passeriformes","雀形目","Phylloscopidae","柳鶯科","Phylloscopus","柳鶯屬","黃眉柳鶯"," "," "," "
"245",241,"Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","Phylloscopus borealis","極北柳鶯",NA,"NLC","C; D"," ","bird","380475","species",1025212,1025212,NA,"937522c1-d03c-42cd-b7bc-4f556dfe603c","species","Aves","鳥綱","Passeriformes","雀形目","Phylloscopidae","柳鶯科","Phylloscopus","柳鶯屬","極北柳鶯"," "," "," "
"246",242,"Muscicapa dauurica","Muscicapa dauurica","Muscicapa dauurica","Muscicapa dauurica","寬嘴鶲",NA,"NLC","C; D"," ","bird","427293","species",1024850,1024850,NA,"b07f72e3-ecb2-464c-92e9-b1f642e920be","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Muscicapa","鶲屬","寬嘴鶲"," "," "," "
"247",243,"Muscicapa griseisticta","Muscicapa griseisticta","Muscicapa griseisticta","Muscicapa griseisticta","灰斑鶲",NA,"NLC","C; D"," ","bird","380389","species",380389,380389,380389,"d5822c3f-14f5-4c3e-99e5-5a11388ff6f0","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Muscicapa","鶲屬","灰斑鶲"," "," "," "
"248",244,"Calliope calliope","Luscinia calliope","Luscinia calliope","Calliope calliope camtschatkensis","野鴝",NA,"NLC","C; D"," ","bird","425210","species",1023802,1023802,NA,"21d6cd16-33b4-4945-ad0e-054786b3a247","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Calliope","野鴝屬","野鴝"," "," "," "
"249",244," ","Luscinia calliope","Luscinia calliope","Calliope calliope calliope","野鴝",NA,"NLC","C; D"," ","bird","425210","species",NA,NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"250",245,"Phoenicurus auroreus","Phoenicurus auroreus","Phoenicurus auroreus","Phoenicurus auroreus","黃尾鴝",NA,"NLC","C; D"," ","bird","380393","species",1025203,1025203,NA,"8fba2500-e64d-4aae-b88e-202070b2659a","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Phoenicurus","紅尾鴝屬","黃尾鴝"," "," "," "
"251",246,"Zoothera dauma","Zoothera dauma","Zoothera dauma","Zoothera dauma","虎斑地鶇",NA,"NLC","C; D"," ","bird","380409","species",1025822,1025822,NA,"ae175f6f-a161-472c-95b3-0544ff4eadbd","species","Aves","鳥綱","Passeriformes","雀形目","Turdidae","鶇科","Zoothera","虎鶇屬","虎斑地鶇"," "," "," "
"252",247,"Sturnia sinensis","Sturnus sinensis","Sturnus sinensis","Sturnia sinensis","灰背椋鳥",NA,"NLC","C; D"," ","bird","419844","species",419844,419844,419844,"6a500e9a-587c-4707-aae0-efe893deea9d","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Sturnia","北椋鳥屬","灰背椋鳥"," "," "," "
"253",248,"Spodiopsar sericeus","Sturnus sericeus","Sturnus sericeus","Spodiopsar sericeus","絲光椋鳥",NA,"NLC","C; D"," ","bird","420165","species",420165,420165,420165,"4a3ea8cd-a5af-41f2-b79f-9cab6186673c","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Spodiopsar","絲光椋鳥屬","絲光椋鳥"," "," "," "
"254",249,"Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","Anthus hodgsoni","樹鷚",NA,"NLC","C; D"," ","bird","380421","species",1023592,1023592,NA,"3fb5dd80-4ece-4e8f-aa61-00fc1db3118a","species","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Anthus","鷚屬","樹鷚"," "," "," "
"255",250,"Anthus cervinus","Anthus cervinus","Anthus cervinus","Anthus cervinus","赤喉鷚",NA,"NLC","C; D"," ","bird","380419","species",380419,380419,380419,"d0f4dcb2-c75e-4f56-aeee-4c1b8f42f583","species","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Anthus","鷚屬","赤喉鷚"," "," "," "
"256",251,"Emberiza tristrami","Emberiza tristrami","Emberiza tristrami","Emberiza tristrami","白眉?",NA,"NLC","C; D"," ","bird","380354","species",380354,380354,380354,"dad684c8-b931-460c-9807-49d6eacae8d8","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","白眉?"," "," "," "
"257",252,"Emberiza chrysophrys","Emberiza chrysophrys","Emberiza chrysophrys","Emberiza chrysophrys","黃眉?",NA,"NLC","C; D"," ","bird","380344","species",380344,380344,380344,"36e2f9ae-a89b-4c5c-95b1-45066aafa66c","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","黃眉?"," "," "," "
"258",253,"Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","小?",NA,"NLC","C; D"," ","bird","380349","species",380349,380349,380349,"9f0aa737-cc00-4171-b4b3-d863fb5e9a79","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","小?"," "," "," "
"259",254,"Ardenna pacifica","Ardenna pacifica","Ardenna pacifica","Ardenna pacifica","長尾水薙鳥",NA,"NLC","D"," ","bird","432366","species",432366,432366,432366,"93166b66-649d-4d39-9a44-d8fa6946d47a","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Ardenna","水薙鳥屬","長尾水薙鳥"," "," "," "
"260",255,"Sula leucogaster","Sula leucogaster","Sula leucogaster","Sula leucogaster","白腹鰹鳥",NA,"NLC","D"," ","bird","380256","species",1025575,1025575,NA,"063df8e6-ffea-41a5-9ffb-531364609261","species","Aves","鳥綱","Suliformes","鰹鳥目","Sulidae","鰹鳥科","Sula","鰹鳥屬","白腹鰹鳥"," "," "," "
"261",256,"Ixobrychus sinensis","Ixobrychus sinensis","Ixobrychus sinensis","Ixobrychus sinensis","黃小鷺",NA,"NLC","D"," ","bird","380135","species",380135,380135,380135,"af9d43df-d0cf-4d00-ae49-a529c4015685","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ixobrychus","葦鷺屬","黃小鷺"," "," "," "
"262",257,"Ixobrychus cinnamomeus","Ixobrychus cinnamomeus","Ixobrychus cinnamomeus","Ixobrychus cinnamomeus","栗小鷺",NA,"NLC","D"," ","bird","385005","species",385005,385005,385005,"3bce5eee-bb42-4c24-927a-a8b6d1b9cd7e","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ixobrychus","葦鷺屬","栗小鷺"," "," "," "
"263",258,"Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","蒼鷺",NA,"NLC","D"," ","bird","380119","species",1023631,1023631,NA,"d377aa05-ca60-46a7-bd84-0133ec555d20","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ardea","蒼鷺屬","蒼鷺"," "," "," "
"264",259,"Ardea alba","Ardea alba","Ardea alba","Ardea alba","大白鷺",NA,"NLC","D"," ","bird","404546","species",1023630,1023630,NA,"6b620e73-2555-4463-9a44-2a7e5484d819","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ardea","蒼鷺屬","大白鷺"," "," "," "
"265",260,"Mesophoyx intermedia","Ardea intermedia","Ardea intermedia","Mesophoyx intermedia intermedia","中白鷺",NA,"NLC","D"," ","bird","419628","species",1024775,1024775,NA,"f2e2e0b5-d5fb-4de5-9237-b600b09e6565","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Mesophoyx","中白鷺屬","中白鷺"," "," "," "
"266",261,"Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","小白鷺",NA,"NLC","D"," ","bird","380129","species",1024205,1024205,NA,"8cddf269-e2f3-435b-a88b-dcdd1e5f9cea","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Egretta","白鷺屬","小白鷺"," "," "," "
"267",262,"Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Bubulcus ibis","黃頭鷺",NA,"NLC","D"," ","bird","380124","species",1023761,1023761,NA,"9aefd3a9-04f1-4da4-838f-d0d25e5e7d31","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Bubulcus","牛背鷺屬","黃頭鷺"," "," "," "
"268",263,"Ardeola bacchus","Ardeola bacchus","Ardeola bacchus","Ardeola bacchus","池鷺",NA,"NLC","D"," ","bird","380122","species",380122,380122,380122,"b1633163-5dfb-4bdc-a3b7-77a0f3b3a45f","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ardeola","池鷺屬","池鷺"," "," "," "
"269",264,"Butorides striata","Butorides striata","Butorides striata","Butorides striata","綠簑鷺",NA,"NLC","D"," ","bird","404552","species",1023771,1023771,NA,"26113f77-ae38-48b5-aed7-34dbe49ca0e9","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Butorides","綠鷺屬","綠簑鷺"," "," "," "
"270",265,"Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","夜鷺",NA,"NLC","D"," ","bird","380137","species",1024952,1024952,NA,"9ad77864-37f7-4a20-ad8b-ced32a18f807","species","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Nycticorax","夜鷺屬","夜鷺"," "," "," "
"271",266,"Rallina eurizonoides","Rallina eurizonoides","Rallina eurizonoides formosana","Rallina eurizonoides formosana","灰腳秧雞",NA,"NLC","D"," ","bird","380304","infraspecies",1025389,1025389,NA,"7ed22b01-05fe-428e-b9e8-7e3e322f4419","species","Aves","鳥綱","Gruiformes","鶴形目","Rallidae","秧雞科","Rallina","斑秧雞屬","灰腳秧雞"," "," "," "
"272",267,"Zapornia fusca","Zapornia fusca","Zapornia fusca","Zapornia fusca","緋秧雞",NA,"NLC","D"," ","bird","432188","species",1025815,1025815,NA,"3222ac68-62d3-4be7-b71d-603be0d12414","species","Aves","鳥綱","Gruiformes","鶴形目","Rallidae","秧雞科","Zapornia","小田雞屬","緋秧雞"," "," "," "
