"auto_id" "taxon_name" "name_c" "category" "version" "criteria" "adjusting" "taxon_group" "name_code"
2552 "Embelia lenticellata" "賽山椒" "NLC" "v1080131" NA NA "vascular plant" "203943"
2553 "Embelia laeta var. papilligera" "藤毛木檞" "NLC" "v1080131" NA NA "vascular plant" "203942"
2554 "Cymbidium lancifolium var. aspidistrifolium" "綠花竹柏蘭" "NLC" "v1080131" NA NA "vascular plant" "201994"
2555 "Cymbidium lancifolium var. lancifolium" "竹柏蘭" "NLC" "v1080131" NA NA "vascular plant" "201995"
2556 "Ophiorrhiza hayatana" "早田氏蛇根草" "NLC" "v1080131" NA NA "vascular plant" "204344"
2557 "Aspidistra elatior var. attenuata" "臺灣蜘蛛抱蛋" "NLC" "v1080131" NA NA "vascular plant" "201795"
2558 "Aspidistra daibuensis" "大武蜘蛛抱蛋" "NLC" "v1080131" NA NA "vascular plant" "424238"
2559 "Silene morii" "臺灣蠅子草" "NLC" "v1080131" NA NA "vascular plant" "202709"
2560 "Euonymus spraguei" "刺果衛矛" "NLC" "v1080131" NA NA "vascular plant" "202781"
2561 "Bulbophyllum albociliatum var. albociliatum" "白毛捲瓣蘭" "NLC" "v1080131" NA NA "vascular plant" "433830"
2562 "Bulbophyllum melanoglossum" "紫紋捲瓣蘭" "NLC" "v1080131" NA NA "vascular plant" "201927"
2563 "Bulbophyllum aureolabellum" "小豆蘭" "NLC" "v1080131" NA NA "vascular plant" "201918"
2564 "Galium taiwanense" "臺灣豬殃殃" "NLC" "v1080131" NA NA "vascular plant" "204298"
2565 "Galium echinocarpum" "刺果豬殃殃" "NLC" "v1080131" NA NA "vascular plant" "204290"
2566 "Galium formosense" "圓葉豬殃殃" "NLC" "v1080131" NA NA "vascular plant" "204291"
2567 "Chrysosplenium hebetatum" "大武貓兒眼睛草" "NLC" "v1080131" NA NA "vascular plant" "204259"
2568 "Chrysosplenium lanuginosum var. formosanum" "臺灣貓兒眼睛草" "NLC" "v1080131" NA NA "vascular plant" "204260"
2569 "Syzygium formosanum" "臺灣赤楠" "NLC" "v1080131" NA NA "vascular plant" "203769"
2570 "Gastrodia peichatieniana" "秋赤箭" "NLC" "v1080131" NA NA "vascular plant" "202064"
2571 "Vaccinium randaiense" "巒大越橘" "NLC" "v1080131" NA NA "vascular plant" "202918"
2572 "Vaccinium emarginatum" "凹葉越橘" "NLC" "v1080131" NA NA "vascular plant" "202914"
2573 "Vaccinium japonicum var. lasiostemon" "毛蕊花" "NLC" "v1080131" NA NA "vascular plant" "202915"
2574 "Vaccinium merrillianum" "高山越橘" "NLC" "v1080131" NA NA "vascular plant" "202917"
2575 "Vaccinium dunalianum var. caudatifolium" "珍珠花" "NLC" "v1080131" NA NA "vascular plant" "202913"
2576 "Athyrium cryptogrammoides" "合歡山蹄蓋蕨" "NLC" "v1080131" NA NA "vascular plant" "205053"
2577 "Athyrium tripinnatum" "三回蹄蓋蕨" "NLC" "v1080131" NA NA "vascular plant" "408974"
2578 "Mazus fauriei" "佛氏通泉草" "NLC" "v1080131" NA NA "vascular plant" "204624"
2579 "Mazus alpinus" "高山通泉草" "NLC" "v1080131" NA NA "vascular plant" "204622"
2580 "Stauntonia purpurea" "紫花野木瓜" "NLC" "v1080131" NA NA "vascular plant" "203995"
2581 "Mallotus paniculatus var. formosanus" "臺灣白匏子" "NLC" "v1080131" NA NA "vascular plant" "203003"
2582 "Conyza japonica" "日本假蓬" "NLC" "v1080131" NA NA "vascular plant" "202442"
2583 "Rubus pyrifolius" "梨葉懸鉤子" "NLC" "v1080131" NA NA "vascular plant" "204233"
2584 "Cibotium taiwanense" "臺灣金狗毛蕨" "NLC" "v1080131" NA NA "vascular plant" "205021"
2585 "Bredia hirsuta var. scandens" "布勒德藤" "NLC" "v1080131" NA NA "vascular plant" "426864"
2586 "Bredia gibba" "小金石榴" "NLC" "v1080131" NA NA "vascular plant" "203745"
2587 "Bredia oldhamii" "金石榴" "NLC" "v1080131" NA NA "vascular plant" "203748"
2588 "Hypericum geminiflorum var. simplicistylum" "小雙花金絲桃" "NLC" "v1080131" NA NA "vascular plant" "204767"
2589 "Hypericum nagasawai" "玉山金絲桃" "NLC" "v1080131" NA NA "vascular plant" "400873"
2590 "Luisia megasepala" "臺灣金釵蘭" "NLC" "v1080131" NA NA "vascular plant" "202135"
2591 "Lindera akoensis" "內苳子" "NLC" "v1080131" NA NA "vascular plant" "203612"
2592 "Taxillus lonicerifolius var. longifolius" "大花忍冬葉桑寄生" "NLC" "v1080131" NA NA "vascular plant" "204404"
2593 "Taxillus liquidambaricolus" "大葉桑寄生" "NLC" "v1080131" NA NA "vascular plant" "425296"
2594 "Taxillus lonicerifolius var. lonicerifolius" "忍冬葉桑寄生" "NLC" "v1080131" NA NA "vascular plant" "204405"
2595 "Taxillus rhododendricolius" "杜鵑桑寄生" "NLC" "v1080131" NA NA "vascular plant" "433920"
2596 "Taxillus ritozanensis" "李棟山桑寄生" "NLC" "v1080131" NA NA "vascular plant" "204410"
2597 "Suzukia shikikunensis" "鈴木草" "NLC" "v1080131" NA NA "vascular plant" "203542"
2598 "Epipactis ohwii" "臺灣鈴蘭" "NLC" "v1080131" NA NA "vascular plant" "202024"
2599 "Gomphostemma callicarpoides" "臺灣錐花" "NLC" "v1080131" NA NA "vascular plant" "203488"
2600 "Anodendron benthamiana" "大錦蘭" "NLC" "v1080131" NA NA "vascular plant" "433889"
2601 "Lindera aggregata" "天臺烏藥" "NLC" "v1080131" NA NA "vascular plant" "203610"
2602 "Asplenium cuneatiforme" "大蓬萊鐵角蕨" "NLC" "v1080131" NA NA "vascular plant" "205435"
2603 "Clematis gouriana subsp. lishanensis" "梨山小蓑衣藤" "NLC" "v1080131" NA NA "vascular plant" "204019"
2604 "Acalypha indica var. minima" "小葉鐵莧" "NLC" "v1080131" NA NA "vascular plant" "202943"
2605 "Anoectochilus koshunensis" "恆春金線蓮" "NLC" "v1080131" NA NA "vascular plant" "201906"
2606 "Anoectochilus formosanus" "臺灣金線蓮" "NLC" "v1080131" NA NA "vascular plant" "201905"
2607 "Trigonotis formosana var. elevatovenosa" "臺北附地草" "NLC" "v1080131" NA NA "vascular plant" "203465"
2608 "Trigonotis formosana" "臺灣附地草" "NLC" "v1080131" NA NA "vascular plant" "203464"
2609 "Sageretia thea var. taiwaniana" "臺灣雀梅藤" "NLC" "v1080131" NA NA "vascular plant" "204083"
2610 "Sageretia randaiensis" "巒大雀梅藤" "NLC" "v1080131" NA NA "vascular plant" "204081"
2611 "Amitostigma alpestre" "南湖雛蘭" "NLC" "v1080131" NA NA "vascular plant" "201901"
2612 "Lasianthus appressihirtus var. appressihirtus" "密毛雞屎樹" "NLC" "v1080131" NA NA "vascular plant" "Kew-108579"
2613 "Lasianthus obliquinervis var. taitoensis" "臺東雞屎樹" "NLC" "v1080131" NA NA "vascular plant" "204332"
2614 "Lasianthus microstachys" "薄葉雞屎樹" "NLC" "v1080131" NA NA "vascular plant" "204329"
2615 "Lasianthus appressihirtus var. maximus" "大葉密毛雞屎樹" "NLC" "v1080131" NA NA "vascular plant" "204318"
2616 "Cephalanthera alpicola" "高山頭蕊蘭" "NLC" "v1080131" NA NA "vascular plant" "201959"
2617 "Dischidia formosana" "風不動" "NLC" "v1080131" NA NA "vascular plant" "203349"
2618 "Thrixspermum saruwatarii" "小白蛾蘭" "NLC" "v1080131" NA NA "vascular plant" "202225"
2619 "Clinopodium laxiflorum" "疏花風輪菜" "NLC" "v1080131" NA NA "vascular plant" "433823"
2620 "Fimbristylis shimadana" "白穗飄拂草" "NLC" "v1080131" NA NA "vascular plant" "201326"
2621 "Fimbristylis tainanensis" "臺南飄拂草" "NLC" "v1080131" NA NA "vascular plant" "201319"
2622 "Fimbristylis subinclinata" "知本飄拂草" "NLC" "v1080131" NA NA "vascular plant" "201328"
2623 "Erigeron morrisonensis var. fukuyamae" "福山氏飛蓬" "NLC" "v1080131" NA NA "vascular plant" "202468"
2624 "Erigeron morrisonensis var. morrisonensis" "玉山飛蓬" "NLC" "v1080131" NA NA "vascular plant" "202469"
2625 "Digitaria sericea" "絹毛馬唐" "NLC" "v1080131" NA NA "vascular plant" "201487"
2626 "Strobilanthes formosanus" "臺灣馬藍" "NLC" "v1080131" NA NA "vascular plant" "204531"
2627 "Strobilanthes longespicatus" "長穗馬藍" "NLC" "v1080131" NA NA "vascular plant" "204532"
2628 "Strobilanthes rankanensis" "蘭崁馬藍" "NLC" "v1080131" NA NA "vascular plant" "204534"
2629 "Rubus swinhoei" "斯氏懸鉤子" "NLC" "v1080131" NA NA "vascular plant" "204238"
2630 "Amorphophallus henryi" "臺灣魔芋" "NLC" "v1080131" NA NA "vascular plant" "201131"
2631 "Amorphophallus hirtus" "密毛魔芋" "NLC" "v1080131" NA NA "vascular plant" "201132"
2632 "Crateva adansonii subsp. formosensis" "魚木" "NLC" "v1080131" NA NA "vascular plant" "202626"
2633 "Derris laxiflora" "疏花魚藤" "NLC" "v1080131" NA NA "vascular plant" "203102"
2634 "Dryopteris subatrata" "細葉鱗毛蕨" "NLC" "v1080131" NA NA "vascular plant" "205200"
2635 "Dryopteris nidus" "玉山肋毛蕨" "NLC" "v1080131" NA NA "vascular plant" "433974"
2636 "Dryopteris fructuosa" "深山鱗毛蕨" "NLC" "v1080131" NA NA "vascular plant" "205188"
2637 "Dryopteris costalisora" "能高鱗毛蕨" "NLC" "v1080131" NA NA "vascular plant" "205182"
2638 "Dryopteris kawakamii" "川上氏肋毛蕨" "NLC" "v1080131" NA NA "vascular plant" "426971"
2639 "Scutellaria indica" "印度黃芩" "NLC" "v1080131" NA NA "vascular plant" "203535"
2640 "Microlepia marginata var. bipinnata" "臺北鱗蓋蕨" "NLC" "v1080131" NA NA "vascular plant" "205141"
2641 "Microlepia calvescens" "光葉鱗蓋蕨" "NLC" "v1080131" NA NA "vascular plant" "205137"
2642 "Microlepia intramarginalis" "羽葉鱗蓋蕨" "NLC" "v1080131" NA NA "vascular plant" "205138"
2643 "Neottia morrisonicola" "玉山雙葉蘭" "NLC" "v1080131" NA NA "vascular plant" "427228"
2644 "Coryphopteris japonica" "栗柄金星蕨" "NLC" "v1080131" NA NA "vascular plant" "434073"
2645 "Otanthera scaberrima" "糙葉耳葯花" "NLC" "v1080131" NA NA "vascular plant" "425308"
2646 "Neottia suzukii" "鈴木氏雙葉蘭" "NLC" "v1080131" NA NA "vascular plant" "427231"
2647 "Impatiens uniflora" "紫花鳳仙花" "NLC" "v1080131" NA NA "vascular plant" "203402"
2648 "Pteris aspericaulis" "紅柄鳳尾蕨" "NLC" "v1080131" NA NA "vascular plant" "427320"
2649 "Pteris formosana" "臺灣鳳尾蕨" "NLC" "v1080131" NA NA "vascular plant" "205598"
2650 "Pteris longipinna" "長葉鳳尾蕨" "NLC" "v1080131" NA NA "vascular plant" "205603"
2651 "Iris formosana" "臺灣鳶尾" "NLC" "v1080131" NA NA "vascular plant" "201785"
2652 "Ischaemum aristatum var. aristatum" "芒穗鴨嘴草" "NLC" "v1080131" NA NA "vascular plant" "201559"
2653 "Schefflera taiwaniana" "臺灣鵝掌柴" "NLC" "v1080131" NA NA "vascular plant" "202301"
2654 "Agropyron formosanum" "臺灣鵝觀草" "NLC" "v1080131" NA NA "vascular plant" "201382"
2655 "Tylophora lanyuensis" "蘭嶼鷗蔓" "NLC" "v1080131" NA NA "vascular plant" "203357"
2656 "Tylophora oshimae" "疏花鷗蔓" "NLC" "v1080131" NA NA "vascular plant" "203356"
2657 "Pyrola morrisonensis" "玉山鹿蹄草" "NLC" "v1080131" NA NA "vascular plant" "202930"
2658 "Pyrola alboreticulata" "斑紋鹿蹄草" "NLC" "v1080131" NA NA "vascular plant" "433666"
2659 "Liriope minor var. angustissima" "細葉麥門冬" "NLC" "v1080131" NA NA "vascular plant" "201812"
2660 "Boerhavia hualienense" "花蓮黃細心" "NLC" "v1080131" NA NA "vascular plant" "426865"
2661 "Scutellaria taipeiensis" "臺北黃芩" "NLC" "v1080131" NA NA "vascular plant" "400949"
2662 "Senecio morrisonensis" "玉山黃菀" "NLC" "v1080131" NA NA "vascular plant" "202554"
2663 "Senecio taitungensis" "臺東黃菀" "NLC" "v1080131" NA NA "vascular plant" "202558"
2664 "Pinus taiwanensis" "臺灣二葉松" "NLC" "v1080131" NA NA "vascular plant" "201108"
2665 "Veratrum formosanum" "臺灣藜蘆" "NLC" "v1080131" NA NA "vascular plant" "201841"
2666 "Senecio nemorensis var. dentatus" "黃菀" "NLC" "v1080131" NA NA "vascular plant" "202555"
2667 "Youngia japonica subsp. formosana" "臺灣黃鵪菜" "NLC" "v1080131" NA NA "vascular plant" "202592"
2668 "Corchorus aestuans var. brevicaulis" "短莖繩黃麻" "NLC" "v1080131" NA NA "vascular plant" "203714"
2669 "Itea parviflora" "小花鼠刺" "NLC" "v1080131" NA NA "vascular plant" "204272"
2670 "Salvia arisanensis" "阿里山紫花鼠尾草" "NLC" "v1080131" NA NA "vascular plant" "203523"
2671 "Salvia formosana var. matsudae" "蕨葉紫花鼠尾草" "NLC" "v1080131" NA NA "vascular plant" "203526"
2672 "Salvia keitaoensis" "隱葯鼠尾草" "NLC" "v1080131" NA NA "vascular plant" "203529"
2673 "Salvia nipponica var. formosana" "黃花鼠尾草" "NLC" "v1080131" NA NA "vascular plant" "203530"
2674 "Rhamnus chingshuiensis var. tashanensis" "塔山鼠李" "NLC" "v1080131" NA NA "vascular plant" "204074"
2675 "Rhamnus formosana" "桶鉤藤" "NLC" "v1080131" NA NA "vascular plant" "204076"
2676 "Callicarpa pilosissima" "細葉紫珠" "NLC" "v1080131" NA NA "vascular plant" "203554"
2677 "Rhamnus nakaharae" "中原氏鼠李" "NLC" "v1080131" NA NA "vascular plant" "204078"
2678 "Rhamnus pilushanensis" "畢祿山鼠李" "NLC" "v1080131" NA NA "vascular plant" "204080"
2679 "Gentiana scabrida var. punctulata" "黑斑龍膽" "NLC" "v1080131" NA NA "vascular plant" "203367"
2680 "Gentiana scabrida" "玉山龍膽" "NLC" "v1080131" NA NA "vascular plant" "203367"
2681 "Gentiana flavomaculata var. flavomaculata" "黃斑龍膽" "NLC" "v1080131" NA NA "vascular plant" "433731"
2682 "Gentiana flavomaculata var. yuanyanghuensis" "鴛鴦湖龍膽" "NLC" "v1080131" NA NA "vascular plant" "203363"
2683 "Callicarpa randaiensis" "巒大紫珠" "NLC" "v1080131" NA NA "vascular plant" "203555"
2684 "Gentiana arisanensis" "阿里山龍膽" "NLC" "v1080131" NA NA "vascular plant" "203360"
2685 "Alsophila spinulosa" "臺灣桫欏" "NLC" "v1080131" NA NA "vascular plant" "205118"
2686 "Gynura japonica" "黃花三七草" "NLC" "v1080131" NA NA "vascular plant" "202502"
2687 "Tectaria kusukusensis" "高士佛擬肋毛蕨" "NLC" "v1080131" NA NA "vascular plant" "427349"
2688 "Tectaria impressa" "變葉三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "427348"
2689 "Tectaria simonsii" "花蓮三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "427350"
2690 "Tectaria dissecta" "薄葉擬肋毛蕨" "NLC" "v1080131" NA NA "vascular plant" "427345"
2691 "Tectaria fuscipes" "屏東擬肋毛蕨" "NLC" "v1080131" NA NA "vascular plant" "427347"
2692 "Tectaria polymorpha" "南投三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205420"
2693 "Tectaria harlandii" "沙皮蕨" "NLC" "v1080131" NA NA "vascular plant" "427346"
2694 "Tectaria devexa" "薄葉三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205414"
2695 "Tectaria coadunata" "陰地三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205412"
2696 "Tectaria griffithii" "葛氏三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205416"
2697 "Tectaria phaeocaulis" "蛇脈三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205419"
2698 "Tectaria subfuscipes" "排灣三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205421"
2699 "Tectaria fauriei" "傅氏三叉蕨" "NLC" "v1080131" NA NA "vascular plant" "205415"
2700 "Saururus chinensis" "三白草" "NLC" "v1080131" NA NA "vascular plant" "203855"
2701 "Melicope semecarpifolia" "山刈葉" "NLC" "v1080131" NA NA "vascular plant" "204456"
2702 "Melicope pteleifolia" "三腳虌" "NLC" "v1080131" NA NA "vascular plant" "204455"
2703 "Epipogium roseum" "高士佛上鬚蘭" "NLC" "v1080131" NA NA "vascular plant" "202026"
2704 "Adenostemma lavenia var. parviflorum" "小花下田菊" "NLC" "v1080131" NA NA "vascular plant" "202354"
2705 "Vigna minima var. minima" "小豇豆" "NLC" "v1080131" NA NA "vascular plant" "433820"
2706 "Acystopteris tenuisecta" "粗柄亮毛蕨" "NLC" "v1080131" NA NA "vascular plant" "409764"
2707 "Lobelia chinensis" "半邊蓮" "NLC" "v1080131" NA NA "vascular plant" "202607"
2708 "Adenostemma lavenia var. lavenia" "下田菊" "NLC" "v1080131" NA NA "vascular plant" "433811"
2709 "Psychotria serpens" "拎壁龍" "NLC" "v1080131" NA NA "vascular plant" "204354"
2710 "Psychotria rubra" "九節木" "NLC" "v1080131" NA NA "vascular plant" "204351"
2711 "Peristrophe roxburghiana" "長花九頭獅子草" "NLC" "v1080131" NA NA "vascular plant" "425305"
2712 "Peristrophe japonica" "九頭獅子草" "NLC" "v1080131" NA NA "vascular plant" "204522"
2713 "Galactia tenuiflora var. tenuiflora" "細花乳豆" "NLC" "v1080131" NA NA "vascular plant" "203141"
2714 "Galactia tashiroi" "田代氏乳豆" "NLC" "v1080131" NA NA "vascular plant" "203140"
2715 "Mosla scabra" "石薺薴" "NLC" "v1080131" NA NA "vascular plant" "203507"
2716 "Mosla dianthera" "粗鋸齒薺薴" "NLC" "v1080131" NA NA "vascular plant" "203506"
2717 "Muhlenbergia huegelii" "亂子草" "NLC" "v1080131" NA NA "vascular plant" "201591"
2718 "Vrydagzynea formosana" "二尾蘭" "NLC" "v1080131" NA NA "vascular plant" "202238"
2719 "Halodule uninervis" "單脈二葯藻" "NLC" "v1080131" NA NA "vascular plant" "201889"
2720 "Halodule pinifolia" "線葉二葯藻" "NLC" "v1080131" NA NA "vascular plant" "201888"
2721 "Eleutherococcus trifoliatus var. trifoliatus" "三葉五加" "NLC" "v1080131" NA NA "vascular plant" "433810"
2722 "Eleutherococcus trifoliatus var. setosus" "毛脈三葉五加" "NLC" "v1080131" NA NA "vascular plant" "202292"
2723 "Antidesma pentandrum var. barbatum" "枯里珍" "NLC" "v1080131" NA NA "vascular plant" "202951"
2724 "Sibbaldia procumbens" "五蕊莓" "NLC" "v1080131" NA NA "vascular plant" "204247"
2725 "Hackelochloa granularis" "亥氏草" "NLC" "v1080131" NA NA "vascular plant" "201541"
2726 "Curculigo orchioides" "仙茅" "NLC" "v1080131" NA NA "vascular plant" "201780"
2727 "Erycibe henryi" "亨利氏伊立基藤" "NLC" "v1080131" NA NA "vascular plant" "204668"
2728 "Damnacanthus indicus" "伏牛花" "NLC" "v1080131" NA NA "vascular plant" "204287"
2729 "Lemmaphyllum diversum" "骨牌蕨" "NLC" "v1080131" NA NA "vascular plant" "205524"
2730 "Lemmaphyllum microphyllum" "伏石蕨" "NLC" "v1080131" NA NA "vascular plant" "411430"
2731 "Hetaeria anomala" "圓唇伴蘭" "NLC" "v1080131" NA NA "vascular plant" "202098"
2732 "Flemingia macrophylla var. macrophylla" "大葉佛來明豆" "NLC" "v1080131" NA NA "vascular plant" "203137"
2733 "Flemingia strobilifera" "佛來明豆" "NLC" "v1080131" NA NA "vascular plant" "203139"
2734 "Vigna luteola" "長葉豇豆" "NLC" "v1080131" NA NA "vascular plant" "203246"
2735 "Flemingia macrophylla var. philippinensis" "菲島佛來明豆" "NLC" "v1080131" NA NA "vascular plant" "203138"
2736 "Sedum formosanum" "臺灣佛甲草" "NLC" "v1080131" NA NA "vascular plant" "204122"
2737 "Sedum stellariaefolium" "火焰草" "NLC" "v1080131" NA NA "vascular plant" "423864"
2738 "Diploprora championii" "倒吊蘭" "NLC" "v1080131" NA NA "vascular plant" "202020"
2739 "Torenia flava" "母丁香" "NLC" "v1080131" NA NA "vascular plant" "204645"
2740 "Torenia concolor" "倒地蜈蚣" "NLC" "v1080131" NA NA "vascular plant" "204644"
2741 "Torenia crustacea" "藍豬耳" "NLC" "v1080131" NA NA "vascular plant" "204611"
2742 "Paraprenanthes sororia" "山苦藚" "NLC" "v1080131" NA NA "vascular plant" "202529"
2743 "Paraphlomis javanica" "假糙蘇" "NLC" "v1080131" NA NA "vascular plant" "203514"
2744 "Belosynapsis ciliata" "毛葉鴨舌疝" "NLC" "v1080131" NA NA "vascular plant" "201184"
2745 "Glinus lotoides" "虎咬<U+7640>" "NLC" "v1080131" NA NA "vascular plant" "202731"
2746 "Glinus oppositifolius" "假繁縷" "NLC" "v1080131" NA NA "vascular plant" "202732"
2747 "Crepidomanes latemarginale" "澗邊假脈蕨" "NLC" "v1080131" NA NA "vascular plant" "205254"
2748 "Crepidomanes humile" "厚邊蕨" "NLC" "v1080131" NA NA "vascular plant" "205278"
2749 "Crepidomanes schmidtianum var. latifrons" "寬葉瓶蕨" "NLC" "v1080131" NA NA "vascular plant" "407937"
2750 "Crepidomanes latealatum" "翅柄假脈蕨" "NLC" "v1080131" NA NA "vascular plant" "205253"
2751 "Crepidomanes minutum" "團扇蕨" "NLC" "v1080131" NA NA "vascular plant" "205257"
2752 "Thaumastochloa cochinchinensis" "假蛇尾草" "NLC" "v1080131" NA NA "vascular plant" "201701"
2753 "Microtropis japonica" "日本賽衛矛" "NLC" "v1080131" NA NA "vascular plant" "202787"
2754 "Microtropis fokienensis" "福建賽衛矛" "NLC" "v1080131" NA NA "vascular plant" "202786"
2755 "Alniphyllum pterospermum" "假赤楊" "NLC" "v1080131" NA NA "vascular plant" "202856"
2756 "Phegopteris decursive-pinnata" "短柄卵果蕨" "NLC" "v1080131" NA NA "vascular plant" "205361"
2757 "Crepidiastrum lanceolatum" "細葉假黃鵪菜" "NLC" "v1080131" NA NA "vascular plant" "202448"
2758 "Mitrasacme pygmaea" "矮形光巾草" "NLC" "v1080131" NA NA "vascular plant" "203398"
2759 "Kleinhovia hospita" "克蘭樹" "NLC" "v1080131" NA NA "vascular plant" "203706"
2760 "Uraria lagopodioides" "大葉兔尾草" "NLC" "v1080131" NA NA "vascular plant" "203237"
2761 "Uraria crinita" "兔尾草" "NLC" "v1080131" NA NA "vascular plant" "203236"
2762 "Androcorys pusillus" "小兜蕊蘭" "NLC" "v1080131" NA NA "vascular plant" "201903"
2763 "Hydrangea chinensis" "華八仙" "NLC" "v1080131" NA NA "vascular plant" "204267"
2764 "Hydrangea aspera" "高山藤繡球" "NLC" "v1080131" NA NA "vascular plant" "204266"
2765 "Hydrangea integrifolia" "大枝掛繡球" "NLC" "v1080131" NA NA "vascular plant" "204268"
2766 "Hydrangea anomala" "藤繡球" "NLC" "v1080131" NA NA "vascular plant" "204265"
2767 "Indigofera tinctoria" "木藍" "NLC" "v1080131" NA NA "vascular plant" "203164"
2768 "Hydrangea paniculata" "水亞木" "NLC" "v1080131" NA NA "vascular plant" "204270"
2769 "Hydrangea viburnoides" "青棉花" "NLC" "v1080131" NA NA "vascular plant" "433678"
2770 "Illicium tashiroi" "東亞八角" "NLC" "v1080131" NA NA "vascular plant" "203434"
2771 "Illicium anisatum" "白花八角" "NLC" "v1080131" NA NA "vascular plant" "203432"
2772 "Alangium chinense" "華八角楓" "NLC" "v1080131" NA NA "vascular plant" "202793"
2773 "Ilex goshiensis" "圓葉冬青" "NLC" "v1080131" NA NA "vascular plant" "202753"
2774 "Ilex formosana" "糊樗" "NLC" "v1080131" NA NA "vascular plant" "202752"
2775 "Ilex asprella" "燈稱花" "NLC" "v1080131" NA NA "vascular plant" "202747"
2776 "Ilex maximowicziana" "倒卵葉冬青" "NLC" "v1080131" NA NA "vascular plant" "202759"
2777 "Ilex micrococca" "朱紅水木" "NLC" "v1080131" NA NA "vascular plant" "202760"
2778 "Ilex pedunculosa" "刻脈冬青" "NLC" "v1080131" NA NA "vascular plant" "202761"
2779 "Ilex ficoidea" "臺灣糊樗" "NLC" "v1080131" NA NA "vascular plant" "202751"
2780 "Ilex rotunda" "鐵冬青" "NLC" "v1080131" NA NA "vascular plant" "202764"
2781 "Ilex sugerokii var. brevipedunculata" "太平山冬青" "NLC" "v1080131" NA NA "vascular plant" "202765"
2782 "Ilex cochinchinensis" "革葉冬青" "NLC" "v1080131" NA NA "vascular plant" "202749"
2783 "Ilex uraiensis" "烏來冬青" "NLC" "v1080131" NA NA "vascular plant" "202768"
2784 "Pilea peploides var. major" "齒葉矮冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204939"
2785 "Pilea melastomoides" "大冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204937"
2786 "Pilea aquarum subsp. brevicornuta" "短角冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204932"
2787 "Reynoutria japonica" "虎杖" "NLC" "v1080131" NA NA "vascular plant" "203883"
2788 "Pilea angulata" "長柄冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204931"
2789 "Pilea peploides var. peploides" "矮冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204940"
2790 "Pilea plataniflora" "西南冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204941"
2791 "Pilea pumila" "透莖冷水麻" "NLC" "v1080131" NA NA "vascular plant" "204942"
2792 "Cystopteris fragilis" "冷蕨" "NLC" "v1080131" NA NA "vascular plant" "205078"
2793 "Cystopteris moupinensis" "寬葉冷蕨" "NLC" "v1080131" NA NA "vascular plant" "205080"
2794 "Metathelypteris uraiensis" "毛柄凸軸蕨" "NLC" "v1080131" NA NA "vascular plant" "434079"
2795 "Metathelypteris adscendens" "微毛凸軸蕨" "NLC" "v1080131" NA NA "vascular plant" "427352"
2796 "Metathelypteris laxa" "柔葉凸軸蕨" "NLC" "v1080131" NA NA "vascular plant" "434078"
2797 "Metathelypteris gracilescens" "光葉凸軸蕨" "NLC" "v1080131" NA NA "vascular plant" "205354"
2798 "Canavalia rosea" "濱刀豆" "NLC" "v1080131" NA NA "vascular plant" "203064"
2799 "Canavalia cathartica" "小果刀豆" "NLC" "v1080131" NA NA "vascular plant" "203061"
2800 "Canavalia lineata" "肥豬豆" "NLC" "v1080131" NA NA "vascular plant" "203063"
2801 "Rhynchospora corymbosa" "三儉草" "NLC" "v1080131" NA NA "vascular plant" "201358"
2802 "Rhynchospora rubra" "刺子莞" "NLC" "v1080131" NA NA "vascular plant" "201360"
2803 "Pterocypsela indica" "鵝仔草" "NLC" "v1080131" NA NA "vascular plant" "202545"
2804 "Pterocypsela formosana" "臺灣山苦藚" "NLC" "v1080131" NA NA "vascular plant" "202544"
2805 "Aralia bipinnata" "裏白<U+6964>木" "NLC" "v1080131" NA NA "vascular plant" "202287"
2806 "Aralia decaisneana" "鵲不踏" "NLC" "v1080131" NA NA "vascular plant" "202289"
2807 "Pogostemon auricularia" "耳葉刺蕊草" "NLC" "v1080131" NA NA "vascular plant" "433891"
2808 "Peucedanum japonicum" "日本前胡" "NLC" "v1080131" NA NA "vascular plant" "202332"
2809 "Parathelypteris angustifrons" "小梯葉金星蕨" "NLC" "v1080131" NA NA "vascular plant" "427354"
2810 "Hemiboea bicornuta" "角桐草" "NLC" "v1080131" NA NA "vascular plant" "204542"
2811 "Parathelypteris beddomei" "縮羽金星蕨" "NLC" "v1080131" NA NA "vascular plant" "427355"
2812 "Parathelypteris angulariloba" "鈍頭金星蕨" "NLC" "v1080131" NA NA "vascular plant" "427353"
2813 "Osmolindsaea odorata" "陵齒蕨" "NLC" "v1080131" NA NA "vascular plant" "434003"
