"auto_id" "taxon_name" "name_c" "category" "version" "criteria" "adjusting" "taxon_group" "name_code"
1730 "Cymbidium tortisepalum" "菅草蘭" "NNT" "v1080131" NA NA "vascular plant" "201991"
1731 "Daphniphyllum glaucescens subsp. oldhamii var. lanyuense" "蘭嶼虎皮楠" "NNT" "v1080131" NA NA "vascular plant" "202803"
1732 "Taeniophyllum complanatum" "扁蜘蛛蘭" "NNT" "v1080131" NA NA "vascular plant" "202211"
1733 "Tipularia odorata" "南湖蠅蘭" "NNT" "v1080131" NA NA "vascular plant" "202227"
1734 "Hylophila nipponica" "蘭嶼袋唇蘭" "NNT" "v1080131" NA NA "vascular plant" "202100"
1735 "Bulbophyllum setaceum var. setaceum" "鸛冠蘭" "NNT" "v1080131" NA NA "vascular plant" "433832"
1736 "Bulbophyllum taiwanense" "臺灣捲瓣蘭" "NNT" "v1080131" NA NA "vascular plant" "201936"
1737 "Bulbophyllum tokioi" "小葉豆蘭" "NNT" "v1080131" NA NA "vascular plant" "201937"
1738 "Syzygium kusukusense" "高士佛赤楠" "NNT" "v1080131" NA NA "vascular plant" "203770"
1739 "Syzygium densinervium var. insulare" "密脈赤楠" "NNT" "v1080131" NA NA "vascular plant" "203767"
1740 "Gastrodia albida" "白赤箭" "NNT" "v1080131" NA NA "vascular plant" "424981"
1741 "Gastrodia uraiensis" "烏來赤箭" "NNT" "v1080131" NA NA "vascular plant" "422073"
1742 "Vaccinium kengii" "鞍馬山越橘" "NNT" "v1080131" NA NA "vascular plant" "202916"
1743 "Deyeuxia suizanensis" "水山野青茅" "NNT" "v1080131" NA NA "vascular plant" "201472"
1744 "Bredia hirsuta var. rotundifolia" "圓葉布勒<U+5FB3>藤" "NNT" "v1080131" NA NA "vascular plant" "203746"
1745 "Hypericum formosanum" "臺灣金絲桃" "NNT" "v1080131" NA NA "vascular plant" "204764"
1746 "Clematis parviloba subsp. bartlettii" "巴氏鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "204028"
1747 "Clematis henryi var. morii" "森氏鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "204023"
1748 "Clematis tamurae" "田村氏鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "204030"
1749 "Clematis akoensis" "屏東鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "204015"
1750 "Clematis formosana" "臺灣鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "204018"
1751 "Trigonotis nankotaizanensis" "南湖附地草" "NNT" "v1080131" NA NA "vascular plant" "203466"
1752 "Bromus formosanus" "臺灣雀麥" "NNT" "v1080131" NA NA "vascular plant" "201442"
1753 "Clinopodium laxiflorum var. taiwanianum" "臺灣風輪菜" "NNT" "v1080131" NA NA "vascular plant" "425306"
1754 "Fimbristylis microcarya" "臺北飄拂草" "NNT" "v1080131" NA NA "vascular plant" "433816"
1755 "Glochidion ovalifolium" "卵葉饅頭果" "NNT" "v1080131" NA NA "vascular plant" "422047"
1756 "Haraella retrocalla" "香蘭" "NNT" "v1080131" NA NA "vascular plant" "202095"
1757 "Digitaria fauriei" "佛歐里馬唐" "NNT" "v1080131" NA NA "vascular plant" "201476"
1758 "Premna hengchunensis" "恆春臭黃荊" "NNT" "v1080131" NA NA "vascular plant" "203569"
1759 "Dryopteris enneaphylla var. pseudosieboldii" "大頂羽鱗毛蕨" "NNT" "v1080131" NA NA "vascular plant" "205184"
1760 "Lepidagathis stenophylla" "柳葉鱗球花" "NNT" "v1080131" NA NA "vascular plant" "204521"
1761 "Microlepia trichocarpa" "毛果鱗蓋蕨" "NNT" "v1080131" NA NA "vascular plant" "205151"
1762 "Neottia fukuyamae" "大花雙葉蘭" "NNT" "v1080131" NA NA "vascular plant" "426874"
1763 "Neottia piluchiensis" "碧綠溪雙葉蘭" "NNT" "v1080131" NA NA "vascular plant" "431326"
1764 "Pteris bella" "長柄鳳尾蕨" "NNT" "v1080131" NA NA "vascular plant" "205588"
1765 "Ischaemum setaceum" "小黃金鴨嘴草" "NNT" "v1080131" NA NA "vascular plant" "201568"
1766 "Tylophora taiwanensis" "臺灣鷗蔓" "NNT" "v1080131" NA NA "vascular plant" "203358"
1767 "Buxus liukiuensis" "琉球黃楊" "NNT" "v1080131" NA NA "vascular plant" "202931"
1768 "Gentiana itzershanensis" "伊澤山龍膽" "NNT" "v1080131" NA NA "vascular plant" "203365"
1769 "Gentiana kaohsiungensis" "高雄龍膽" "NNT" "v1080131" NA NA "vascular plant" "203366"
1770 "Tectaria dubia" "大葉三叉蕨" "NNT" "v1080131" NA NA "vascular plant" "434066"
1771 "Tectaria multicaudata" "鱗柄三叉蕨" "NNT" "v1080131" NA NA "vascular plant" "434067"
1772 "Epipogium aphyllum" "無葉上鬚蘭" "NNT" "v1080131" NA NA "vascular plant" "424244"
1773 "Epipogium japonicum" "日本上鬚蘭" "NNT" "v1080131" NA NA "vascular plant" "202025"
1774 "Psychotria cephalophora" "蘭嶼九節木" "NNT" "v1080131" NA NA "vascular plant" "204352"
1775 "Torenia violacea" "紫萼蝴蝶草" "NNT" "v1080131" NA NA "vascular plant" "204646"
1776 "Pothoidium lobbianum" "假柚葉藤" "NNT" "v1080131" NA NA "vascular plant" "201158"
1777 "Centotheca lappacea" "假淡竹葉" "NNT" "v1080131" NA NA "vascular plant" "201451"
1778 "Crepidomanes kurzii" "假脈蕨" "NNT" "v1080131" NA NA "vascular plant" "205252"
1779 "Crepidomanes rupicola" "石生假脈蕨" "NNT" "v1080131" NA NA "vascular plant" "433876"
1780 "Dysosma pleiantha" "八角蓮" "NNT" "v1080131" NA NA "vascular plant" "400869"
1781 "Serissa serissoides" "六月雪" "NNT" "v1080131" NA NA "vascular plant" "204366"
1782 "Ilex kusanoi" "草野氏冬青" "NNT" "v1080131" NA NA "vascular plant" "202756"
1783 "Ilex crenata" "假黃楊" "NNT" "v1080131" NA NA "vascular plant" "202750"
1784 "Ilex pubescens" "密毛假黃楊" "NNT" "v1080131" NA NA "vascular plant" "202762"
1785 "Aralia cordata" "食用土當歸" "NNT" "v1080131" NA NA "vascular plant" "202288"
1786 "Loxogramme grammitoides" "小葉劍蕨" "NNT" "v1080131" NA NA "vascular plant" "205540"
1787 "Cimicifuga taiwanensis" "臺灣升麻" "NNT" "v1080131" NA NA "vascular plant" "422056"
1788 "Kadsura philippinensis" "菲律賓五味子" "NNT" "v1080131" NA NA "vascular plant" "203436"
1789 "Selaginella ciliaris" "緣毛卷柏" "NNT" "v1080131" NA NA "vascular plant" "205652"
1790 "Selaginella devolii" "棣氏卷柏" "NNT" "v1080131" NA NA "vascular plant" "421594"
1791 "Selaginella boninensis" "小笠原卷柏" "NNT" "v1080131" NA NA "vascular plant" "205651"
1792 "Cephalomanes thysanostomum" "球桿毛蕨" "NNT" "v1080131" NA NA "vascular plant" "433987"
1793 "Cephalomanes javanicum var. asplenioides" "菲律賓厚葉蕨" "NNT" "v1080131" NA NA "vascular plant" "205249"
1794 "Cypripedium debile" "小喜普鞋蘭" "NNT" "v1080131" NA NA "vascular plant" "201997"
1795 "Droguetia iners subsp. urticoides" "單蕊麻" "NNT" "v1080131" NA NA "vascular plant" "204901"
1796 "Luzula multiflora" "山間地楊梅" "NNT" "v1080131" NA NA "vascular plant" "201746"
1797 "Semecarpus gigantifolia" "臺東漆樹" "NNT" "v1080131" NA NA "vascular plant" "433895"
1798 "Homalium cochinchinensis" "天料木" "NNT" "v1080131" NA NA "vascular plant" "204990"
1799 "Alocasia cucullata" "臺灣姑婆芋" "NNT" "v1080131" NA NA "vascular plant" "201129"
1800 "Capparis sikkimensis subsp. formosana" "山柑" "NNT" "v1080131" NA NA "vascular plant" "202622"
1801 "Buchanania arborescens" "山檨子" "NNT" "v1080131" NA NA "vascular plant" "204427"
1802 "Farfugium japonicum var. japonicum" "山菊" "NNT" "v1080131" NA NA "vascular plant" "433813"
1803 "Oreorchis indica" "印度山蘭" "NNT" "v1080131" NA NA "vascular plant" "424250"
1804 "Oreorchis patens" "細花山蘭" "NNT" "v1080131" NA NA "vascular plant" "202170"
1805 "Trillium tschonoskii" "延齡草" "NNT" "v1080131" NA NA "vascular plant" "201840"
1806 "Turpinia ovalifolia" "羽葉山香圓" "NNT" "v1080131" NA NA "vascular plant" "204493"
1807 "Microcarpaea minima" "微果草" "NNT" "v1080131" NA NA "vascular plant" "204630"
1808 "Alyxia sibuyanensis" "蘭嶼念珠藤" "NNT" "v1080131" NA NA "vascular plant" "203326"
1809 "Sagittaria pygmaea" "瓜皮草" "NNT" "v1080131" NA NA "vascular plant" "201125"
1810 "Rubus amphidasys" "周毛懸鉤子" "NNT" "v1080131" NA NA "vascular plant" "400957"
1811 "Rubus rolfei" "高山懸鉤子" "NNT" "v1080131" NA NA "vascular plant" "204235"
1812 "Rubus fraxinifolius" "蘭嶼榿葉懸鉤子" "NNT" "v1080131" NA NA "vascular plant" "204214"
1813 "Homalomena philippinensis" "菲律賓扁葉芋" "NNT" "v1080131" NA NA "vascular plant" "201154"
1814 "Holcoglossum quasipinifolium" "撬唇蘭" "NNT" "v1080131" NA NA "vascular plant" "202099"
1815 "Schoenoplectus triqueter" "蒲" "NNT" "v1080131" NA NA "vascular plant" "201366"
1816 "Goodyera matsumurana" "銀線蓮" "NNT" "v1080131" NA NA "vascular plant" "202075"
1817 "Alsophila acaulis" "韓氏桫欏" "NNT" "v1080131" NA NA "vascular plant" "205113"
1818 "Persicaria praetermissa" "細葉雀翹" "NNT" "v1080131" NA NA "vascular plant" "433901"
1819 "Persicaria japonica" "蠶繭草" "NNT" "v1080131" NA NA "vascular plant" "203890"
1820 "Persicaria hydropiper" "水蓼" "NNT" "v1080131" NA NA "vascular plant" "203889"
1821 "Persicaria filiformis" "金線草" "NNT" "v1080131" NA NA "vascular plant" "433710"
1822 "Akebia trifoliata subsp. australis" "白木通" "NNT" "v1080131" NA NA "vascular plant" "203992"
1823 "Canthium gynochodes" "朴萊木" "NNT" "v1080131" NA NA "vascular plant" "204283"
1824 "Leea philippinensis" "菲律賓火筒樹" "NNT" "v1080131" NA NA "vascular plant" "204065"
1825 "Rhododendron farrerae" "丁香杜鵑" "NNT" "v1080131" NA NA "vascular plant" "422082"
1826 "Rhododendron simsii" "唐杜鵑" "NNT" "v1080131" NA NA "vascular plant" "202911"
1827 "Phtheirospermum japonicum" "日本松蒿" "NNT" "v1080131" NA NA "vascular plant" "204637"
1828 "Gastrochilus ciliaris" "緣毛松蘭" "NNT" "v1080131" NA NA "vascular plant" "202048"
1829 "Eurya nitida var. nitida" "光葉柃木" "NNT" "v1080131" NA NA "vascular plant" "204812"
1830 "Eurya japonica" "日本柃木" "NNT" "v1080131" NA NA "vascular plant" "433777"
1831 "Isachne nipponensis" "日本柳葉箬" "NNT" "v1080131" NA NA "vascular plant" "201557"
1832 "Diospyros blancoi" "毛柿" "NNT" "v1080131" NA NA "vascular plant" "202850"
1833 "Castanopsis indica" "印度苦櫧" "NNT" "v1080131" NA NA "vascular plant" "203270"
1834 "Castanopsis kawakamii" "大葉苦櫧" "NNT" "v1080131" NA NA "vascular plant" "203271"
1835 "Calanthe tricarinata" "三板根節蘭" "NNT" "v1080131" NA NA "vascular plant" "201956"
1836 "Calanthe striata" "黃根節蘭" "NNT" "v1080131" NA NA "vascular plant" "400846"
1837 "Campanula dimorphantha" "桔梗" "NNT" "v1080131" NA NA "vascular plant" "202601"
1838 "Swida controversa" "燈臺樹" "NNT" "v1080131" NA NA "vascular plant" "202799"
1839 "Dysoxylum cumingianum" "蘭嶼椌木" "NNT" "v1080131" NA NA "vascular plant" "204442"
1840 "Ulmus parvifolia" "紅雞油" "NNT" "v1080131" NA NA "vascular plant" "204883"
1841 "Ficus trichocarpa var. obtusa" "鈍葉毛果榕" "NNT" "v1080131" NA NA "vascular plant" "425292"
1842 "Ficus pubinervis" "綠島榕" "NNT" "v1080131" NA NA "vascular plant" "204854"
1843 "Viscum angulatum" "柿寄生" "NNT" "v1080131" NA NA "vascular plant" "204414"
1844 "Elatostema edule" "食用樓梯草" "NNT" "v1080131" NA NA "vascular plant" "204903"
1845 "Lumnitzera racemosa" "欖李" "NNT" "v1080131" NA NA "vascular plant" "203727"
1846 "Trichoglottis rosea" "短穗毛舌蘭" "NNT" "v1080131" NA NA "vascular plant" "202228"
1847 "Ranunculus japonicus" "毛茛" "NNT" "v1080131" NA NA "vascular plant" "204042"
1848 "Gastrodia nipponica" "日本赤箭" "NNT" "v1080131" NA NA "vascular plant" "422076"
1849 "Cyclosorus interruptus" "毛蕨" "NNT" "v1080131" NA NA "vascular plant" "205341"
1850 "Cyclosorus papilio" "縮羽小毛蕨" "NNT" "v1080131" NA NA "vascular plant" "205344"
1851 "Sinoadina racemosa" "水團花" "NNT" "v1080131" NA NA "vascular plant" "204367"
1852 "Homonoia riparia" "水楊梅" "NNT" "v1080131" NA NA "vascular plant" "202997"
1853 "Burmannia itoana" "紫水玉簪" "NNT" "v1080131" NA NA "vascular plant" "201893"
1854 "Kandelia obovata" "水筆仔" "NNT" "v1080131" NA NA "vascular plant" "400870"
1855 "Callitriche palustris var. palustris" "水馬齒" "NNT" "v1080131" NA NA "vascular plant" "424581"
1856 "Narenga porphyrocoma" "河王八" "NNT" "v1080131" NA NA "vascular plant" "201592"
1857 "Chionanthus ramiflorus" "紅頭李欖" "NNT" "v1080131" NA NA "vascular plant" "204564"
1858 "Rhus sylvestris" "野漆樹" "NNT" "v1080131" NA NA "vascular plant" "204433"
1859 "Calystegia soldanella" "濱旋花" "NNT" "v1080131" NA NA "vascular plant" "204661"
1860 "Begonia pinglinensis" "坪林秋海棠" "NNT" "v1080131" NA NA "vascular plant" "401515"
1861 "Begonia ravenii" "岩生秋海棠" "NNT" "v1080131" NA NA "vascular plant" "204964"
1862 "Cynanchum mooreanum" "毛白前" "NNT" "v1080131" NA NA "vascular plant" "419831"
1863 "Setaria faberi" "法氏狗尾草" "NNT" "v1080131" NA NA "vascular plant" "400843"
1864 "Utricularia striatula" "圓葉挖耳草" "NNT" "v1080131" NA NA "vascular plant" "204560"
1865 "Actinidia latifolia" "闊葉獼猴桃" "NNT" "v1080131" NA NA "vascular plant" "204750"
1866 "Habenaria iyoensis" "岩坡玉鳳蘭" "NNT" "v1080131" NA NA "vascular plant" "202089"
1867 "Cryptogramma stelleri" "疏葉珠蕨" "NNT" "v1080131" NA NA "vascular plant" "205580"
1868 "Ophioglossum thermale" "狹葉瓶爾小草" "NNT" "v1080131" NA NA "vascular plant" "205396"
1869 "Philydrum lanuginosum" "田蔥" "NNT" "v1080131" NA NA "vascular plant" "201844"
1870 "Eragrostis japonica" "日本鯽魚草" "NNT" "v1080131" NA NA "vascular plant" "201509"
1871 "Lecanorchis nigricans var. yakushimensis" "屋久全唇皿蘭" "NNT" "v1080131" NA NA "vascular plant" "433926"
1872 "Lecanorchis suginoana" "杉野氏皿蘭" "NNT" "v1080131" NA NA "vascular plant" "424984"
1873 "Lecanorchis trachycaula" "糙莖皿蘭" "NNT" "v1080131" NA NA "vascular plant" "422611"
1874 "Calamus siphonospathus var. sublaevis" "蘭嶼省藤" "NNT" "v1080131" NA NA "vascular plant" "423990"
1875 "Rhaphiolepis indica var. umbellata" "厚葉石斑木" "NNT" "v1080131" NA NA "vascular plant" "204190"
1876 "Dendrobium equitans" "燕子石斛" "NNT" "v1080131" NA NA "vascular plant" "202006"
1877 "Dendrobium falconeri" "新竹石斛" "NNT" "v1080131" NA NA "vascular plant" "202007"
1878 "Dendrobium comatum" "木槲" "NNT" "v1080131" NA NA "vascular plant" "202043"
1879 "Dendrobium goldschmidtianum" "紅花石斛" "NNT" "v1080131" NA NA "vascular plant" "202009"
1880 "Glycosmis parviflora var. parviflora" "山桔" "NNT" "v1080131" NA NA "vascular plant" "433854"
1881 "Limnophila aromaticoides" "擬紫蘇草" "NNT" "v1080131" NA NA "vascular plant" "204601"
1882 "Cheilanthes hirsuta" "毛碎米蕨" "NNT" "v1080131" NA NA "vascular plant" "426789"
1883 "Prosaptia urceolaris" "臺灣穴子蕨" "NNT" "v1080131" NA NA "vascular plant" "205499"
1884 "Appendicula fenixii" "長葉竹節蘭" "NNT" "v1080131" NA NA "vascular plant" "201908"
1885 "Arabis serrata" "齒葉南芥" "NNT" "v1080131" NA NA "vascular plant" "202630"
1886 "Blyxa japonica" "日本簀藻" "NNT" "v1080131" NA NA "vascular plant" "201730"
1887 "Blyxa aubertii" "瘤果簀藻" "NNT" "v1080131" NA NA "vascular plant" "201728"
1888 "Blyxa echinosperma" "臺灣簀藻" "NNT" "v1080131" NA NA "vascular plant" "201729"
1889 "Ardisia elliptica" "蘭嶼紫金牛" "NNT" "v1080131" NA NA "vascular plant" "203932"
1890 "Zoysia pacifica" "高麗芝" "NNT" "v1080131" NA NA "vascular plant" "427624"
1891 "Ania penangiana" "綠花安蘭" "NNT" "v1080131" NA NA "vascular plant" "424584"
1892 "Spiranthes hongkongensis" "香港綬草" "NNT" "v1080131" NA NA "vascular plant" "430253"
1893 "Rhynchotechum formosanum" "蓬萊同蕊草" "NNT" "v1080131" NA NA "vascular plant" "204551"
1894 "Flacourtia rukam" "羅庚果" "NNT" "v1080131" NA NA "vascular plant" "204989"
1895 "Lomariopsis spectabilis" "羅蔓藤蕨" "NNT" "v1080131" NA NA "vascular plant" "205317"
1896 "Liparis barbata" "鬚唇羊耳蒜" "NNT" "v1080131" NA NA "vascular plant" "424980"
1897 "Liparis grossa" "恆春羊耳蒜" "NNT" "v1080131" NA NA "vascular plant" "202113"
1898 "Maytenus emarginata" "蘭嶼裸實" "NNT" "v1080131" NA NA "vascular plant" "202785"
1899 "Anogramma leptophylla" "翠蕨" "NNT" "v1080131" NA NA "vascular plant" "205037"
1900 "Potentilla discolor" "翻白草" "NNT" "v1080131" NA NA "vascular plant" "204162"
1901 "Geranium wilfordii" "老鸛草" "NNT" "v1080131" NA NA "vascular plant" "203410"
1902 "Hedyotis verticillata" "粗葉耳草" "NNT" "v1080131" NA NA "vascular plant" "204315"
1903 "Polystichum thomsonii" "尾葉耳蕨" "NNT" "v1080131" NA NA "vascular plant" "205233"
1904 "Galium trifidum" "小葉四葉葎" "NNT" "v1080131" NA NA "vascular plant" "204300"
1905 "Cephalantheropsis longipes" "三伯肖頭蕊蘭" "NNT" "v1080131" NA NA "vascular plant" "424975"
1906 "Elaeagnus triflora" "菲律賓胡頹子" "NNT" "v1080131" NA NA "vascular plant" "203973"
1907 "Centranthera cochinchinensis" "胡麻草" "NNT" "v1080131" NA NA "vascular plant" "204588"
1908 "Nervilia crociformis" "四重溪脈葉蘭" "NNT" "v1080131" NA NA "vascular plant" "400921"
1909 "Nervilia alishanensis" "阿里山脈葉蘭" "NNT" "v1080131" NA NA "vascular plant" "426638"
1910 "Hymenophyllum nitidulum" "細口團扇蕨" "NNT" "v1080131" NA NA "vascular plant" "433994"
1911 "Hymenophyllum denticulatum" "厚壁蕨" "NNT" "v1080131" NA NA "vascular plant" "205270"
1912 "Hymenophyllum javanicum" "爪哇蕗蕨" "NNT" "v1080131" NA NA "vascular plant" "205265"
1913 "Melica onoei" "小野臭草" "NNT" "v1080131" NA NA "vascular plant" "201577"
1914 "Cotoneaster apiculatus" "細尖栒子" "NNT" "v1080131" NA NA "vascular plant" "400956"
1915 "Cotoneaster horizontalis" "平枝舖地蜈蚣" "NNT" "v1080131" NA NA "vascular plant" "204140"
1916 "Eulophia graminea" "禾草芋蘭" "NNT" "v1080131" NA NA "vascular plant" "202040"
1917 "Oreogrammitis reinwardtii" "毛禾葉蕨" "NNT" "v1080131" NA NA "vascular plant" "434035"
1918 "Conandron ramondioides" "苦苣苔" "NNT" "v1080131" NA NA "vascular plant" "204538"
1919 "Selliguea yakushimensis" "姬茀蕨" "NNT" "v1080131" NA NA "vascular plant" "426837"
1920 "Solanum miyakojimense" "宮古茄" "NNT" "v1080131" NA NA "vascular plant" "400966"
1921 "Pimpinella diversifolia" "三葉茴香" "NNT" "v1080131" NA NA "vascular plant" "202333"
1922 "Calymmodon oligotrichus" "寡毛荷包蕨" "NNT" "v1080131" NA NA "vascular plant" "434014"
1923 "Eleocharis acutangula" "桃園藺" "NNT" "v1080131" NA NA "vascular plant" "201298"
1924 "Cyperus compactus" "密穗磚子苗" "NNT" "v1080131" NA NA "vascular plant" "201344"
1925 "Cyperus digitatus" "恆春莎草" "NNT" "v1080131" NA NA "vascular plant" "201276"
1926 "Cyperus procerus" "擬毛軸莎草" "NNT" "v1080131" NA NA "vascular plant" "201288"
1927 "Cyperus serotinus" "水莎草" "NNT" "v1080131" NA NA "vascular plant" "201291"
1928 "Didymoglossum sublimbatum" "亞緣單葉假脈蕨" "NNT" "v1080131" NA NA "vascular plant" "433990"
1929 "Callicarpa remotiflora" "疏花紫珠" "NNT" "v1080131" NA NA "vascular plant" "203556"
1930 "Psychotria manillensis" "琉球九節木" "NNT" "v1080131" NA NA "vascular plant" "204353"
1931 "Alsophila loheri" "南洋桫欏" "NNT" "v1080131" NA NA "vascular plant" "205115"
1932 "Vitis thunbergii var. thunbergii" "細本葡萄" "NNT" "v1080131" NA NA "vascular plant" "433860"
1933 "Artemisia anomala" "珍珠蒿" "NNT" "v1080131" NA NA "vascular plant" "202368"
1934 "Floscopa scandens" "蔓蘘荷" "NNT" "v1080131" NA NA "vascular plant" "201193"
1935 "Wikstroemia lanceolata" "披針葉蕘花" "NNT" "v1080131" NA NA "vascular plant" "203804"
1936 "Carex jisaburo-ohwiana" "大井氏扁果薹" "NNT" "v1080131" NA NA "vascular plant" "425277"
1937 "Carex capillacea" "單穗薹" "NNT" "v1080131" NA NA "vascular plant" "201221"
1938 "Carex brevicuspis" "大山宿柱薹" "NNT" "v1080131" NA NA "vascular plant" "201217"
1939 "Carex alliiformis" "林下薹" "NNT" "v1080131" NA NA "vascular plant" "201208"
1940 "Carex rafflesiana" "紅頭薹" "NNT" "v1080131" NA NA "vascular plant" "201255"
1941 "Carex nemostachys" "毛囊果薹" "NNT" "v1080131" NA NA "vascular plant" "201247"
1942 "Agastache rugosa" "藿香" "NNT" "v1080131" NA NA "vascular plant" "203469"
1943 "Osmoxylon pectinatum" "蘭嶼八角金盤" "NNT" "v1080131" NA NA "vascular plant" "202296"
1944 "Cymbidium macrorhizon" "大根蘭" "NNT" "v1080131" NA NA "vascular plant" "429238"
1945 "Taeniophyllum compactum" "假蜘蛛蘭" "NNT" "v1080131" NA NA "vascular plant" "202144"
1946 "Cymbidium sinense" "報歲蘭" "NNT" "v1080131" NA NA "vascular plant" "201996"
1947 "Chloris formosana" "臺灣虎尾草" "NNT" "v1080131" NA NA "vascular plant" "201454"
1948 "Cayratia maritima" "海岸烏斂莓" "NNT" "v1080131" NA NA "vascular plant" "204091"
1949 "Dopatrium junceum" "虻眼草" "NNT" "v1080131" NA NA "vascular plant" "204592"
1950 "Taeniophyllum glandulosum" "蜘蛛蘭" "NNT" "v1080131" NA NA "vascular plant" "202213"
1951 "Tipularia cunninghamii" "細花軟葉蘭" "NNT" "v1080131" NA NA "vascular plant" "427027"
1952 "Corylopsis pauciflora" "小葉瑞木" "NNT" "v1080131" NA NA "vascular plant" "203424"
1953 "Euonymus cochinchinensis" "交趾衛矛" "NNT" "v1080131" NA NA "vascular plant" "202775"
1954 "Gastrodia theana" "短柱赤箭" "NNT" "v1080131" NA NA "vascular plant" "426887"
1955 "Euonymus oxyphyllus" "垂絲衛矛" "NNT" "v1080131" NA NA "vascular plant" "202779"
1956 "Schizachyrium brevifolium" "裂稃草" "NNT" "v1080131" NA NA "vascular plant" "201670"
1957 "Callicarpa longissima" "長葉紫珠" "NNT" "v1080131" NA NA "vascular plant" "203553"
1958 "Arachniodes globisora" "臺灣複葉耳蕨" "NNT" "v1080131" NA NA "vascular plant" "205165"
1959 "Arachniodes nigrospinosa" "黑鱗複葉耳蕨" "NNT" "v1080131" NA NA "vascular plant" "205166"
1960 "Rubus lanyuensis" "蘭嶼懸鉤子" "NNT" "v1080131" "D1+2" NA "vascular plant" "204218"
1961 "Cinnamomum reticulatum" "土樟" "NNT" "v1080131" "B2ab(v); C1" NA "vascular plant" "203600"
1962 "Gentiana tenuissima" "臺東龍膽" "NNT" "v1080131" NA NA "vascular plant" "203372"
1963 "Knoxia corymbosa" "諾氏草" "NNT" "v1080131" NA NA "vascular plant" "400958"
1964 "Syzygium simile" "蘭嶼赤楠" "NNT" "v1080131" NA NA "vascular plant" "203772"
1965 "Syzygium tripinnatum" "大花赤楠" "NNT" "v1080131" NA NA "vascular plant" "203774"
1966 "Gastrodia callosa" "緋赤箭" "NNT" "v1080131" NA NA "vascular plant" "422075"
1967 "Athyrium otophorum" "光蹄蓋蕨" "NNT" "v1080131" NA NA "vascular plant" "409610"
1968 "Antrophyum sessilifolium" "蘭嶼車前蕨" "NNT" "v1080131" NA NA "vascular plant" "205619"
1969 "Aglaomorpha meyeniana" "連珠蕨" "NNT" "v1080131" NA NA "vascular plant" "205507"
1970 "Arundinella hirta" "野古草" "NNT" "v1080131" NA NA "vascular plant" "201409"
1971 "Sarcococca saligna" "柳狀野扇花" "NNT" "v1080131" NA NA "vascular plant" "202935"
1972 "Lastreopsis tenera" "金毛蕨" "NNT" "v1080131" NA NA "vascular plant" "205408"
1973 "Onychium siliculosum" "金粉蕨" "NNT" "v1080131" NA NA "vascular plant" "205585"
1974 "Uncaria lanosa var. appendiculata" "恆春鉤藤" "NNT" "v1080131" NA NA "vascular plant" "204378"
1975 "Didymoplexiella siamensis" "錨柱蘭" "NNT" "v1080131" NA NA "vascular plant" "202018"
1976 "Clematis pseudootophora" "華中鐵線蓮" "NNT" "v1080131" NA NA "vascular plant" "427584"
1977 "Clematis chinensis var. tatushanensis" "大肚山威靈仙" "NNT" "v1080131" NA NA "vascular plant" "426706"
1978 "Asplenium septentrionale" "線葉鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205457"
1979 "Asplenium tenerum" "鈍齒鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205461"
1980 "Asplenium serricula" "蘭嶼鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205458"
1981 "Asplenium pulcherrimum" "細葉鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205453"
1982 "Asplenium obscurum" "綠柄剪葉鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205447"
1983 "Asplenium bullatum" "大鐵角蕨" "NNT" "v1080131" NA NA "vascular plant" "205432"
1984 "Botrychium daucifolium" "薄葉大陰地蕨" "NNT" "v1080131" NA NA "vascular plant" "205388"
1985 "Botrychium lunaria" "扇羽陰地蕨" "NNT" "v1080131" NA NA "vascular plant" "205390"
1986 "Lindsaea ensifolia" "箭葉陵齒蕨" "NNT" "v1080131" NA NA "vascular plant" "205285"
1987 "Lindsaea obtusa" "鈍齒陵齒蕨" "NNT" "v1080131" NA NA "vascular plant" "410891"
1988 "Diplazium chioui" "邱氏雙蓋蕨" "NNT" "v1080131" NA NA "vascular plant" "433955"
1989 "Diplazium lobatum" "裂葉雙蓋蕨" "NNT" "v1080131" NA NA "vascular plant" "205097"
1990 "Amitostigma gracile" "小雛蘭" "NNT" "v1080131" NA NA "vascular plant" "201902"
1991 "Tripterygium wilfordii" "雷公藤" "NNT" "v1080131" NA NA "vascular plant" "202789"
1992 "Schoepfia jasminodora" "青皮木" "NNT" "v1080131" NA NA "vascular plant" "204418"
1993 "Neyraudia arundinacea" "類蘆" "NNT" "v1080131" NA NA "vascular plant" "201593"
1994 "Thrixspermum fantasticum" "金唇風蘭" "NNT" "v1080131" NA NA "vascular plant" "202220"
1995 "Thrixspermum laurisilvaticum" "黃蛾蘭" "NNT" "v1080131" NA NA "vascular plant" "202222"
1996 "Fimbristylis macassarensis" "土城飄拂草" "NNT" "v1080131" NA NA "vascular plant" "426752"
