"auto_id" "taxon_name" "name_c" "redlist_taxon_rank" "category" "version" "criteria" "adjusting" "taxon_group" "name_code" "TBN_scientific_name" "Different_scientific_name" "TBN_taxon_rank" "tp_tid" "ra_tid" "uuid"
215 "Lophura swinhoii" "藍腹鷴" "species" "NLC" "v1080131" "B; D" NA "bird" "380289" "Lophura swinhoii" NA "species" 380289 380289 "ef457bab-7f1f-4313-8282-75084241c775"
216 "Syrmaticus mikado" "黑長尾雉" "species" "NLC" "v1080131" "B; D" NA "bird" "380291" "Syrmaticus mikado" NA "species" 380291 380291 "f99d359f-0dd5-4dbd-817e-a45c6d7b7efc"
217 "Gorsachius melanolophus" "黑冠麻鷺" "species" "NLC" "v1080131" "B; D" NA "bird" "380133" "Gorsachius melanolophus" NA "species" 380133 380133 "ccd07aad-ec68-4eed-bc63-7a7e474e9eb4"
218 "Accipiter trivirgatus formosae" "鳳頭蒼鷹" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "380100" "Accipiter trivirgatus formosae" NA "infraspecies" 380100 380100 "8b793d63-11b9-47e2-b5bd-6fb62571ca19"
219 "Rostratula benghalensis" "彩鷸" "species" "NLC" "v1080131" "B; D" NA "bird" "420867" "Rostratula benghalensis" NA "species" 420867 420867 "1b04ac59-bdc7-4e72-ae92-ce0f56107787"
220 "Paradoxornis verreauxi morrisoniana" "黃羽鸚嘴" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "428590" "Suthora verreauxi morrisoniana" "Suthora verreauxi morrisoniana" "infraspecies" 428590 428590 "0a9363b2-0192-4bd3-a555-43cd6bcb5d92"
221 "Tarsiger indicus formosanus" "白眉林鴝" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "419683" "Tarsiger indicus formosanus" NA "infraspecies" 419683 419683 "7abff28c-38fc-4694-aa38-00dc971a5b06"
222 "Ficedula hyperythra innexa" "黃胸青鶲" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "380378" "Ficedula hyperythra innexa" NA "infraspecies" 380378 380378 "4939e0f2-ac3d-407c-92da-035235044da9"
223 "Chloris sinica sinica" "金翅雀(中國亞種)" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "432299" "Chloris sinica" "Chloris sinica" "infraspecies" 432299 432299 "3c1a7e15-85f9-4e3c-8c64-f0b647715d7a"
223 "Chloris sinica kawarahiba" "金翅雀(日本亞種)" "infraspecies" "NLC" "v1080131" "B; D" NA "bird" "425191" "Chloris sinica" "Chloris sinica" "infraspecies" 425191 425191 "07d00afd-5120-4bf1-9baa-7a2f019b05e6"
223 "Carduelis sinica" "金翅雀" "species" "NLC" "v1080131" "B; D" NA "bird" "425191" "Chloris sinica" "Chloris sinica" "species" 1023945 1023945 "517b4acd-8951-426b-a81b-e8cedf0d37c0"
224 "Lalage melaschistos" "黑翅山椒鳥" "species" "NLC" "v1080131" "C" NA "bird" "427289" "Lalage melaschistos" NA "species" 1024589 1024589 "2c82c5bb-a836-4688-8ff4-faa7a1dfa887"
225 "Urosphena squameiceps" "短尾鶯" "species" "NLC" "v1080131" "C" NA "bird" "421043" "Urosphena squameiceps" NA "species" 421043 421043 "0a68f386-69cf-4070-9e24-a0601ca82432"
226 "Horornis diphone cantans" "日本樹鶯(日本亞種)" "infraspecies" "NLC" "v1080131" "C" NA "bird" "428577" "Horornis diphone" "Horornis diphone" "infraspecies" 428577 428577 "632cc291-4d92-4336-a1d0-0e478a3061e3"
226 "Horornis diphone viridis" "日本樹鶯(庫頁島亞種)" "infraspecies" "NLC" "v1080131" "C" NA "bird" "428579" "Horornis diphone" "Horornis diphone" "infraspecies" 428579 428579 "2477859d-aaeb-46de-bf45-b7db7cc11831"
226 "Horornis diphone canturians" "日本樹鶯(華中亞種)" "infraspecies" "NLC" "v1080131" "C" NA "bird" "430647" "Horornis diphone" "Horornis diphone" "infraspecies" 430647 430647 "d07b2dc5-4fca-427f-9eb5-4d858a6c6884"
226 "Cettia diphone" "日本樹鶯" "species" "NLC" "v1080131" "C" NA "bird" "404562" "Horornis diphone" "Horornis diphone" "species" 1024523 1024523 "620f153d-1608-4211-bbba-71705e8d1d69"
227 "Ficedula narcissina narcissina" "黃眉黃鶲(黑背亞種)" "infraspecies" "NLC" "v1080131" "C" NA "bird" "380380" "Ficedula narcissina" NA "infraspecies" 380380 380380 "56a6a4de-9783-46c7-9b1f-2e811f80eb3f"
227 "Ficedula narcissina owstoni" "黃眉黃鶲(暗綠背亞種)" "infraspecies" "NLC" "v1080131" "C" NA "bird" "425336" "Ficedula narcissina" NA "infraspecies" 425336 425336 "8f1d4b74-fc41-4246-8339-c3c2851c2a51"
227 "Ficedula narcissina" "黃眉黃鶲" "species" "NLC" "v1080131" "C" NA "bird" "380380" "Ficedula narcissina" NA "species" 1024362 1024362 "a9accdfa-ed43-44ab-aa2c-125fdfce8129"
228 "Ficedula mugimaki" "白眉黃鶲" "species" "NLC" "v1080131" "C" NA "bird" "380379" "Ficedula mugimaki" NA "species" 380379 380379 "5955a855-20f1-48f3-8b4a-b96927955746"
229 "Bulweria bulwerii" "穴鳥" "species" "NLC" "v1080131" "C; D" NA "bird" "380199" "Bulweria bulwerii" NA "species" 380199 380199 "924ffd26-5810-4121-978a-f53f296075b3"
230 "Xenus cinereus" "反嘴鷸" "species" "NLC" "v1080131" "C; D" NA "bird" "404673" "Xenus cinereus" NA "species" 404673 404673 "88143b49-c969-4d7b-9dc3-73d4cc3c17dd"
231 "Larus ridibundus" "紅嘴鷗" "species" "NLC" "v1080131" "C; D" NA "bird" "419699" "Chroicocephalus ridibundus" "Chroicocephalus ridibundus" "species" 419699 419699 "260a6b8a-87e4-48c1-99ed-a99aed825934"
232 "Hydroprogne caspia" "裏海燕鷗" "species" "NLC" "v1080131" "C; D" NA "bird" "427071" "Hydroprogne caspia" NA "species" 427071 427071 "6a37c4c2-2dde-469f-9951-e65780e10c55"
233 "Chlidonias leucopterus" "白翅黑燕鷗" "species" "NLC" "v1080131" "C; D" NA "bird" "380167" "Chlidonias leucopterus" NA "species" 380167 380167 "a05f3652-1367-4af0-be59-d489142ddd2f"
234 "Chlidonias hybrida" "黑腹燕鷗" "species" "NLC" "v1080131" "C; D" NA "bird" "404564" "Chlidonias hybrida" NA "species" 1023942 1023942 "6bf77146-8321-4277-89fb-96ac41e74ae6"
235 "Caprimulgus affinis stictomus" "台灣夜鷹" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "380495" "Caprimulgus affinis stictomus" NA "infraspecies" 380495 380495 "a38e9d8f-b7e6-49fe-8a27-18b985e1baf5"
236 "Pericrocotus divaricatus" "灰山椒" "species" "NLC" "v1080131" "C; D" NA "bird" "420939" "Pericrocotus divaricatus" NA "species" 420939 420939 "ad17be53-09bf-4f9b-a037-9d3816cf97a5"
237 "Lanius cristatus cristatus" "紅尾伯勞(指名亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "380368" "Lanius cristatus" NA "infraspecies" 380368 380368 "79640da4-bfb3-4cc9-abea-76fe46c312a3"
237 "Lanius cristatus lucionensis" "紅尾伯勞(普通亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "420273" "Lanius cristatus" NA "infraspecies" 420273 420273 "ba893bc3-208f-4e36-9042-5b5c5e5768f3"
237 "Lanius cristatus confusus" "紅尾伯勞(東北亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "432268" "Lanius cristatus" NA "infraspecies" 432268 432268 "39d5f3f0-4491-4623-94ce-0f60f0c8aed3"
237 "Lanius cristatus superciliosus" "紅尾伯勞(日本亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "432269" "Lanius cristatus" NA "infraspecies" 432269 432269 "917e2adf-6a26-4621-887a-8cdee1e3e24e"
237 "Lanius cristatus" "紅尾伯勞" "species" "NLC" "v1080131" "C; D" NA "bird" "380368" "Lanius cristatus" NA "species" 1024598 1024598 "ff20ba0f-22a5-448f-b6ff-134434b50c84"
238 "Cettia canturians" "遠東樹鶯" "species" "NLC" "v1080131" "C; D" NA "bird" "430647" "Horornis borealis" "Horornis borealis" "species" 430646 430646 "c0ad64b2-44a3-41ff-8214-b3c63cd0c488"
239 "Phylloscopus fuscatus" "褐色柳鶯" "species" "NLC" "v1080131" "C; D" NA "bird" "380477" "Phylloscopus fuscatus" NA "species" 1025214 1025214 "b51b255c-a4f5-4a32-868b-b10747379514"
240 "Phylloscopus inornatus" "黃眉柳鶯" "species" "NLC" "v1080131" "C; D" NA "bird" "380478" "Phylloscopus inornatus" NA "species" 380478 380478 "dde604d2-29fc-49b8-889e-6880dc4d7a11"
241 "Phylloscopus borealis" "極北柳鶯" "species" "NLC" "v1080131" "C; D" NA "bird" "380475" "Phylloscopus borealis" NA "species" 1025212 1025212 "937522c1-d03c-42cd-b7bc-4f556dfe603c"
242 "Muscicapa dauurica" "寬嘴鶲" "species" "NLC" "v1080131" "C; D" NA "bird" "427293" "Muscicapa dauurica" NA "species" 1024850 1024850 "b07f72e3-ecb2-464c-92e9-b1f642e920be"
243 "Muscicapa griseisticta" "灰斑鶲" "species" "NLC" "v1080131" "C; D" NA "bird" "380389" "Muscicapa griseisticta" NA "species" 380389 380389 "d5822c3f-14f5-4c3e-99e5-5a11388ff6f0"
244 "Calliope calliope camtschatkensis" "野鴝(勘察加亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "425210" "Calliope calliope" "Calliope calliope" "infraspecies" 425210 425210 "7a1e7ef8-f28d-43d1-97b7-c95dc275b04d"
244 "Calliope calliope calliope" "野鴝(指名亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "425338" "Calliope calliope" "Calliope calliope" "infraspecies" 425338 425338 "ef8db97c-61fb-4655-b57e-f0357f1fda5c"
244 "Luscinia calliope" "野鴝" "species" "NLC" "v1080131" "C; D" NA "bird" "425210" "Calliope calliope" "Calliope calliope" "species" 1023802 1023802 "21d6cd16-33b4-4945-ad0e-054786b3a247"
245 "Phoenicurus auroreus" "黃尾鴝" "species" "NLC" "v1080131" "C; D" NA "bird" "380393" "Phoenicurus auroreus" NA "species" 1025203 1025203 "8fba2500-e64d-4aae-b88e-202070b2659a"
246 "Zoothera dauma" "虎斑地鶇" "species" "NLC" "v1080131" "C; D" NA "bird" "380409" "Zoothera dauma" NA "species" 1025822 1025822 "ae175f6f-a161-472c-95b3-0544ff4eadbd"
247 "Sturnus sinensis" "灰背椋鳥" "species" "NLC" "v1080131" "C; D" NA "bird" "419844" "Sturnia sinensis" "Sturnia sinensis" "species" 419844 419844 "6a500e9a-587c-4707-aae0-efe893deea9d"
248 "Sturnus sericeus" "絲光椋鳥" "species" "NLC" "v1080131" "C; D" NA "bird" "420165" "Spodiopsar sericeus" "Spodiopsar sericeus" "species" 420165 420165 "4a3ea8cd-a5af-41f2-b79f-9cab6186673c"
249 "Anthus hodgsoni hodgsoni" "樹鷚(指名亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "380421" "Anthus hodgsoni" NA "infraspecies" 380421 380421 "888cfe35-ff7a-42b5-82a6-85da821b2c09"
249 "Anthus hodgsoni yunnanensis" "樹鷚(東北亞種)" "infraspecies" "NLC" "v1080131" "C; D" NA "bird" "420247" "Anthus hodgsoni" NA "infraspecies" 420247 420247 "53ed2593-30f2-4b5d-9abd-4500007cfb08"
249 "Anthus hodgsoni" "樹鷚" "species" "NLC" "v1080131" "C; D" NA "bird" "380421" "Anthus hodgsoni" NA "species" 1023592 1023592 "3fb5dd80-4ece-4e8f-aa61-00fc1db3118a"
250 "Anthus cervinus" "赤喉鷚" "species" "NLC" "v1080131" "C; D" NA "bird" "380419" "Anthus cervinus" NA "species" 380419 380419 "d0f4dcb2-c75e-4f56-aeee-4c1b8f42f583"
251 "Emberiza tristrami" "白眉<U+9D50>" "species" "NLC" "v1080131" "C; D" NA "bird" "380354" "Emberiza tristrami" NA "species" 380354 380354 "dad684c8-b931-460c-9807-49d6eacae8d8"
252 "Emberiza chrysophrys" "黃眉<U+9D50>" "species" "NLC" "v1080131" "C; D" NA "bird" "380344" "Emberiza chrysophrys" NA "species" 380344 380344 "36e2f9ae-a89b-4c5c-95b1-45066aafa66c"
253 "Emberiza pusilla" "小<U+9D50>" "species" "NLC" "v1080131" "C; D" NA "bird" "380349" "Emberiza pusilla" NA "species" 380349 380349 "9f0aa737-cc00-4171-b4b3-d863fb5e9a79"
254 "Ardenna pacifica" "長尾水薙鳥" "species" "NLC" "v1080131" "D" NA "bird" "432366" "Ardenna pacifica" NA "species" 432366 432366 "93166b66-649d-4d39-9a44-d8fa6946d47a"
255 "Sula leucogaster" "白腹鰹鳥" "species" "NLC" "v1080131" "D" NA "bird" "380256" "Sula leucogaster" NA "species" 1025575 1025575 "063df8e6-ffea-41a5-9ffb-531364609261"
256 "Ixobrychus sinensis" "黃小鷺" "species" "NLC" "v1080131" "D" NA "bird" "380135" "Ixobrychus sinensis" NA "species" 380135 380135 "af9d43df-d0cf-4d00-ae49-a529c4015685"
257 "Ixobrychus cinnamomeus" "栗小鷺" "species" "NLC" "v1080131" "D" NA "bird" "385005" "Ixobrychus cinnamomeus" NA "species" 385005 385005 "3bce5eee-bb42-4c24-927a-a8b6d1b9cd7e"
258 "Ardea cinerea" "蒼鷺" "species" "NLC" "v1080131" "D" NA "bird" "380119" "Ardea cinerea" NA "species" 1023631 1023631 "d377aa05-ca60-46a7-bd84-0133ec555d20"
259 "Ardea alba" "大白鷺" "species" "NLC" "v1080131" "D" NA "bird" "404546" "Ardea alba" NA "species" 1023630 1023630 "6b620e73-2555-4463-9a44-2a7e5484d819"
260 "Ardea intermedia" "中白鷺" "species" "NLC" "v1080131" "D" NA "bird" "419628" "Mesophoyx intermedia" "Mesophoyx intermedia" "species" 1024775 1024775 "f2e2e0b5-d5fb-4de5-9237-b600b09e6565"
261 "Egretta garzetta" "小白鷺" "species" "NLC" "v1080131" "D" NA "bird" "380129" "Egretta garzetta" NA "species" 1024205 1024205 "8cddf269-e2f3-435b-a88b-dcdd1e5f9cea"
262 "Bubulcus ibis" "黃頭鷺" "species" "NLC" "v1080131" "D" NA "bird" "380124" "Bubulcus ibis" NA "species" 1023761 1023761 "9aefd3a9-04f1-4da4-838f-d0d25e5e7d31"
263 "Ardeola bacchus" "池鷺" "species" "NLC" "v1080131" "D" NA "bird" "380122" "Ardeola bacchus" NA "species" 380122 380122 "b1633163-5dfb-4bdc-a3b7-77a0f3b3a45f"
264 "Butorides striata carcinophila" "綠簑鷺(台灣留鳥亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "404552" "Butorides striata" NA "infraspecies" 404552 404552 "57f41bd8-7220-4565-b0be-61287c345a9c"
264 "Butorides striata amurensis" "綠簑鷺(過境亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "432218" "Butorides striata" NA "infraspecies" 432218 432218 "b3fe83b7-cefd-4c92-8cf2-453667144767"
264 "Butorides striata actophila" "綠簑鷺(福建亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "432219" "Butorides striata" NA "infraspecies" 432219 432219 "ccd6d3cc-7649-4c3d-aee5-7d2832422025"
264 "Butorides striata" "綠簑鷺" "species" "NLC" "v1080131" "D" NA "bird" "404552" "Butorides striata" NA "species" 1023771 1023771 "26113f77-ae38-48b5-aed7-34dbe49ca0e9"
265 "Nycticorax nycticorax" "夜鷺" "species" "NLC" "v1080131" "D" NA "bird" "380137" "Nycticorax nycticorax" NA "species" 1024952 1024952 "9ad77864-37f7-4a20-ad8b-ced32a18f807"
266 "Rallina eurizonoides formosana" "灰腳秧雞" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380304" "Rallina eurizonoides formosana" NA "infraspecies" 380304 380304 "b2260dc7-84ec-4245-aef9-fc12e175e03c"
267 "Zapornia fusca" "緋秧雞" "species" "NLC" "v1080131" "D" NA "bird" "432188" "Zapornia fusca" NA "species" 1025815 1025815 "3222ac68-62d3-4be7-b71d-603be0d12414"
268 "Fulica atra" "白冠雞" "species" "NLC" "v1080131" "D" NA "bird" "380297" "Fulica atra" NA "species" 1024378 1024378 "f55e8dd6-5043-47d3-897d-9d8008d78f0f"
269 "Himantopus himantopus" "高蹺<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "421072" "Himantopus himantopus" NA "species" 421072 421072 "c325ae02-f006-4ec7-a947-b027d988648a"
270 "Pluvialis fulva" "太平洋金斑<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380147" "Pluvialis fulva" NA "species" 380147 380147 "066976a0-c5ed-46d1-b59f-074b49fe0585"
271 "Vanellus vanellus" "小辮<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380151" "Vanellus vanellus" NA "species" 380151 380151 "d90a0e93-be79-4ab1-ab3b-94f269b5ed5d"
272 "Charadrius mongolus mongolus" "蒙古<U+9D34>(指名亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380142" "Charadrius mongolus" NA "infraspecies" 380142 380142 "c7ada981-98d6-4eaf-9387-ec6dea18b2d6"
272 "Charadrius mongolus stegmanni" "蒙古<U+9D34>(堪察加亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420280" "Charadrius mongolus" NA "infraspecies" 420280 420280 "61994044-0057-476f-b522-3747c1195df7"
272 "Charadrius mongolus" "蒙古<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380142" "Charadrius mongolus" NA "species" 1023924 1023924 "911e3b0f-cbd0-4d95-9509-eb2e063de7ea"
273 "Charadrius alexandrinus dealbatus" "東方環頸<U+9D34>(華東亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380138" "Charadrius alexandrinus" NA "infraspecies" 380138 380138 "27897bfa-444f-43fa-9c4e-71f55de5986b"
273 "Charadrius alexandrinus alexandrinus" "東方環頸<U+9D34>(指名亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "432228" "Charadrius alexandrinus" NA "infraspecies" 432228 432228 "ee0c66fd-cf31-469d-a940-b0c735f3b6c2"
273 "Charadrius alexandrinus" "東方環頸<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380138" "Charadrius alexandrinus" NA "species" 1023920 1023920 "233dad6a-f59a-4918-b94f-78a8b03b13eb"
274 "Charadrius dubius" "小環頸<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380139" "Charadrius dubius" NA "species" 1023921 1023921 "17faba2b-eda5-4eb9-b1d1-7996c469a7ea"
275 "Scolopax rusticola" "山鷸" "species" "NLC" "v1080131" "D" NA "bird" "380242" "Scolopax rusticola" NA "species" 380242 380242 "797fc249-7c4a-4c19-9e2c-97b38f85b6c8"
276 "Actitis hypoleucos" "磯鷸" "species" "NLC" "v1080131" "D" NA "bird" "404540" "Actitis hypoleucos" NA "species" 404540 404540 "92b71078-5bfd-45eb-9145-8a7a54a2c515"
277 "Tringa ochropus" "白腰草鷸" "species" "NLC" "v1080131" "D" NA "bird" "380252" "Tringa ochropus" NA "species" 380252 380252 "e4f45f3e-91a9-4be5-831a-e648e5d8d224"
278 "Tringa nebularia" "青足鷸" "species" "NLC" "v1080131" "D" NA "bird" "380251" "Tringa nebularia" NA "species" 380251 380251 "2c950571-c305-416d-be8b-c7bf483775ac"
279 "Tringa stagnatilis" "小青足鷸" "species" "NLC" "v1080131" "D" NA "bird" "380253" "Tringa stagnatilis" NA "species" 380253 380253 "5d90ddc4-50e9-40be-9d33-89a51417df98"
280 "Tringa glareola" "鷹斑鷸" "species" "NLC" "v1080131" "D" NA "bird" "380247" "Tringa glareola" NA "species" 380247 380247 "6fc6ec1e-ef73-41d7-b886-6da8b370c13f"
281 "Tringa totanus ussuriensis" "赤足鷸(西伯利亞亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380254" "Tringa totanus" NA "infraspecies" 380254 380254 "5c70916f-eae3-4a5b-b704-d15eac6814bb"
281 "Tringa totanus terrignotae" "赤足鷸(東北亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420279" "Tringa totanus" NA "infraspecies" 420279 420279 "73c672dc-62a0-4f7a-9348-8aa8b8c80b8d"
281 "Tringa totanus" "赤足鷸" "species" "NLC" "v1080131" "D" NA "bird" "380254" "Tringa totanus" NA "species" 1025701 1025701 "9a087fda-0b18-470a-b57f-fda35d50fb37"
282 "Arenaria interpres" "翻石鷸" "species" "NLC" "v1080131" "D" NA "bird" "380211" "Arenaria interpres" NA "species" 1023636 1023636 "1353c6f7-ea3d-4e3f-b079-81779ecab17b"
283 "Calidris ferruginea" "彎嘴濱鷸" "species" "NLC" "v1080131" "D" NA "bird" "380216" "Calidris ferruginea" NA "species" 380216 380216 "443cf8e3-03e0-4af5-8b68-491e79b7d5b2"
284 "Calidris subminuta" "長趾濱鷸" "species" "NLC" "v1080131" "D" NA "bird" "380220" "Calidris subminuta" NA "species" 380220 380220 "fc51e2f2-9da1-4fae-b1d1-557839b57da2"
285 "Gallinago gallinago" "田鷸" "species" "NLC" "v1080131" "D" NA "bird" "380224" "Gallinago gallinago" NA "species" 1024383 1024383 "308f022a-cbc6-405b-98ae-d561d07d33cc"
286 "Gallinago stenura" "針尾鷸" "species" "NLC" "v1080131" "D" NA "bird" "380227" "Gallinago stenura" NA "species" 380227 380227 "541578e4-d849-409d-bb5c-70446ee2685f"
287 "Gallinago megala" "中地鷸" "species" "NLC" "v1080131" "D" NA "bird" "380226" "Gallinago megala" NA "species" 380226 380226 "844ae2a3-9d36-4a4c-8789-b5064c76b06b"
288 "Phalaropus lobatus" "紅領瓣足鷸" "species" "NLC" "v1080131" "D" NA "bird" "380240" "Phalaropus lobatus" NA "species" 380240 380240 "10786e39-f7dd-40e6-a273-500500c99cf5"
289 "Glareola maldivarum" "燕<U+9D34>" "species" "NLC" "v1080131" "D" NA "bird" "380162" "Glareola maldivarum" NA "species" 380162 380162 "76f2ea3c-b88e-47ad-9f6c-63ee9c65405f"
290 "Hirundapus cochinchinensis formosanus" "灰喉針尾雨燕" "infraspecies" "NLC" "v1080131" "D" NA "bird" "404593" "Hirundapus cochinchinensis formosanus" NA "infraspecies" 404593 404593 "56b7ddbf-a1fd-4682-8f34-27e47ad74c37"
291 "Apus pacificus pacificus" "叉尾雨燕(過境亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380094" "Apus pacificus" NA "infraspecies" 380094 380094 "6b8afb68-66ae-4ae9-9b10-93375cbeec58"
291 "Apus pacificus kurodae" "叉尾雨燕(留鳥亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420274" "Apus pacificus" NA "infraspecies" 420274 420274 "25cc7f50-0fc6-40be-989c-fb02a234792d"
291 "Apus pacificus" "叉尾雨燕" "species" "NLC" "v1080131" "D" NA "bird" "380094" "Apus pacificus" NA "species" 1023624 1023624 "e3b349d8-2d82-44c7-a41a-b05381d21e69"
292 "Apus nipalensis kuntzi" "小雨燕" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380093" "Apus nipalensis kuntzi" NA "infraspecies" 380093 380093 "3d76dac0-19e1-43ff-b0fd-dd95c88bfac6"
293 "Riparia paludicola" "棕沙燕" "species" "NLC" "v1080131" "D" NA "bird" "425266" "Riparia chinensis" "Riparia chinensis" "species" 1025417 1025417 "c226379a-abdb-440b-afc8-98260117bc11"
294 "Delichon dasypus nigrimentale" "東方毛腳燕(台灣亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380361" "Delichon dasypus" NA "infraspecies" 380361 380361 "126f6597-add8-4b99-a041-f76c2d00598c"
294 "Delichon dasypus dasypus" "東方毛腳燕(日本亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "432272" "Delichon dasypus" NA "infraspecies" 432272 432272 "6c5fa004-ddde-4f62-b52e-a6dc60773ebb"
294 "Delichon dasypus" "東方毛腳燕" "species" "NLC" "v1080131" "D" NA "bird" "380361" "Delichon dasypus" NA "species" 1024107 1024107 "b571c798-4f62-4a80-aa8c-51d74351aa41"
295 "Cinclus pallasii" "河烏" "species" "NLC" "v1080131" "D" NA "bird" "380311" "Cinclus pallasii" NA "species" 1023961 1023961 "047d0058-af6a-47a0-ab61-db86e0917fe2"
296 "Ixos amaurotis harterti" "棕耳鵯" "infraspecies" "NLC" "v1080131" "D" NA "bird" "425204" "Hypsipetes amaurotis harterti" "Hypsipetes amaurotis harterti" "infraspecies" 425204 425204 "12f55031-e66e-40df-8171-03a4064270ac"
297 "Acrocephalus arundinaceus" "東方大葦鶯" "species" "NLC" "v1080131" "D" NA "bird" "404538" "Acrocephalus orientalis" "Acrocephalus orientalis" "species" 404538 404538 "5c6e0465-66ef-4dfc-bfca-0878be75119b"
298 "Zosterops meyeni batanis" "低地繡眼" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380489" "Zosterops meyeni batanis" NA "infraspecies" 380489 380489 "9be63a32-1746-4a15-ade5-dee06b93d484"
299 "Tarsiger cyanurus" "藍尾鴝" "species" "NLC" "v1080131" "D" NA "bird" "419682" "Tarsiger cyanurus" NA "species" 1025628 1025628 "4cf10880-fae5-44b5-9b7a-41b21c036b2d"
300 "Monticola solitarius philippensis" "藍磯鶇(棕腹亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "380386" "Monticola solitarius" NA "infraspecies" 380386 380386 "d67446c5-0a6f-4b5b-bf75-19ef3300cb4b"
300 "Monticola solitarius pandoo" "藍磯鶇(藍腹亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420254" "Monticola solitarius" NA "infraspecies" 420254 420254 "0df71c7a-798d-4b92-b56f-974f6b7edc42"
300 "Monticola solitarius" "藍磯鶇" "species" "NLC" "v1080131" "D" NA "bird" "380386" "Monticola solitarius" NA "species" 1024839 1024839 "f9dcdacf-4078-4506-a59a-ecaa53eb27f6"
301 "Saxicola torquatus" "黑喉鴝" "species" "NLC" "v1080131" "D" NA "bird" "427294" "Saxicola maurus" "Saxicola maurus" "species" 1025440 1025440 "737210da-f1d3-4a13-903a-280049626006"
302 "Zoothera aurea aurea" "白氏地鶇(指名亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420169" "Zoothera aurea" NA "infraspecies" 420169 420169 "9d228fcf-9b97-4431-be6b-9dc500323656"
302 "Zoothera aurea toratugumi" "白氏地鶇(日本亞種)" "infraspecies" "NLC" "v1080131" "D" NA "bird" "420257" "Zoothera aurea" NA "infraspecies" 420257 420257 "afcba86e-e370-45fc-9b98-4feb057b5330"
302 "Zoothera aurea" "白氏地鶇" "species" "NLC" "v1080131" "D" NA "bird" "380409" "Zoothera aurea" NA "species" 1025821 1025821 "c14a3ac4-7eb3-48ff-8d2d-88f9fe92bcdc"
303 "Turdus mandarinus" "中國黑鶇" "species" "NLC" "v1080131" "D" NA "bird" "432202" "Turdus mandarinus" NA "species" 1025724 1025724 "0e0142de-1e0e-4816-8868-ec09351b13b9"
304 "Turdus obscurus" "白眉鶇" "species" "NLC" "v1080131" "D" NA "bird" "380406" "Turdus obscurus" NA "species" 380406 380406 "eec219d0-c97c-43b3-9c43-c2fe82c56558"
305 "Turdus pallidus" "白腹鶇" "species" "NLC" "v1080131" "D" NA "bird" "380407" "Turdus pallidus" NA "species" 380407 380407 "89414484-ff6f-4b1c-8461-a9ebe418e43d"
306 "Turdus chrysolaus" "赤腹鶇" "species" "NLC" "v1080131" "D" NA "bird" "380402" "Turdus chrysolaus" NA "species" 1025723 1025723 "a6181f59-714c-4c50-af2a-a61476ba8683"
307 "Turdus eunomus" "斑點鶇" "species" "NLC" "v1080131" "D" NA "bird" "380405" "Turdus eunomus" NA "species" 404667 404667 "ac319ead-a32b-4d57-91e9-410aee067fb2"
