"auto_id" "taxon_name" "name_c" "redlist_taxon_rank" "category" "version" "criteria" "adjusting" "taxon_group" "name_code" "TBN_scientific_name" "Different_scientific_name" "TBN_taxon_rank" "tp_tid" "ra_tid" "uuid"
109 "Sittiparus castaneoventris" "赤腹山雀" "species" "NNT" "v1080131" "B1b(v)" NA "bird" "432166" "Sittiparus castaneoventris" NA "species" 432166 432166 "b64554fc-0c0a-4ade-9e0d-5eb3cd84b0e7"
110 "Parus monticolus insperatus" "青背山雀" "infraspecies" "NNT" "v1080131" "B1b(v)" NA "bird" "380416" "Parus monticolus insperatus" NA "infraspecies" 380416 380416 "60c16ff7-c3df-469f-ad85-84c16443859f"
111 "Parus holsti" "黃山雀" "species" "NNT" "v1080131" "A2a; B1b(v); C1" NA "bird" "432368" "Machlolophus holsti" "Machlolophus holsti" "species" 432368 432368 "ccab507a-b6e1-4063-9252-9c9318aaf524"
112 "Troglodytes troglodytes taivanus" "鷦鷯" "infraspecies" "NNT" "v1080131" "B1b(i, v); C1" NA "bird" "380310" "Troglodytes troglodytes taivanus" NA "infraspecies" 380310 380310 "dcc62a9a-a73f-4381-abe0-2dc4572941cc"
113 "Cettia acanthizoides concolor" "深山鶯" "infraspecies" "NNT" "v1080131" "B1b(i)" NA "bird" "428584" "Horornis acanthizoides concolor" "Horornis acanthizoides concolor" "infraspecies" 428584 428584 "03519181-616a-4f5b-87dd-36be6d1d7228"
114 "Bradypterus alishanensis" "臺灣叢樹鶯" "species" "NNT" "v1080131" "A2(a); B1b(i, v)" NA "bird" "428588" "Locustella alishanensis" "Locustella alishanensis" "species" 428588 428588 "afff8ca8-60e5-408f-b56b-18913d053c3a"
115 "Prinia crinigera striata" "斑紋鷦鶯" "infraspecies" "NNT" "v1080131" "A2b" NA "bird" "425224" "Prinia crinigera striata" NA "infraspecies" 425224 425224 "a16f0b8d-92b3-4dd5-9e0b-65df3699c9e9"
116 "Alcippe formosana" "褐頭花翼" "species" "NNT" "v1080131" "B1b(i, v)" NA "bird" "425189" "Fulvetta formosana" "Fulvetta formosana" "species" 425189 425189 "2e269b3e-f070-43fd-b118-42667e65ae98"
117 "Paradoxornis webbianus bulomacha" "粉紅鸚嘴" "infraspecies" "NNT" "v1080131" "A2b" NA "bird" "432369" "Sinosuthora webbiana bulomacha" "Sinosuthora webbiana bulomacha" "infraspecies" 432369 432369 "1f7663d2-62ae-49d2-ad7d-758ff643c641"
118 "Garrulax ruficeps" "臺灣白喉噪眉" "species" "NNT" "v1080131" "D" NA "bird" "428595" "Ianthocincla ruficeps" "Ianthocincla ruficeps" "species" 428595 428595 "3a87a4f1-eefd-4105-b95b-b9006b24ccdd"
119 "Brachypteryx montana goodfellowi" "小翼鶇" "infraspecies" "NNT" "v1080131" "A2a; B1b(ii, v)" NA "bird" "380372" "Brachypteryx montana goodfellowi" NA "infraspecies" 380372 380372 "79946b7b-c023-420a-8395-c1ef8f68d82b"
120 "Turdus poliocephalus niveiceps" "白頭鶇" "infraspecies" "NNT" "v1080131" "B1c(ii)+2c(i); D" NA "bird" "380408" "Turdus poliocephalus niveiceps" NA "infraspecies" 380408 380408 "e1a93139-8f2a-4448-82cb-0618ba26a02a"
121 "Gallinula chloropus" "紅冠水雞" "species" "NLC" "v1080131" "A" NA "bird" "380299" "Gallinula chloropus" NA "species" 1024385 1024385 "5e5f7229-46dc-4eb0-93af-9ae0333f3abc"
122 "Recurvirostra avosetta" "反嘴<U+9D34>" "species" "NLC" "v1080131" "A" NA "bird" "380149" "Recurvirostra avosetta" NA "species" 380149 380149 "8cf906d2-0fd8-44fd-91ad-d0f7c6a0551a"
123 "Cuculus sparverioides" "鷹鵑" "species" "NLC" "v1080131" "A" NA "bird" "432251" "Hierococcyx sparverioides" "Hierococcyx sparverioides" "species" 419697 419697 "4a5551ba-234c-4bf3-a9a7-98c30399f5c3"
124 "Otus sunia japonicus" "東方角鴞(日本亞種)" "infraspecies" "NLC" "v1080131" "A" NA "bird" "404622" "Otus sunia" NA "infraspecies" 404622 404622 "95977a32-ea9f-4ef3-aeb8-89c248bce464"
124 "Otus sunia stictonotus" "東方角鴞(東北亞種)" "infraspecies" "NLC" "v1080131" "A" NA "bird" "420276" "Otus sunia" NA "infraspecies" 420276 420276 "291b013a-a0fa-4e88-9478-940173828f24"
124 "Otus sunia" "東方角鴞" "species" "NLC" "v1080131" "A" NA "bird" "404622" "Otus sunia" NA "species" 1025030 1025030 "c1927c41-b4d2-4726-8614-e3f34a3dee51"
125 "Arborophila crudigular" "臺灣山鷓鴣" "species" "NLC" "v1080131" "A; B" NA "bird" "380285" "Arborophila crudigularis" "Arborophila crudigularis" "species" 380285 380285 "e17f3444-d8de-4a62-b4af-9888b58c4f93"
126 "Bambusicola sonorivox" "台灣竹雞" "species" "NLC" "v1080131" "A; B" NA "bird" "419874" "Bambusicola sonorivox" NA "species" 419874 419874 "53905e4b-a68b-4775-8504-f581229a6c0d"
127 "Tachybaptus ruficollis" "小<U+9E0A><U+9DC9>" "species" "NLC" "v1080131" "A; B" NA "bird" "380198" "Tachybaptus ruficollis" NA "species" 1025604 1025604 "b79ef67c-e3f2-4c38-94f6-a7b79217664a"
128 "Elanus caeruleus" "黑翅鳶" "species" "NLC" "v1080131" "A; B" NA "bird" "404578" "Elanus caeruleus" NA "species" 1024209 1024209 "ad5b2b40-aad1-43d5-8963-708d73adc98a"
129 "Spilornis cheela hoya" "大冠鷲" "infraspecies" "NLC" "v1080131" "A; B; C; D" NA "bird" "380117" "Spilornis cheela hoya" NA "infraspecies" 380117 380117 "9e3f272f-1fc2-41e5-9ce7-5c3885a967ec"
130 "Anous stolidus" "玄燕鷗" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380164" "Anous stolidus" NA "species" 1023581 1023581 "76f9f298-fd14-4242-8f51-c6a40783435d"
131 "Onychoprion anaethetus" "白眉燕鷗" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "425232" "Onychoprion anaethetus" NA "species" 1024993 1024993 "fd252b08-fce5-4cc0-a698-b25a01828184"
132 "Sterna dougallii" "紅燕鷗" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380182" "Sterna dougallii" NA "species" 1025543 1025543 "7559234a-62cd-4f7b-a6cb-313de3115a12"
133 "Sterna sumatrana" "蒼燕鷗" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380186" "Sterna sumatrana" NA "species" 1025545 1025545 "c92ed9a7-3377-472f-87d5-c85ae940d1cc"
134 "Thalasseus bergii" "鳳頭燕鷗" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "420056" "Thalasseus bergii" NA "species" 1025652 1025652 "96507010-27ae-438b-bd64-0be53aa069dd"
135 "Pica pica" "喜鵲" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380334" "Pica pica" NA "species" 1025225 1025225 "212af887-0f7b-478e-8e22-d9fdb9759027"
136 "Parus ater ptilosus" "煤山雀" "infraspecies" "NLC" "v1080131" "A; B; C; D" NA "bird" "419676" "Periparus ater ptilosus" "Periparus ater ptilosus" "infraspecies" 419676 419676 "d1806e25-f71b-4c45-b8c7-6cb62d373eb1"
137 "Muscicapa ferruginea" "紅尾鶲" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380388" "Muscicapa ferruginea" NA "species" 380388 380388 "c42ead69-5725-4bbb-b3db-22810ec74dd4"
138 "Carpodacus formosanus" "台灣朱雀" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "425192" "Carpodacus formosanus" NA "species" 425192 425192 "9948f41b-fc69-4e6f-849e-e8c2dacd825f"
139 "Passer montanus" "麻雀" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "404623" "Passer montanus" NA "species" 1025139 1025139 "b31b71bc-2539-44b1-8962-7cf7804ff182"
140 "Lonchura striata" "白腰文鳥" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380427" "Lonchura striata" NA "species" 1024678 1024678 "63cad33a-13d4-495e-953c-ef72db7f31f8"
141 "Lonchura punctulata" "斑文鳥" "species" "NLC" "v1080131" "A; B; C; D" NA "bird" "380426" "Lonchura punctulata" NA "species" 1024677 1024677 "e37fd4e8-49de-4516-a446-c5782535d5d1"
142 "Dendrocopos canicapillus" "小啄木" "species" "NLC" "v1080131" "A; B; D" NA "bird" "380491" "Dendrocopos canicapillus" NA "species" 1024116 1024116 "0bfd8a68-bdff-4cc5-8336-efc005edd1c8"
143 "Regulus goodfellowi" "火冠戴菊鳥" "species" "NLC" "v1080131" "A; B; D" NA "bird" "380442" "Regulus goodfellowi" NA "species" 380442 380442 "fc9b6509-2981-4915-b09b-7d289bb4622b"
144 "Garrulax morrisonianus" "臺灣噪眉" "species" "NLC" "v1080131" "A; B; D" NA "bird" "428598" "Trochalopteron morrisonianum" "Trochalopteron morrisonianum" "species" 428598 428598 "8b4b1b08-5329-4d14-ba12-c60fed02e413"
145 "Niltava vivida vivida" "黃腹琉璃" "infraspecies" "NLC" "v1080131" "A; B; D" NA "bird" "425216" "Niltava vivida vivida" NA "infraspecies" 425216 425216 "8f47a187-2c97-405f-acc3-6285f6cf96bb"
146 "Tarsiger johnstoniae" "栗背林鴝" "species" "NLC" "v1080131" "A; B; D" NA "bird" "419684" "Tarsiger johnstoniae" NA "species" 419684 419684 "2a938a10-e730-444a-93c2-93c753907c31"
147 "Rhyacornis fuliginosa affinis" "鉛色水鶇" "infraspecies" "NLC" "v1080131" "A; B; D" NA "bird" "425227" "Phoenicurus fuliginosus affinis" "Phoenicurus fuliginosus affinis" "infraspecies" 425227 425227 "cb356438-6649-4f2b-82af-fb6cfcef282a"
148 "Dicaeum ignipectus formosum" "紅胸啄花" "infraspecies" "NLC" "v1080131" "A; B; D" NA "bird" "428600" "Dicaeum ignipectus formosum" NA "infraspecies" 428600 428600 "f591488a-7abc-44fe-bb37-808465621023"
149 "Gelochelidon nilotica" "鷗嘴燕鷗" "species" "NLC" "v1080131" "A; C" NA "bird" "431225" "Gelochelidon nilotica" NA "species" 1024405 1024405 "97cb11c5-a7ef-4555-b254-d19b02b8acf2"
150 "Phalacrocorax carbo" "鸕<U+9E5A>" "species" "NLC" "v1080131" "A; C; D" NA "bird" "380193" "Phalacrocorax carbo" NA "species" 1025181 1025181 "28fbd168-7f4e-4841-b0a1-e4d5498adf0c"
151 "Merops philippinus" "栗喉蜂虎" "species" "NLC" "v1080131" "A; C; D" NA "bird" "419642" "Merops philippinus" NA "species" 419642 419642 "65581355-a257-4b69-9ca3-f780ef8df44b"
152 "Acridotheres cristatellus cristatellus" "八哥(大陸亞種)" "infraspecies" "NLC" "v1080131" "A; C; D" NA "bird" "432293" "Acridotheres cristatellus" NA "infraspecies" 432293 432293 "74b1b544-85c2-44cc-ac1d-463ac1c1a3f2"
152 "Acridotheres cristatellus" "八哥" "species" "NLC" "v1080131" "A; C; D" NA "bird" "380445" "Acridotheres cristatellus" NA "species" 1023443 1023443 "56db805c-faf5-417c-8d04-ae8f442ca622"
153 "Accipiter virgatus fuscipectus" "松雀鷹" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380101" "Accipiter virgatus fuscipectus" NA "infraspecies" 380101 380101 "83d5702a-0f7d-44cb-bb4b-0363432d7683"
154 "Butastur indicus" "灰面鵟鷹" "species" "NLC" "v1080131" "A; D" NA "bird" "380105" "Butastur indicus" NA "species" 380105 380105 "dff00aa5-f437-45cb-aefb-14ce0ecb9a75"
155 "Amaurornis phoenicurus" "白腹秧雞" "species" "NLC" "v1080131" "A; D" NA "bird" "380296" "Amaurornis phoenicurus" NA "species" 1023524 1023524 "335050b7-a31c-4cd0-89e0-660eb136fb2b"
156 "Turnix suscitator rostratus" "棕三趾鶉" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380509" "Turnix suscitator rostratus" NA "infraspecies" 380509 380509 "973c40f7-ac38-4640-b074-e7d63813a335"
157 "Sterna hirundo longipennis" "燕鷗(東北亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380184" "Sterna hirundo" NA "infraspecies" 380184 380184 "598c1cc9-dd96-48c4-bb9d-eb13b0346b1d"
157 "Sterna hirundo minussensis" "燕鷗(蒙古亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "420278" "Sterna hirundo" NA "infraspecies" 420278 420278 "cbae67b4-4ddb-4724-b67e-5beea51555e6"
157 "Sterna hirundo" "燕鷗" "species" "NLC" "v1080131" "A; D" NA "bird" "380184" "Sterna hirundo" NA "species" 1025544 1025544 "7c473bc9-8401-4050-97fd-9ca850a49f94"
158 "Columba pulchricollis" "灰林鴿" "species" "NLC" "v1080131" "A; D" NA "bird" "380263" "Columba pulchricollis" NA "species" 380263 380263 "a8e2f31e-ee7b-46d0-9d9d-480ee39d4272"
159 "Streptopelia orientalis orii" "金背鳩" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380267" "Streptopelia orientalis orii" NA "infraspecies" 380267 380267 "85d262ad-9949-488f-a94a-b2ac006c56d6"
160 "Streptopelia tranquebarica" "紅鳩" "species" "NLC" "v1080131" "A; D" NA "bird" "380268" "Streptopelia tranquebarica" NA "species" 1025561 1025561 "91afba4c-fa53-4013-8a65-d95c85ff8056"
161 "Spilopelia chinensis" "珠頸斑鳩" "species" "NLC" "v1080131" "A; D" NA "bird" "380266" "Streptopelia chinensis" "Streptopelia chinensis" "species" 1025559 1025559 "c95ec69e-9bba-4a38-a648-5b2dc87a9fd1"
162 "Chalcophaps indica" "翠翼鳩" "species" "NLC" "v1080131" "A; D" NA "bird" "380261" "Chalcophaps indica" NA "species" 1023914 1023914 "41908017-ab7c-4f18-a0e4-dd9d5b646d62"
163 "Treron sieboldii" "綠鳩" "species" "NLC" "v1080131" "A; D" NA "bird" "432249" "Treron sieboldii" NA "species" 1025694 1025694 "11fd2b6a-3cc1-4de3-8c15-165ef2f79193"
164 "Centropus bengalensis" "番鵑" "species" "NLC" "v1080131" "A; D" NA "bird" "380278" "Centropus bengalensis" NA "species" 1023881 1023881 "3fedadca-711f-44fe-9098-e660a11c2e94"
165 "Otus spilocephalus pithecops" "黃嘴角鴞" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380505" "Otus spilocephalus hambroecki" "Otus spilocephalus hambroecki" "infraspecies" 380505 380505 "6871aaf7-684a-4879-8c35-8e3361f1b096"
166 "Otus lettia glabripes" "領角鴞" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "419715" "Otus lettia glabripes" NA "infraspecies" 419715 419715 "81206f87-53f9-4aae-a450-abcd552c0f80"
167 "Ninox japonica totogo" "褐鷹鴞(留鳥亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "425217" "Ninox japonica" NA "infraspecies" 425217 425217 "511b4cc5-2de3-4d3e-9679-0fab463d8533"
167 "Ninox japonica japonica" "褐鷹鴞(過境亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "425218" "Ninox japonica" NA "infraspecies" 425218 425218 "cada44ce-c5d7-4a2c-a2d4-7a4372b61898"
167 "Ninox japonica" "褐鷹鴞" "species" "NLC" "v1080131" "A; D" NA "bird" "425217" "Ninox japonica" NA "species" 1024923 1024923 "8f515304-fd5c-4841-b05f-8caab8268021"
168 "Alcedo atthis" "翠鳥" "species" "NLC" "v1080131" "A; D" NA "bird" "380272" "Alcedo atthis" NA "species" 1023511 1023511 "e5e6767d-cda7-48fb-b1e8-103170303403"
169 "Psilopogon nuchalis" "五色鳥" "species" "NLC" "v1080131" "A; D" NA "bird" "430649" "Psilopogon nuchalis" NA "species" 430649 430649 "82d0d230-f44b-4254-8eed-0a1f79896939"
170 "Erpornis zantholeuca" "綠畫眉" "species" "NLC" "v1080131" "A; D" NA "bird" "425240" "Erpornis zantholeuca" NA "species" 1024280 1024280 "336c26b9-c6a2-4510-bb06-c761316577d2"
171 "Oriolus traillii ardens" "朱鸝" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380331" "Oriolus traillii ardens" NA "infraspecies" 380331 380331 "2a7dbf7c-f290-45ab-98cf-f71b787aeba1"
172 "Dicrurus macrocercus harterti" "大卷尾" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "420271" "Dicrurus macrocercus harterti" NA "infraspecies" 420271 420271 "c0af0a31-1087-4601-b1b6-945642537e16"
173 "Dicrurus aeneus braunianus" "小卷尾" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380324" "Dicrurus aeneus braunianus" NA "infraspecies" 380324 380324 "3f193303-d623-46b8-b9ac-a44e5b7a6172"
174 "Hypothymis azurea oberholseri" "黑枕藍鶲" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380328" "Hypothymis azurea oberholseri" NA "infraspecies" 380328 380328 "0505145a-853b-4672-ba2c-e1f7e1515dce"
175 "Urocissa caerulea" "台灣藍鵲" "species" "NLC" "v1080131" "A; D" NA "bird" "380336" "Urocissa caerulea" NA "species" 380336 380336 "70840ef4-f982-4e5f-8691-2f7f961831e1"
176 "Dendrocitta formosae formosae" "樹鵲" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380323" "Dendrocitta formosae formosae" NA "infraspecies" 380323 380323 "e820d0f8-4a48-4885-a735-0adf9b0a8ed1"
177 "Nucifraga caryocatactes owstoni" "星鴉" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380329" "Nucifraga caryocatactes owstoni" NA "infraspecies" 380329 380329 "6c40792c-03a9-45ac-a176-a0a947b7d22b"
178 "Corvus macrorhynchos" "巨嘴鴉" "species" "NLC" "v1080131" "A; D" NA "bird" "380321" "Corvus macrorhynchos" NA "species" 1024022 1024022 "58da5c37-bbd7-4b35-a555-ff8d43831b46"
179 "Alauda gulgula wattersi" "小雲雀(本島亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380308" "Alauda gulgula" NA "infraspecies" 380308 380308 "d69e3872-b695-4ffc-a91d-0b9c2a77343e"
179 "Alauda gulgula coelivox" "小雲雀(澎湖亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "420267" "Alauda gulgula" NA "infraspecies" 420267 420267 "9472d259-7d45-491b-9cdf-a71df39b5fb1"
179 "Alauda gulgula" "小雲雀" "species" "NLC" "v1080131" "A; D" NA "bird" "380308" "Alauda gulgula" NA "species" 1023507 1023507 "fccb856c-dc75-4e5f-9aaf-fa228ae855ad"
180 "Hirundo rustica gutturalis" "家燕(白腹亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380362" "Hirundo rustica" NA "infraspecies" 380362 380362 "b52f9731-5587-47e2-8181-f5e4a10f789f"
180 "Hirundo rustica mandschurica" "家燕(紅腹亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "432273" "Hirundo rustica" NA "infraspecies" 432273 432273 "2a2aec93-ddad-4d8c-9a9b-f8a5e0d92350"
180 "Hirundo rustica tytleri" "家燕(蒙古亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "432274" "Hirundo rustica" NA "infraspecies" 432274 432274 "52c34a77-ee93-499c-92dc-a053c5049cc6"
180 "Hirundo rustica" "家燕" "species" "NLC" "v1080131" "A; D" NA "bird" "380362" "Hirundo rustica" NA "species" 1024501 1024501 "fb1ab992-6465-47c7-838a-02a739097d6f"
181 "Hirundo tahitica namiyei" "洋燕(臺灣亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380364" "Hirundo tahitica" NA "infraspecies" 380364 380364 "67f4b13c-b4da-4b62-9f05-bcd433c5cdd5"
181 "Hirundo tahitica javanica" "洋燕(蘭嶼亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "420268" "Hirundo tahitica" NA "infraspecies" 420268 420268 "0ec707fe-c1d1-479d-9f3a-dbb657fbfb21"
181 "Hirundo tahitica" "洋燕" "species" "NLC" "v1080131" "A; D" NA "bird" "380364" "Hirundo tahitica" NA "species" 1024502 1024502 "3d088f56-0d6f-4d18-a4ef-2116849712a7"
182 "Hirundo daurica" "赤腰燕" "species" "NLC" "v1080131" "A; D" NA "bird" "404560" "Cecropis striolata" "Cecropis striolata" "species" 1023865 1023865 "3acac136-4af6-413c-a67b-839daf8c80e6"
183 "Aegithalos concinnus" "紅頭山雀" "species" "NLC" "v1080131" "A; D" NA "bird" "380307" "Aegithalos concinnus" NA "species" 1023464 1023464 "a676bcfe-195c-4983-a08a-d9259d197b9e"
184 "Spizixos semitorques cinereicapillus" "白環鸚嘴鵯" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380441" "Spizixos semitorques cinereicapillus" NA "infraspecies" 380441 380441 "16ff889b-e7d2-46fc-b690-7de745310cb3"
185 "Pycnonotus sinensis formosae" "白頭翁" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380439" "Pycnonotus sinensis formosae" NA "infraspecies" 380439 380439 "54b7ade7-1d63-44ff-87c1-1648197d8df8"
186 "Hypsipetes leucocephalus nigerrimus" "紅嘴黑鵯" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380437" "Hypsipetes leucocephalus nigerrimus" NA "infraspecies" 380437 380437 "a49ae946-1f05-4768-9b2f-72c9d5e59903"
187 "Pnoepyga formosana" "台灣鷦眉" "species" "NLC" "v1080131" "A; D" NA "bird" "419692" "Pnoepyga formosana" NA "species" 419692 419692 "2adcab4f-c578-4159-8bd6-8ebdb9a09dfd"
188 "Abroscopus albogularis" "棕面鶯" "species" "NLC" "v1080131" "A; D" NA "bird" "380452" "Abroscopus albogularis" NA "species" 1023411 1023411 "87ee4326-4385-4867-9023-30fd6fd73d09"
189 "Cettia fortipes robustipes" "小鶯" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "428582" "Horornis fortipes robustipes" "Horornis fortipes robustipes" "infraspecies" 428582 428582 "4357e4b5-3f7c-438d-9ec0-4d8cd953744e"
190 "Cisticola juncidis" "棕扇尾鶯" "species" "NLC" "v1080131" "A; D" NA "bird" "380313" "Cisticola juncidis" NA "species" 1023970 1023970 "87ea6161-4369-4527-9cf0-8a1ad9f22a66"
191 "Cisticola exilis volitans" "黃頭扇尾鶯" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380312" "Cisticola exilis volitans" NA "infraspecies" 380312 380312 "c8b2d4f1-64f5-4ac9-8397-571c137a4e9a"
192 "Prinia flaviventris" "灰頭鷦鶯" "species" "NLC" "v1080131" "A; D" NA "bird" "380315" "Prinia flaviventris" NA "species" 1025301 1025301 "67c95c1b-08e6-4d61-b736-2e951ca55bca"
193 "Prinia inornata flavirostris" "褐頭鷦鶯" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380316" "Prinia inornata flavirostris" NA "infraspecies" 380316 380316 "69ae8170-383b-4ee0-977a-b9aec8d5a704"
194 "Yuhina brunneiceps" "冠羽畫眉" "species" "NLC" "v1080131" "A; D" NA "bird" "380486" "Yuhina brunneiceps" NA "species" 380486 380486 "2dc77ddb-7020-4701-b24f-7c548ca059c4"
195 "Zosterops japonicus simplex" "綠繡眼(台灣亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "380488" "Zosterops japonicus" NA "infraspecies" 380488 380488 "e0275275-b446-49fa-801c-dd66ed623d96"
195 "Zosterops japonicus japonicus" "綠繡眼(指名亞種)" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "432286" "Zosterops japonicus" NA "infraspecies" 432286 432286 "32fe4ba9-89e8-4005-8f56-2610eccc1113"
195 "Zosterops japonicus" "綠繡眼" "species" "NLC" "v1080131" "A; D" NA "bird" "380488" "Zosterops japonicus" NA "species" 1025825 1025825 "8b5005a9-c1a9-4195-ad7c-4bf6215b8be2"
196 "Stachyris ruficeps praecognita" "山紅頭" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "428592" "Cyanoderma ruficeps praecognitum" "Cyanoderma ruficeps praecognitum" "infraspecies" 428592 428592 "9f84a519-c070-4703-9113-d6fcde1abc42"
197 "Pomatorhinus ruficollis" "小彎嘴" "species" "NLC" "v1080131" "A; D" NA "bird" "419691" "Pomatorhinus musicus" "Pomatorhinus musicus" "species" 419691 419691 "437ca8c4-d8cc-4885-8bd2-f24197c73f75"
198 "Pomatorhinus erythrogenys" "大彎嘴" "species" "NLC" "v1080131" "A; D" NA "bird" "428593" "Megapomatorhinus erythrocnemis" "Megapomatorhinus erythrocnemis" "species" 428593 428593 "9512dbd6-83cb-414b-bcbf-319985c711ff"
199 "Alcippe brunnea brunneaus" "頭烏線" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "428594" "Schoeniparus brunneus brunneus" "Schoeniparus brunneus brunneus" "infraspecies" 428594 428594 "113edf4b-7c13-4ae0-8e01-bcf2d1e38486"
200 "Alcippe morrisonia morrisonia" "繡眼畫眉" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "421140" "Alcippe morrisonia" "Alcippe morrisonia" "species" 421140 421140 "f242d6c5-6197-4025-af81-78ea801ea36c"
201 "Garrulax poecilorhynchus" "棕噪眉" "species" "NLC" "v1080131" "A; D" NA "bird" "428597" "Ianthocincla poecilorhyncha" "Ianthocincla poecilorhyncha" "species" 428597 428597 "a2882575-aa64-40f6-8988-2bd95dafd495"
202 "Heterophasia auricularis" "白耳畫眉" "species" "NLC" "v1080131" "A; D" NA "bird" "380467" "Heterophasia auricularis" NA "species" 380467 380467 "84e5026b-061f-467f-8e4e-a38e7fb29026"
203 "Liocichla steerii" "黃胸藪眉" "species" "NLC" "v1080131" "A; D" NA "bird" "380468" "Liocichla steerii" NA "species" 380468 380468 "b3ebff46-3b98-4252-aaaf-5bb401ab46cd"
204 "Actinodura morrisoniana" "紋翼畫眉" "species" "NLC" "v1080131" "A; D" NA "bird" "380455" "Actinodura morrisoniana" NA "species" 380455 380455 "a28f4753-860e-4e48-a23c-7510f9e29bff"
205 "Myophonus insularis" "台灣紫嘯鶇" "species" "NLC" "v1080131" "A; D" NA "bird" "404613" "Myophonus insularis" NA "species" 404613 404613 "6d62854a-b69a-4629-9cce-3221a2df4189"
206 "Cinclidium leucurum montium" "白尾鴝" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "419688" "Cinclidium leucurum montium" NA "infraspecies" 419688 419688 "2a067f71-4558-41d1-a01f-6633ee16425a"
207 "Dicaeum concolor uchidai" "綠啄花" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "425199" "Dicaeum minullum uchidai" "Dicaeum minullum uchidai" "infraspecies" 425199 425199 "4b2190e6-7993-4251-b56f-e8252fd24486"
208 "Pyrrhula nipalensis uchidae" "褐鷽" "infraspecies" "NLC" "v1080131" "A; D" NA "bird" "420223" "Pyrrhula nipalensis uchidae" NA "infraspecies" 420223 420223 "018d7267-88f1-402f-830b-4630eb607d0e"
209 "Mareca penelope" "赤頸鴨" "species" "NLC" "v1080131" "B" NA "bird" "380064" "Anas penelope" "Anas penelope" "species" 380064 380064 "f1be7b47-b980-4275-af26-a3d255915237"
210 "Anas acuta" "尖尾鴨" "species" "NLC" "v1080131" "B" NA "bird" "380057" "Anas acuta" NA "species" 380057 380057 "99a7a10b-343b-4300-9e7b-ba118a0d60ff"
212 "Eophona migratoria" "小桑鳲" "species" "NLC" "v1080131" "B" NA "bird" "380355" "Eophona migratoria" NA "species" 1024241 1024241 "0a1e54c3-4c8e-4f33-8ad6-0f54b19af37d"
213 "Anas zonorhyncha" "花嘴鴨" "species" "NLC" "v1080131" "B; D" NA "bird" "419618" "Anas zonorhyncha" NA "species" 419618 419618 "c870cb23-1aa0-438e-9873-61f8d920f274"
214 "Spatula clypeata" "琵嘴鴨" "species" "NLC" "v1080131" "B; D" NA "bird" "380059" "Anas clypeata" "Anas clypeata" "species" 380059 380059 "a34e2798-e835-4885-ac47-f9a752ab0f24"
