"","auto_id","Scientific.name_TBNinfra","Scientific.name_RLinfra","Chinese.common.name_RL","category_TWRL","Version","criteria_TWRL","taxon_group_TWRL","name_code_TWRL","taxon_rank_TWRL","tp_tid_infra","ra_tid_infra","taibnet_namecode_infra","uuid_infra","rank_infra","Scientific.name_TBN","Scientific.name_RL","tp_tid_species","ra_tid_species","taibnet_namecode_species","uuid_species","rank_species"
"322",316,"Fringilla montifringilla","Fringilla montifringilla","花雀","NLC","v1080131","D","bird","380357","species",380357,380357,380357,"5e3f9bb9-88a8-4668-9d7d-b111e113add9","species","Fringilla montifringilla","Fringilla montifringilla",380357,380357,380357,"5e3f9bb9-88a8-4668-9d7d-b111e113add9","species"
"323",317,"Spinus spinus","Carduelis spinus","黃雀","NLC","v1080131","D","bird","419847","species",419847,419847,419847,"b75d0ff4-3b92-4cca-b5e3-1a96a6c0a28e","species","Spinus spinus","Carduelis spinus",419847,419847,419847,"b75d0ff4-3b92-4cca-b5e3-1a96a6c0a28e","species"
"324",318,"Anas querquedula","Spatula querquedula","白眉鴨","NLC","v1080131","D","bird","380067","species",380067,380067,380067,"463dd63a-ff6f-4d55-b897-fe888e25c88a","species","Anas querquedula","Spatula querquedula",380067,380067,380067,"463dd63a-ff6f-4d55-b897-fe888e25c88a","species"
"325",319,"Aythya fuligula","Aythya fuligula","鳳頭潛鴨","NLC","v1080131","C1","bird","380076","species",380076,380076,380076,"1f4449ea-89de-4222-8c93-c79432630bc0","species","Aythya fuligula","Aythya fuligula",380076,380076,380076,"1f4449ea-89de-4222-8c93-c79432630bc0","species"
"326",320,"Ardea purpurea","Ardea purpurea","紫鷺","NLC","v1080131","D","bird","380121","species",1023632,1023632,NA,"f2032202-53e3-4c22-8032-1c21174b28da","species","Ardea purpurea","Ardea purpurea",1023632,1023632,NA,"f2032202-53e3-4c22-8032-1c21174b28da","species"
"327",321,"Egretta sacra","Egretta sacra","岩鷺","NLC","v1080131","D","bird","380131","species",1024207,1024207,NA,"c1a6155d-afba-4016-81b8-f3e703a98c63","species","Egretta sacra","Egretta sacra",1024207,1024207,NA,"c1a6155d-afba-4016-81b8-f3e703a98c63","species"
"328",322,"Pandion haliaetus","Pandion haliaetus","魚鷹","NLC","v1080131","D","bird","380115","species",1025068,1025068,NA,"82702ec4-1655-4f43-83b8-cca275dad7d8","species","Pandion haliaetus","Pandion haliaetus",1025068,1025068,NA,"82702ec4-1655-4f43-83b8-cca275dad7d8","species"
"329",323,"Accipiter gularis","Accipiter gularis","日本松雀鷹","NLC","v1080131","D","bird","380097","species",1023423,1023423,NA,"41ce80a3-d156-4a32-8d50-cbd9938eb8cb","species","Accipiter gularis","Accipiter gularis",1023423,1023423,NA,"41ce80a3-d156-4a32-8d50-cbd9938eb8cb","species"
"330",324,"Buteo japonicus","Buteo japonicus","東方鵟","NLC","v1080131","D","bird","432224","species",1023768,1023768,NA,"27fbbbb9-e533-4c9b-a9a1-1e7dedf64715","species","Buteo japonicus","Buteo japonicus",1023768,1023768,NA,"27fbbbb9-e533-4c9b-a9a1-1e7dedf64715","species"
"331",325,"Tringa erythropus","Tringa erythropus","鶴鷸","NLC","v1080131","D","bird","380245","species",380245,380245,380245,"6f9870fb-8a2c-46a1-8347-3b0db1c2c9f8","species","Tringa erythropus","Tringa erythropus",380245,380245,380245,"6f9870fb-8a2c-46a1-8347-3b0db1c2c9f8","species"
"332",326,"Numenius phaeopus","Numenius phaeopus","中杓鷸","NLC","v1080131","D","bird","380238","species",1024944,1024944,NA,"e291c185-3320-4ba0-b24a-ab076d39fd96","species","Numenius phaeopus","Numenius phaeopus",1024944,1024944,NA,"e291c185-3320-4ba0-b24a-ab076d39fd96","species"
"333",327,"Calidris falcinellus","Calidris falcinellus","寬嘴鷸","NLC","v1080131","D","bird","428563","species",1023791,1023791,NA,"aba0fe4b-f48c-40e9-9b85-a1c996384a95","species","Calidris falcinellus","Calidris falcinellus",1023791,1023791,NA,"aba0fe4b-f48c-40e9-9b85-a1c996384a95","species"
"334",328,"Calidris acuminata","Calidris acuminata","尖尾濱鷸","NLC","v1080131","D","bird","380212","species",380212,380212,380212,"aa3a11ed-f656-49b4-be79-7c005ba8ba23","species","Calidris acuminata","Calidris acuminata",380212,380212,380212,"aa3a11ed-f656-49b4-be79-7c005ba8ba23","species"
"335",329,"Calidris alba","Calidris alba","三趾濱鷸","NLC","v1080131","D","bird","380213","species",1023788,1023788,NA,"1c244404-e312-42fe-8dd5-3e6679257312","species","Calidris alba","Calidris alba",1023788,1023788,NA,"1c244404-e312-42fe-8dd5-3e6679257312","species"
"336",330,"Larus crassirostris","Larus crassirostris","黑尾鷗","NLC","v1080131","C2b","bird","380171","species",380171,380171,380171,"cc21f98e-2adc-4a6a-89b0-0ea32f64e734","species","Larus crassirostris","Larus crassirostris",380171,380171,380171,"cc21f98e-2adc-4a6a-89b0-0ea32f64e734","species"
"337",331,"Cuculus micropterus","Cuculus micropterus","四聲杜鵑","NLC","v1080131","D","bird","404571","species",1024054,1024054,NA,"6ecc5c28-f0e5-4918-a0a0-167d19ef60fe","species","Cuculus micropterus","Cuculus micropterus",1024054,1024054,NA,"6ecc5c28-f0e5-4918-a0a0-167d19ef60fe","species"
"338",332,"Cuculus saturatus","Cuculus saturatus","北方中杜鵑","NLC","v1080131","A; C1","bird","420935","species",420935,420935,420935,"e90ae6b7-15bb-437b-9396-adf455be1bd5","species","Cuculus saturatus","Cuculus saturatus",420935,420935,420935,"e90ae6b7-15bb-437b-9396-adf455be1bd5","species"
"339",333,"Eudynamys scolopaceus","Eudynamys scolopaceus","噪鵑","NLC","v1080131","D","bird","404585","species",1024296,1024296,NA,"b949ed88-83b1-4790-997a-7cd9d7b8fef1","species","Eudynamys scolopaceus","Eudynamys scolopaceus",1024296,1024296,NA,"b949ed88-83b1-4790-997a-7cd9d7b8fef1","species"
"340",334,"Centropus sinensis","Centropus sinensis","褐翅鴉鵑","NLC","v1080131","D","bird","432250","species",1023882,1023882,NA,"d60f7459-8764-416a-b447-4b9ef07bc4d3","species","Centropus sinensis","Centropus sinensis",1023882,1023882,NA,"d60f7459-8764-416a-b447-4b9ef07bc4d3","species"
"341",335,"Hirundapus caudacutus","Hirundapus caudacutus","白喉針尾雨燕","NLC","v1080131","D","bird","380095","species",1024498,1024498,NA,"fb1c3f91-a16c-48f4-99e5-5f9a6ccd6af3","species","Hirundapus caudacutus","Hirundapus caudacutus",1024498,1024498,NA,"fb1c3f91-a16c-48f4-99e5-5f9a6ccd6af3","species"
"342",336,"Halcyon coromanda","Halcyon coromanda","赤翡翠","NLC","v1080131","C1","bird","380274","species",1024451,1024451,NA,"a3142e24-802d-43b9-8335-d7c4388f4c04","species","Halcyon coromanda","Halcyon coromanda",1024451,1024451,NA,"a3142e24-802d-43b9-8335-d7c4388f4c04","species"
"343",337,"Upupa epops","Upupa epops","戴勝","NLC","v1080131","D","bird","432258","species",1025752,1025752,NA,"1a71dd14-c6a1-4374-9589-3213e1db6ea2","species","Upupa epops","Upupa epops",1025752,1025752,NA,"1a71dd14-c6a1-4374-9589-3213e1db6ea2","species"
"344",338,"Falco tinnunculus","Falco tinnunculus","紅隼","NLC","v1080131","C1; D","bird","380157","species",1024356,1024356,NA,"9f5661de-c843-4aae-9ac9-09c34263aef2","species","Falco tinnunculus","Falco tinnunculus",1024356,1024356,NA,"9f5661de-c843-4aae-9ac9-09c34263aef2","species"
"345",339,"Falco peregrinus","Falco peregrinus","遊隼","NLC","v1080131","D","bird","380155","species",1024354,1024354,NA,"6d15baa8-ebdc-48e6-b0e8-76836acbd62e","species","Falco peregrinus","Falco peregrinus",1024354,1024354,NA,"6d15baa8-ebdc-48e6-b0e8-76836acbd62e","species"
"346",340,"Terpsiphone incei","Terpsiphone incei","阿穆爾壽帶","NLC","v1080131","D","bird","432198","species",432198,432198,432198,"1d45a016-63a3-41f3-a28c-6aab93101365","species","Terpsiphone incei","Terpsiphone incei",432198,432198,432198,"1d45a016-63a3-41f3-a28c-6aab93101365","species"
"347",341,"Acrocephalus bistrigiceps","Acrocephalus bistrigiceps","雙眉葦鶯","NLC","v1080131","D","bird","380454","species",380454,380454,380454,"5f4a5de8-704b-4fa1-9afb-836c0c5aafdb","species","Acrocephalus bistrigiceps","Acrocephalus bistrigiceps",380454,380454,380454,"5f4a5de8-704b-4fa1-9afb-836c0c5aafdb","species"
"348",342,"Locustella ochotensis","Locustella ochotensis","北蝗鶯","NLC","v1080131","C1","bird","432283","species",1024674,1024674,NA,"43b353db-13b1-4f14-b6a8-005a29be1789","species","Locustella ochotensis","Locustella ochotensis",1024674,1024674,NA,"43b353db-13b1-4f14-b6a8-005a29be1789","species"
"349",343,"Garrulax canorus","Garrulax canorus","大陸畫眉","NLC","v1080131","D","bird","432287","species",1024395,1024395,NA,"0b16d184-e6e6-4fcf-a1f5-2ddbd8ca43bd","species","Garrulax canorus","Garrulax canorus",1024395,1024395,NA,"0b16d184-e6e6-4fcf-a1f5-2ddbd8ca43bd","species"
"350",344,"Copsychus saularis","Copsychus saularis","鵲鴝","NLC","v1080131","D","bird","419424","species",419424,419424,419424,"be2248e3-4083-4435-9b12-d95dce563bbc","species","Copsychus saularis","Copsychus saularis",419424,419424,419424,"be2248e3-4083-4435-9b12-d95dce563bbc","species"
"351",345,"Cyanoptila cyanomelana","Cyanoptila cyanomelana","白腹琉璃","NLC","v1080131","D","bird","419687","species",1024065,1024065,NA,"ceda3010-eba6-46f7-a24e-f3a717f3b324","species","Cyanoptila cyanomelana","Cyanoptila cyanomelana",1024065,1024065,NA,"ceda3010-eba6-46f7-a24e-f3a717f3b324","species"
"352",346,"Myophonus caeruleus","Myophonus caeruleus","白斑紫嘯鶇","NLC","v1080131","D","bird","419668","species",419668,419668,419668,"53b0fc82-2b10-4899-b0e8-e7b1f230ca9c","species","Myophonus caeruleus","Myophonus caeruleus",419668,419668,419668,"53b0fc82-2b10-4899-b0e8-e7b1f230ca9c","species"
"353",347,"Turdus hortulorum","Turdus hortulorum","灰背鶇","NLC","v1080131","D","bird","380403","species",380403,380403,380403,"16427c88-3c38-4cf4-b5a1-9a91118403e2","species","Turdus hortulorum","Turdus hortulorum",380403,380403,380403,"16427c88-3c38-4cf4-b5a1-9a91118403e2","species"
"354",348,"Turdus cardis","Turdus cardis","烏灰鶇","NLC","v1080131","D","bird","380401","species",380401,380401,380401,"66feb8dc-d8f8-4a0f-8a5f-c32dceca9fbb","species","Turdus cardis","Turdus cardis",380401,380401,380401,"66feb8dc-d8f8-4a0f-8a5f-c32dceca9fbb","species"
"355",349,"Turdus naumanni","Turdus naumanni","紅尾鶇","NLC","v1080131","D","bird","380405","species",380405,380405,380405,"9e684979-4523-4b90-afb2-cb8b95999f30","species","Turdus naumanni","Turdus naumanni",380405,380405,380405,"9e684979-4523-4b90-afb2-cb8b95999f30","species"
"356",350,"Gracupica nigricollis","Sturnus nigricollis","黑領椋鳥","NLC","v1080131","D","bird","419447","species",419447,419447,419447,"1c50ca3b-a032-48a4-9d13-91bcd810a98a","species","Gracupica nigricollis","Sturnus nigricollis",419447,419447,419447,"1c50ca3b-a032-48a4-9d13-91bcd810a98a","species"
"357",351,"Agropsar philippensis","Sturnus philippensis","小椋鳥","NLC","v1080131","D","bird","431231","species",431231,431231,431231,"05bf28a2-7480-4340-a0eb-19119b9538df","species","Agropsar philippensis","Sturnus philippensis",431231,431231,431231,"05bf28a2-7480-4340-a0eb-19119b9538df","species"
"358",352,"Anthus rubescens","Anthus rubescens","黃腹鷚","NLC","v1080131","D","bird","380423","species",1023595,1023595,NA,"2c47464f-c529-4cef-8fc0-630785635851","species","Anthus rubescens","Anthus rubescens",1023595,1023595,NA,"2c47464f-c529-4cef-8fc0-630785635851","species"
"359",353,"Emberiza elegans","Emberiza elegans","黃喉?","NLC","v1080131","D","bird","380346","species",1024221,1024221,NA,"ff1afc87-f949-41e0-94dc-5c88e61e7afb","species","Emberiza elegans","Emberiza elegans",1024221,1024221,NA,"ff1afc87-f949-41e0-94dc-5c88e61e7afb","species"
"360",354,"Emberiza rutila","Emberiza rutila","銹?","NLC","v1080131","D","bird","380351","species",380351,380351,380351,"0bfdb651-2ec1-4dda-90ae-e0875f85bf4d","species","Emberiza rutila","Emberiza rutila",380351,380351,380351,"0bfdb651-2ec1-4dda-90ae-e0875f85bf4d","species"
"361",355,"Ptilinopus leclancheri longialis","Ramphiculus leclancheri taiwanus","小綠鳩","NDD","v1080131"," ","bird","432246","infraspecies",432246,432246,432246,"80f016bc-a3d2-4afd-865e-d5d8ce4c2968","infraspecies","Ptilinopus leclancheri","Ramphiculus leclancheri",1025367,1025367,NA,"ff35c17d-4ad0-4f7e-918d-16cb3a8f9edc","species"
"362",356,"Salanx acuticeps","Salanx acuticeps","銳頭銀魚","NEX","v1080131"," ","freshwater fish","381259","species",381259,381259,381259,"0a686200-57ef-43a7-8ddc-74fb69c68aa8","species","Salanx acuticeps","Salanx acuticeps",381259,381259,381259,"0a686200-57ef-43a7-8ddc-74fb69c68aa8","species"
"363",357,"Plecoglossus altivelis altivelis","Plecoglossus altivelis altivelis","香魚","NRE","v1080131"," ","freshwater fish","381258","infraspecies",381258,381258,381258,"ca2b07d8-03bc-42b2-b824-6f8bcae73e8c","infraspecies","Plecoglossus altivelis","Plecoglossus altivelis",1025255,1025255,NA,"42815eea-f398-4c52-a399-b7675052113e","species"
"364",358,"Myersina yangii","Myersina yangii","楊氏鋤突?虎","NRE","v1080131"," ","freshwater fish","381809","species",381809,381809,381809,"1a1e825c-da83-4891-a345-dddafac332fd","species","Myersina yangii","Myersina yangii",381809,381809,381809,"1a1e825c-da83-4891-a345-dddafac332fd","species"
"365",359,"Sinobdella sinensis","Sinobdella sinensis","中華刺鰍","NRE","v1080131"," ","freshwater fish","382957","species",382957,382957,382957,"e28430a2-6add-4229-97ee-928730430945","species","Sinobdella sinensis","Sinobdella sinensis",382957,382957,382957,"e28430a2-6add-4229-97ee-928730430945","species"
"366",360,"Anguilla japonica","Anguilla japonica","日本鰻鱺","NCR","v1080131","A2ab","freshwater fish","380711","species",380711,380711,380711,"3ccac959-aa94-4269-8440-ab537cb61ce4","species","Anguilla japonica","Anguilla japonica",380711,380711,380711,"3ccac959-aa94-4269-8440-ab537cb61ce4","species"
"367",361,"Rhinogobius lanyuensis","Rhinogobius lanyuensis","蘭嶼吻?虎","NCR","v1080131","B1ab(iii)+2ab(iii)","freshwater fish","381841","species",381841,381841,381841,"29a5affd-82db-4f27-8087-547953db793d","species","Rhinogobius lanyuensis","Rhinogobius lanyuensis",381841,381841,381841,"29a5affd-82db-4f27-8087-547953db793d","species"
"368",362,"Squalidus banarescui","Squalidus banarescui","巴氏銀鮈","NCR","v1080131","B2ab(ii)","freshwater fish","395247","species",395247,395247,395247,"96674ae7-a4d8-4688-a0bf-3e15d0fd2191","species","Squalidus banarescui","Squalidus banarescui",395247,395247,395247,"96674ae7-a4d8-4688-a0bf-3e15d0fd2191","species"
"369",363,"Aphyocypris amnis","Aphyocypris amnis","溪流細鯽","NCR","v1080131","C1","freshwater fish","395509","species",395509,395509,395509,"93251335-396a-46d5-b77d-684148c7e14f","species","Aphyocypris amnis","Aphyocypris amnis",395509,395509,395509,"93251335-396a-46d5-b77d-684148c7e14f","species"
"370",364,"Hemimyzon taitungensis","Hemimyzon taitungensis","臺東間爬岩鰍","NEN","v1080131","B1ab(i,ii); EN B2ab(i,ii)","freshwater fish","380992","species",380992,380992,380992,"bc1b317b-7389-4426-b00e-dc22a7667e2f","species","Hemimyzon taitungensis","Hemimyzon taitungensis",380992,380992,380992,"bc1b317b-7389-4426-b00e-dc22a7667e2f","species"
"371",365,"Aphyocypris kikuchii","Aphyocypris kikuchii","菊池氏細鯽","NEN","v1080131","B1ab(i,ii); B2ab(i,ii)","freshwater fish","380998","species",380998,380998,380998,"bdfc69be-68b1-439c-90d0-be3c949d0a4c","species","Aphyocypris kikuchii","Aphyocypris kikuchii",380998,380998,380998,"bdfc69be-68b1-439c-90d0-be3c949d0a4c","species"
"372",366,"Distoechodon tumirostris","Distoechodon tumirostris","圓吻?","NEN","v1080131","B1ab(i,ii); B2ab(i,ii)","freshwater fish","381008","species",381008,381008,381008,"be5e6dc4-aa9a-476a-aa54-36cfc34eb127","species","Distoechodon tumirostris","Distoechodon tumirostris",381008,381008,381008,"be5e6dc4-aa9a-476a-aa54-36cfc34eb127","species"
"373",367,"Gobiobotia cheni","Gobiobotia cheni","陳氏鰍鮀","NEN","v1080131","B1ab(i,ii); B2ab(i,ii)","freshwater fish","381009","species",381009,381009,381009,"707298c4-85fc-4a84-8257-2d02cd413c95","species","Gobiobotia cheni","Gobiobotia cheni",381009,381009,381009,"707298c4-85fc-4a84-8257-2d02cd413c95","species"
"374",368,"Pararasbora moltrechti","Pararasbora moltrechti","臺灣副細鯽","NEN","v1080131","B1ab(i,ii,v)+2ab(i,ii,v)","freshwater fish","381020","species",381020,381020,381020,"ba1431a7-f754-4687-88fc-cbae0450977d","species","Pararasbora moltrechti","Pararasbora moltrechti",381020,381020,381020,"ba1431a7-f754-4687-88fc-cbae0450977d","species"
"375",369,"Puntius semifasciolatus","Puntius semifasciolatus","半紋小?","NEN","v1080131","B1ab(i,ii)+2ab(i,ii)","freshwater fish","381022","species",381022,381022,381022,"d11b18eb-ae8f-460b-985b-ac9042602183","species","Puntius semifasciolatus","Puntius semifasciolatus",381022,381022,381022,"d11b18eb-ae8f-460b-985b-ac9042602183","species"
"376",370,"Metzia formosae","Metzia formosae","臺灣梅氏?","NEN","v1080131","B2ab(ii)","freshwater fish","381023","species",381023,381023,381023,"e49be715-553a-4e2c-844e-48337d474042","species","Metzia formosae","Metzia formosae",381023,381023,381023,"e49be715-553a-4e2c-844e-48337d474042","species"
"377",371,"Rhinogobius delicatus","Rhinogobius delicatus","細斑吻?虎","NEN","v1080131","B2ab(i,ii)","freshwater fish","381837","species",381837,381837,381837,"6aeb0d30-117c-4720-afc0-7bc81b16bae8","species","Rhinogobius delicatus","Rhinogobius delicatus",381837,381837,381837,"6aeb0d30-117c-4720-afc0-7bc81b16bae8","species"
"378",372,"Rhinogobius henchuenensis","Rhinogobius henchuenensis","恆春吻?虎魚","NEN","v1080131","B1ab(i,ii)+2ab(i,ii)","freshwater fish","381840","species",381840,381840,381840,"6d47f686-a016-48f1-ba02-4f8a6f90db16","species","Rhinogobius henchuenensis","Rhinogobius henchuenensis",381840,381840,381840,"6d47f686-a016-48f1-ba02-4f8a6f90db16","species"
"379",373,"Rhinogobius nantaiensis","Rhinogobius nantaiensis","南台吻?虎","NEN","v1080131","B1ab(i)+2ab(i)","freshwater fish","381844","species",381844,381844,381844,"fc09b1ef-fbd5-471b-a559-30c7aba24cfb","species","Rhinogobius nantaiensis","Rhinogobius nantaiensis",381844,381844,381844,"fc09b1ef-fbd5-471b-a559-30c7aba24cfb","species"
"380",374,"Liobagrus formosanus","Liobagrus formosanus","臺灣?","NEN","v1080131","B1ab(ii)+2ab(ii)","freshwater fish","382917","species",382917,382917,382917,"895740ab-889c-498d-9e7e-61a09f69635a","species","Liobagrus formosanus","Liobagrus formosanus",382917,382917,382917,"895740ab-889c-498d-9e7e-61a09f69635a","species"
"381",375,"Puntius snyderi","Puntius snyderi","斯奈德小?","NEN","v1080131","B1ab(i,ii)+2ab(i,ii)","freshwater fish","395245","species",395245,395245,395245,"21f9db13-69e9-44be-8486-a3f3cf4f53f6","species","Puntius snyderi","Puntius snyderi",395245,395245,395245,"21f9db13-69e9-44be-8486-a3f3cf4f53f6","species"
"382",376,"Oncorhynchus formosanus","Oncorhynchus masou formosanus","臺灣櫻花鉤吻鮭","NEN","v1080131","B1ac(ii,iv)+2ac(ii,iv)","freshwater fish","Fis-50012","infraspecies",382788,382788,382788,"86411be4-c1f1-43b5-8750-fcdd950eed87","species","Oncorhynchus formosanus","Oncorhynchus masou",382788,382788,382788,"86411be4-c1f1-43b5-8750-fcdd950eed87","species"
"383",377,"Oryzias latipes","Oryzias latipes","青?","NVU","v1080131","B1ab(ii); B2ab(ii)","freshwater fish","380858","species",380858,380858,380858,"0a0c407d-db44-410d-8f0a-ee2fb166a9e4","species","Oryzias latipes","Oryzias latipes",380858,380858,380858,"0a0c407d-db44-410d-8f0a-ee2fb166a9e4","species"
"384",378,"Formosania lacustre","Formosania lacustre","纓口臺鰍","NVU","v1080131","B1ab(i,ii); B2ab(i,ii)","freshwater fish","380990","species",380990,380990,380990,"6bbe09aa-56bd-40d8-aa77-03aac0b2efed","species","Formosania lacustre","Formosania lacustre",380990,380990,380990,"6bbe09aa-56bd-40d8-aa77-03aac0b2efed","species"
"385",379,"Hemimyzon formosanus","Hemimyzon formosanus","臺灣間爬岩鰍","NVU","v1080131","B2ab(i,ii)","freshwater fish","380991","species",380991,380991,380991,"cea2ea72-bfa4-4718-be05-445fb6ce349b","species","Hemimyzon formosanus","Hemimyzon formosanus",380991,380991,380991,"cea2ea72-bfa4-4718-be05-445fb6ce349b","species"
"386",380,"Metzia mesembrinum","Metzia mesembrinum","大鱗梅氏?","NVU","v1080131","C1","freshwater fish","381024","species",381024,381024,381024,"8364ec1e-f5a0-44bb-8a50-40d7b548fb52","species","Metzia mesembrinum","Metzia mesembrinum",381024,381024,381024,"8364ec1e-f5a0-44bb-8a50-40d7b548fb52","species"
"387",381,"Sinibrama macrops","Sinibrama macrops","大眼華?","NVU","v1080131","B1ab(ii)+2ab(ii)","freshwater fish","381026","species",381026,381026,381026,"39675fc8-4221-4047-ac62-b93e9adf9bba","species","Sinibrama macrops","Sinibrama macrops",381026,381026,381026,"39675fc8-4221-4047-ac62-b93e9adf9bba","species"
"388",382,"Channa asiatica","Channa asiatica","七星鱧","NVU","v1080131","B2ab(i,ii)","freshwater fish","381617","species",381617,381617,381617,"68f8f081-d1ba-49a4-9883-d5bc44a4f828","species","Channa asiatica","Channa asiatica",381617,381617,381617,"68f8f081-d1ba-49a4-9883-d5bc44a4f828","species"
"389",383,"Tachysurus adiposalis","Tachysurus adiposalis","長脂擬鱨","NVU","v1080131","B1ab(ii)+2ab(ii)","freshwater fish","382921","species",382921,382921,382921,"0df8aedc-80ea-41e6-b916-a30a509aae5e","species","Tachysurus adiposalis","Tachysurus adiposalis",382921,382921,382921,"0df8aedc-80ea-41e6-b916-a30a509aae5e","species"
"390",384,"Opsariichthys kaopingensis","Opsariichthys kaopingensis","高屏馬口?","NVU","v1080131","D2","freshwater fish","395436","species",395436,395436,395436,"bff10cdb-c00b-4f4c-a0af-3f435cd114a6","species","Opsariichthys kaopingensis","Opsariichthys kaopingensis",395436,395436,395436,"bff10cdb-c00b-4f4c-a0af-3f435cd114a6","species"
"391",385,"Sinogastromyzon puliensis","Sinogastromyzon puliensis","埔里中華爬岩鰍","NNT","v1080131","B1a; B2a","freshwater fish","380993","species",380993,380993,380993,"a0ab15f4-6c18-4b96-91ba-8319b7894ef3","species","Sinogastromyzon puliensis","Sinogastromyzon puliensis",380993,380993,380993,"a0ab15f4-6c18-4b96-91ba-8319b7894ef3","species"
"392",386,"Culter alburnus","Culter alburnus","翹嘴?","NNT","v1080131","B1b(i,ii); B2(b)(i)(ii)","freshwater fish","381005","species",381005,381005,381005,"6bc30079-1e4d-4c47-a6ae-c992a9080494","species","Culter alburnus","Culter alburnus",381005,381005,381005,"6bc30079-1e4d-4c47-a6ae-c992a9080494","species"
"393",387,"Gobiobotia kolleri","Gobiobotia kolleri","科勒氏鰍鮀","NNT","v1080131","B1(a) B2(a)","freshwater fish","381010","species",381010,381010,381010,"5198724a-b8f1-4966-8e2d-9a337aefe904","species","Gobiobotia kolleri","Gobiobotia kolleri",381010,381010,381010,"5198724a-b8f1-4966-8e2d-9a337aefe904","species"
"394",388,"Microphysogobio brevirostris","Microphysogobio brevirostris","短吻小鰾鮈","NNT","v1080131","B1b(i,ii)+2b(i,ii)","freshwater fish","381017","species",381017,381017,381017,"3e1bd674-c707-46c5-9f03-41f85c41f249","species","Microphysogobio brevirostris","Microphysogobio brevirostris",381017,381017,381017,"3e1bd674-c707-46c5-9f03-41f85c41f249","species"
"395",389,"Rhodeus ocellatus ocellatus","Rhodeus ocellatus ocellatus","高體??","NNT","v1080131","B1b(i,ii)+2b(i,ii)","freshwater fish","381025","infraspecies",381025,381025,381025,"1d3ea5e8-66ae-42db-8d80-a20f84ad82e8","infraspecies","Rhodeus ocellatus","Rhodeus ocellatus",1025407,1025407,NA,"a7a666cc-45ea-49bb-b9a9-00b404cd125d","species"
"396",390,"Onychostoma alticorpus","Onychostoma alticorpus","高身白甲魚","NNT","v1080131","B1a; B2a","freshwater fish","381029","species",381029,381029,381029,"51576a14-8ee7-4b82-a0bf-5036a8906566","species","Onychostoma alticorpus","Onychostoma alticorpus",381029,381029,381029,"51576a14-8ee7-4b82-a0bf-5036a8906566","species"
"397",391,"Onychostoma barbatulum","Onychostoma barbatulum","臺灣白甲魚","NNT","v1080131","A2bc; B1b(i,ii,v)+2b(i,ii,v)","freshwater fish","381030","species",381030,381030,381030,"e1c2ea0e-1cd5-4aca-b8ef-59a793511996","species","Onychostoma barbatulum","Onychostoma barbatulum",381030,381030,381030,"e1c2ea0e-1cd5-4aca-b8ef-59a793511996","species"
"398",392,"Macropodus opercularis","Macropodus opercularis","蓋斑鬥魚","NNT","v1080131","B2ab(i,ii)","freshwater fish","381391","species",381391,381391,381391,"85ed0f4f-a781-45b9-93ad-66969a5be55a","species","Macropodus opercularis","Macropodus opercularis",381391,381391,381391,"85ed0f4f-a781-45b9-93ad-66969a5be55a","species"
"399",393,"Rhinogobius formosanus","Rhinogobius formosanus","臺灣吻?虎","NNT","v1080131","B1a+2a","freshwater fish","381843","species",381843,381843,381843,"4bc44e6a-586e-49ca-a385-e9dc9706d440","species","Rhinogobius formosanus","Rhinogobius formosanus",381843,381843,381843,"4bc44e6a-586e-49ca-a385-e9dc9706d440","species"
"400",394,"Silurus asotus","Silurus asotus","鯰","NNT","v1080131","B2b(i,ii)","freshwater fish","382926","species",382926,382926,382926,"fa5000e5-2ad6-4315-9d5a-0f3b004749c0","species","Silurus asotus","Silurus asotus",382926,382926,382926,"fa5000e5-2ad6-4315-9d5a-0f3b004749c0","species"
"401",395,"Sinogastromyzon nantaiensis","Sinogastromyzon nantaiensis","南臺中華爬岩鰍","NNT","v1080131","B1a+2a","freshwater fish","383544","species",383544,383544,383544,"0c061ec6-8b80-4fed-b612-0d14da2bdee1","species","Sinogastromyzon nantaiensis","Sinogastromyzon nantaiensis",383544,383544,383544,"0c061ec6-8b80-4fed-b612-0d14da2bdee1","species"
"402",396,"Lentipes armatus","Lentipes armatus","棘麟裂唇鯊?虎","NNT","v1080131","B2a","freshwater fish","395514","species",395514,395514,395514,"65445927-de9d-4b76-ab6e-ccdcdd9b359f","species","Lentipes armatus","Lentipes armatus",395514,395514,395514,"65445927-de9d-4b76-ab6e-ccdcdd9b359f","species"
"403",397,"Anguilla marmorata","Anguilla marmorata","花鰻鱺","NLC","v1080131"," ","freshwater fish","380712","species",380712,380712,380712,"9580023d-6c11-42a2-a03e-4513d983cae3","species","Anguilla marmorata","Anguilla marmorata",380712,380712,380712,"9580023d-6c11-42a2-a03e-4513d983cae3","species"
"404",398,"Cobitis sinensis","Cobitis sinensis","中華鰍","NLC","v1080131"," ","freshwater fish","380994","species",380994,380994,380994,"bed58f9e-a071-4cfb-ad33-149ba91b386a","species","Cobitis sinensis","Cobitis sinensis",380994,380994,380994,"bed58f9e-a071-4cfb-ad33-149ba91b386a","species"
