"Scientific name_IUCN" "Chinese common name" "category_IUCN" "Version" "criteria_IUCN" "tp_tid" "ra_tid" "namecode" "uuid" "rank"
"Polypedates megacephalus" "斑腿樹蛙" "LC" "v1080129" NA 380047 380047 380047 "1488d5cc-26fb-43ae-8d18-040edea6bb27" "species"
"Pomacanthus annularis" "環紋蓋刺魚" "LC" "v1080129" NA 382301 382301 382301 "16a44ed9-e246-40ff-9d4a-2d0a4f345c77" "species"
"Pomacanthus imperator" "條紋蓋刺魚" "LC" "v1080129" NA 382302 382302 382302 "4ce21829-c9f0-44c1-8c4f-dfc7535d35f6" "species"
"Pomacanthus semicirculatus" "疊波蓋刺魚" "LC" "v1080129" NA 382303 382303 382303 "cae07eb1-edc5-45d0-8fef-35aae7d19478" "species"
"Pomacanthus sexstriatus" "六帶蓋刺魚" "LC" "v1080129" NA 382304 382304 382304 "2df96238-619b-4b87-a1b4-12d577695721" "species"
"Pomacanthus xanthometopon" "黃顱蓋刺魚" "LC" "v1080129" NA 383512 383512 383512 "30082ff2-0ced-4a35-8d13-982133c05dff" "species"
"Pomadasys argenteus" "銀雞魚" "LC" "v1080129" NA 381903 381903 381903 "a629b2c7-21cc-4a00-a672-9b70f3e2fa6f" "species"
"Pomadasys maculatus" "斑雞魚" "LC" "v1080129" NA 381905 381905 381905 "db5c6e05-6307-4017-a963-87915d5d9401" "species"
"Pomatomus saltatrix" "扁<U+9C3A>" "VU" "v1080129" "A2bd" 382408 382408 382408 "b683325b-4920-4b70-9496-cf2c803bd478" "species"
"Pomatorhinus musicus" "小彎嘴" "LC" "v1080129" NA 419691 419691 419691 "437ca8c4-d8cc-4885-8bd2-f24197c73f75" "species"
"Pontinus macrocephalus" "大頭海<U+9B8B>" "LC" "v1080129" NA 383513 383513 383513 "c32e16b5-a7b4-4dda-97dd-99cfe045097f" "species"
"Porocephalichthys dasyrhynchus" "毛吻孔頭鼬魚" "LC" "v1080129" NA 381233 381233 381233 "a2053f3e-adfb-4107-9954-acf477c43285" "species"
"Porogadus miles" "頭棘孔鼬魚" "LC" "v1080129" NA 383515 383515 383515 "ffe51350-70e1-4d36-8168-8313aefeb079" "species"
"Poromitra crassiceps" "厚頭犀孔鯛" "LC" "v1080129" NA 382929 382929 382929 "6a0aadbf-fe98-43fa-bd73-f3b8ab4e1318" "species"
"Porzana porzana" "斑胸秧雞" "LC" "v1080129" NA 404645 404645 404645 "de7a1bd5-1466-4211-a001-4ee46fdf9e73" "species"
"Praealticus striatus" "吻紋矮冠<U+9CDA>" "LC" "v1080129" NA 381449 381449 381449 "e179a8b9-286f-42c0-82e6-20caf25e471c" "species"
"Praealticus tanegasimae" "種子島矮冠<U+9CDA>" "LC" "v1080129" NA 381450 381450 381450 "c87ccc79-741a-4587-9314-ac81f2adfe27" "species"
"Priacanthus hamrur" "寶石大眼鯛" "LC" "v1080129" NA 382413 382413 382413 "49777630-029f-4318-84e7-825a62dae10e" "species"
"Priacanthus macracanthus" "大棘大眼鯛" "LC" "v1080129" NA 382414 382414 382414 "c85f37bb-210a-46ff-b951-3e2883a5b042" "species"
"Priacanthus sagittarius" "高背大眼鯛" "LC" "v1080129" NA 382415 382415 382415 "adc97013-320b-424d-9dc9-2bd8855c9a68" "species"
"Priacanthus tayenus" "曳絲大眼鯛" "LC" "v1080129" NA 382416 382416 382416 "423fb345-bde2-439b-a28f-01808cbd7841" "species"
"Prinia crinigera" "斑紋鷦鶯" "LC" "v1080129" NA 1025300 1025300 NA "41c093df-67c9-4b2f-8285-e1564b04bc90" "species"
"Prinia flaviventris" "灰頭鷦鶯" "LC" "v1080129" NA 1025301 1025301 NA "67c95c1b-08e6-4d61-b736-2e951ca55bca" "species"
"Prinia inornata" "褐頭鷦鶯" "LC" "v1080129" NA 1025302 1025302 NA "5303e743-9323-4f04-b0e2-7f7ab0c011b5" "species"
"Priolepis inhaca" "裸頰鋸鱗<U+9C15>虎" "LC" "v1080129" NA 381829 381829 381829 "caa5f612-9a0f-4fc4-84b0-592251b7ba7f" "species"
"Priolepis kappa" "卡氏鋸鱗<U+9C15>虎" "LC" "v1080129" NA 395392 395392 395392 "9f5aa091-0e87-4b72-8b4c-44d92440d6e4" "species"
"Priolepis semidoliata" "半紋鋸鱗<U+9C15>虎" "LC" "v1080129" NA 381831 381831 381831 "b914a372-18fb-49ab-975f-23612eee6972" "species"
"Prionace glauca" "鋸峰齒鯊" "NT" "v1080129" NA 383085 383085 383085 "f3582923-c7b4-4dc5-9d06-ed801b581a69" "species"
"Prionailurus bengalensis" "石虎" "LC" "v1080129" NA 416107 416107 416107 "96acaa9b-0412-4853-8168-fccd12166426" "species"
"Prionurus scalprum" "鋸尾鯛" "DD" "v1080129" NA 381293 381293 381293 "a297266c-1720-40a9-8d5d-a21fe85d37bf" "species"
"Pristigenys meyeri" "麥氏大鱗大眼鯛" "LC" "v1080129" NA 382418 382418 382418 "18513531-779f-4a17-87d9-e0ec937d275e" "species"
"Pristigenys niphonia" "日本大鱗大眼鯛" "LC" "v1080129" NA 382419 382419 382419 "3ed77b27-e7d9-479d-8c4b-668e918cf34d" "species"
"Pristiophorus japonicus" "日本鋸鯊" "DD" "v1080129" NA 383139 383139 383139 "772743ed-87d5-4646-9465-a907a4004fce" "species"
"Pristipomoides argyrogrammicus" "藍紋姬鯛" "LC" "v1080129" NA 382130 382130 382130 "6396736a-c3a9-4d50-b774-5703c37d2ccc" "species"
"Pristipomoides auricilla" "黃尾姬鯛" "LC" "v1080129" NA 382131 382131 382131 "5acbc6f7-9958-4ccd-accd-9ddfc96de187" "species"
"Pristipomoides filamentosus" "絲鰭姬鯛" "LC" "v1080129" NA 382132 382132 382132 "e6e33189-d30e-42bf-9dc0-77d568b4a91c" "species"
"Pristipomoides flavipinnis" "黃鰭姬鯛" "LC" "v1080129" NA 382133 382133 382133 "9fffd284-ce80-4f57-8c52-c7f707bd95bc" "species"
"Pristipomoides multidens" "黃吻姬鯛" "LC" "v1080129" NA 382134 382134 382134 "cf779e89-8dd8-4a83-9bb3-70cac8a5d6c2" "species"
"Pristipomoides sieboldii" "希氏姬鯛" "LC" "v1080129" NA 382135 382135 382135 "5d12e28e-9c5f-4a31-bd2c-2eea3112eb40" "species"
"Pristipomoides typus" "尖齒姬鯛" "LC" "v1080129" NA 383516 383516 383516 "16af680c-0b70-4e09-9b56-12f50578c121" "species"
"Pristipomoides zonatus" "橫帶姬鯛" "LC" "v1080129" NA 382136 382136 382136 "9d77f1bf-428a-43e4-8115-6c949a5fd84b" "species"
"Promethichthys prometheus" "紫金魚" "LC" "v1080129" NA 381674 381674 381674 "1b253048-8579-4dce-b434-d88b291ba37e" "species"
"Proscyllium habereri" "哈氏原鯊" "DD" "v1080129" NA 383096 383096 383096 "1afab125-df7b-4120-af58-0a643775bd88" "species"
"Protobothrops mucrosquamatus" "龜殼花" "LC" "v1080129" NA 427240 427240 427240 "6f7f1568-39e7-461b-b5e2-94b67917db63" "species"
"Prunella collaris" "岩鷚" "LC" "v1080129" NA 1025318 1025318 NA "8d00d5b2-2fb7-49de-b53c-e7f0209ecbaf" "species"
"Prunella montanella" "棕眉山岩鷚" "LC" "v1080129" NA 404647 404647 404647 "1912480b-8e1b-404d-81c3-e8571714ff05" "species"
"Psammogobius biocellatus" "雙眼斑砂<U+9C15>虎" "LC" "v1080129" NA 395393 395393 395393 "ac072a6c-ed90-42d5-a0d5-5f63f0b7a6dd" "species"
"Psenes cyanophrys" "玻璃玉鯧" "LC" "v1080129" NA 382211 382211 382211 "97d64a51-5111-4d08-b36e-71ae06c0baa8" "species"
"Psenes pellucidus" "花瓣玉鯧" "LC" "v1080129" NA 382212 382212 382212 "556ac60e-3fd6-4693-919e-0cb180e07497" "species"
"Psenopsis anomala" "刺鯧" "LC" "v1080129" NA 381560 381560 381560 "56090c0e-af0a-4dd9-b712-dc09f74b82dd" "species"
"Pseudaesopia japonica" "日本擬鰨" "LC" "v1080129" NA 382779 382779 382779 "4e1e4e85-0972-4ffa-ab47-e2b210e8ad3e" "species"
"Pseudalutarius nasicornis" "前棘假革單棘魨" "LC" "v1080129" NA 395502 395502 395502 "39f75a0f-84f5-407a-a7f4-bd97952420d4" "species"
"Pseudanthias bicolor" "雙色擬花鮨" "LC" "v1080129" NA 382591 382591 382591 "ea1535d2-2666-435c-b9f7-13498e33c12e" "species"
"Pseudanthias cooperi" "庫伯氏擬花鱸" "LC" "v1080129" NA 382592 382592 382592 "a4790cce-50a3-4cfc-a262-5ffe22fe97bd" "species"
"Pseudanthias dispar" "刺蓋擬花鱸" "LC" "v1080129" NA 382593 382593 382593 "64cf6f9e-3e78-4bb0-98cd-000b3e3e693a" "species"
"Pseudanthias engelhardi" "恩氏擬花鱸" "LC" "v1080129" NA 383519 383519 383519 "13fe9f53-4325-4ff1-b399-924b58b34882" "species"
"Pseudanthias hypselosoma" "高體擬花鱸" "LC" "v1080129" NA 382596 382596 382596 "1b2acb33-d82d-4f32-8e64-98dba910ecb4" "species"
"Pseudanthias luzonensis" "呂宋擬花鱸" "LC" "v1080129" NA 382597 382597 382597 "e002656b-c9c9-48c6-886c-fcbb837e5ebb" "species"
"Pseudanthias pascalus" "厚唇擬花鱸" "LC" "v1080129" NA 382598 382598 382598 "0e243f91-59eb-4a19-bb53-922f772d5e9a" "species"
"Pseudanthias pleurotaenia" "側帶擬花鮨" "LC" "v1080129" NA 382599 382599 382599 "c419cd83-2e94-4ba3-a9bf-b73a8641bdf9" "species"
"Pseudanthias rubrizonatus" "紅帶擬花鮨" "LC" "v1080129" NA 382600 382600 382600 "0d46b2bd-52e7-4b8e-9951-89ff28c9f7ef" "species"
"Pseudanthias squamipinnis" "絲鰭擬花鮨" "LC" "v1080129" NA 382601 382601 382601 "09a083d8-0ed9-4ce0-9fa5-3279f4267bd1" "species"
"Pseudanthias thompsoni" "湯氏擬花鮨" "LC" "v1080129" NA 383520 383520 383520 "bc0e0e52-2bd9-4fe3-8289-dccee1ee81e2" "species"
"Pseudanthias tuka" "靜擬花鮨" "LC" "v1080129" NA 382602 382602 382602 "2bc63f13-5edd-45fb-a089-3017075c03fa" "species"
"Pseudapocryptes elongatus" "長身擬平牙<U+9C15>虎" "LC" "v1080129" NA 395394 395394 395394 "9a1c0105-28cd-488f-86be-fbec971a34e1" "species"
"Pseudobulweria rostrata" "黑背白腹穴鳥" "NT" "v1080129" NA 1025337 1025337 NA "3eb425b9-85a9-42b4-b7c4-a4bfde6c14da" "species"
"Pseudocaranx dentex" "黃帶擬<U+9C3A>" "LC" "v1080129" NA 381543 381543 381543 "36856967-bbd0-47c8-9836-0e2b294579b8" "species"
"Pseudocarcharias kamoharai" "蒲原氏擬錐齒鯊" "NT" "v1080129" NA 383129 383129 383129 "21c0c0e9-9e5b-4286-abe8-cb89a814fffc" "species"
"Pseudocheilinus evanidus" "姬擬唇魚" "LC" "v1080129" NA 382009 382009 382009 "2dc2ba0c-422a-43a4-b3cf-76307e1e379e" "species"
"Pseudocheilinus hexataenia" "六帶擬唇魚" "LC" "v1080129" NA 382010 382010 382010 "1a1564ca-f547-4a6a-9ed8-b8233d72c807" "species"
"Pseudocheilinus ocellatus" "眼斑擬唇魚" "LC" "v1080129" NA 383521 383521 383521 "f70ece0a-dc26-4515-a8df-3e945bbf3bdc" "species"
"Pseudocheilinus octotaenia" "八帶擬唇魚" "LC" "v1080129" NA 382011 382011 382011 "c452753d-7e32-41d0-a44e-1761de87740a" "species"
"Pseudochromis cyanotaenia" "藍帶擬雀鯛" "LC" "v1080129" NA 382423 382423 382423 "8297d51e-1899-4998-ac54-b873276e36fe" "species"
"Pseudochromis fuscus" "褐擬雀鯛" "LC" "v1080129" NA 382425 382425 382425 "3485083f-82c5-4848-b178-6a0eec6e8172" "species"
"Pseudochromis marshallensis" "馬歇爾島擬雀鯛" "LC" "v1080129" NA 382427 382427 382427 "51195b1e-38e8-44d1-a0bc-62566282111f" "species"
"Pseudochromis tapeinosoma" "紫青擬雀鯛" "LC" "v1080129" NA 382430 382430 382430 "41ca4412-3ab6-45a0-8faa-4e59f7444f45" "species"
"Pseudocoris aurantiofasciata" "橘紋擬盔魚" "LC" "v1080129" NA 383522 383522 383522 "6b5d6628-7d6d-43c3-a221-908ea844c0c1" "species"
"Pseudocoris bleekeri" "布氏擬盔魚" "LC" "v1080129" NA 382012 382012 382012 "22ebe5c8-dab7-492e-863c-368e5e367ca8" "species"
"Pseudocoris heteroptera" "異鰭擬盔魚" "LC" "v1080129" NA 395356 395356 395356 "0b30f85d-29db-494a-a233-1263cbc7237a" "species"
"Pseudocoris ocellata" "眼斑擬盔魚" "DD" "v1080129" NA 382014 382014 382014 "ada2190c-32c8-427c-a512-7781fc075851" "species"
"Pseudocoris yamashiroi" "山下氏擬盔魚" "LC" "v1080129" NA 382015 382015 382015 "f452dedf-31b2-494e-bf6e-24dcdf6e1e02" "species"
"Pseudodax moluccanus" "摩鹿加擬岩<U+9C5A>" "LC" "v1080129" NA 382016 382016 382016 "db5e7245-efea-4b02-b8db-52b3a160ae5f" "species"
"Pseudogramma polyacantha" "多棘擬線鱸" "LC" "v1080129" NA 382603 382603 382603 "40355af2-8c82-4435-baea-27ba6d106f44" "species"
"Pseudojuloides cerasinus" "細尾擬海豬魚" "DD" "v1080129" NA 382017 382017 382017 "160883e7-ff17-4d3a-948f-3269761b0a9a" "species"
"Pseudolabrus eoethinus" "紅頸擬隆頭魚" "LC" "v1080129" NA 382018 382018 382018 "357252d3-dbef-4e8b-b1b5-82d7c2d6ede3" "species"
"Pseudolabrus sieboldi" "西氏擬隆頭魚" "LC" "v1080129" NA 382019 382019 382019 "5b8faa71-2528-4f6d-8cf7-ed6b792967dd" "species"
"Pseudorasbora parva" "羅漢魚" "LC" "v1080129" NA 381021 381021 381021 "f7cf30a7-ab44-495c-9f51-633334bda364" "species"
"Pseudorca crassidens" "偽虎鯨" "NT" "v1080129" NA 380540 380540 380540 "24dfe25f-2210-4085-b270-4b0c483d8c6e" "species"
"Pseudotriakis microdon" "小齒擬皺唇鯊" "LC" "v1080129" NA 383097 383097 383097 "a4474e92-ab95-42ea-825f-72209b26d89e" "species"
"Pseudoxenodon stejnegeri" "史丹吉氏斜鱗蛇" "LC" "v1080129" NA 380651 380651 380651 "938b3d6e-65cc-44b3-a0f5-f3de6cc57ef0" "species"
"Psilopogon nuchalis" "五色鳥" "LC" "v1080129" NA 430649 430649 430649 "82d0d230-f44b-4254-8eed-0a1f79896939" "species"
"Psilopogon pyrolophus" "火簇擬啄木鳥" "LC" "v1080129" NA 417662 417662 417662 "8f0bb4e3-8480-4c57-a47d-cd4a1d9d3ae0" "species"
"Psittacula krameri" "紅領綠鸚鵡" "LC" "v1080129" NA 432265 432265 432265 "328bac2e-fb9a-4f2f-b2aa-b9b74e6e78ea" "species"
"Psittacus erithacus" "非洲灰鸚鵡" "EN" "v1080129" "A2bcd+3bcd+4bcd" 417808 417808 417808 "c24cf121-0cdd-460a-94db-95ce58023e8a" "species"
"Psychrolutes macrocephalus" "大頭隱棘杜父魚" "LC" "v1080129" NA 383593 383593 383593 "0404f728-37eb-4326-b9a4-4a98fa64144e" "species"
"Pteraclis aesticola" "帆鰭魴" "LC" "v1080129" NA 383598 383598 383598 "8be2b802-195a-45c2-806e-0989ced1e344" "species"
"Pteragogus aurigarius" "長鰭鸚鯛" "DD" "v1080129" NA 382020 382020 382020 "074b6592-0efe-4c0c-a4fa-c2dce8fab868" "species"
"Pteragogus cryptus" "隱秘長鰭鸚鯛" "LC" "v1080129" NA 382021 382021 382021 "7db24cd1-bd15-46b0-971b-8450a0202c40" "species"
"Pteragogus enneacanthus" "九棘長鰭鸚鯛" "LC" "v1080129" NA 382022 382022 382022 "93a32905-c7b5-4459-afa4-b2ce3f655745" "species"
"Ptereleotris evides" "黑尾凹尾塘鱧" "LC" "v1080129" NA 382157 382157 382157 "a3e8e35a-60e0-4e13-b9dd-c4cac6e28d6a" "species"
"Ptereleotris grammica" "縱帶凹尾塘鱧" "LC" "v1080129" NA 395501 395501 395501 "0a9fe333-4eb7-4ee9-a659-29667ed93dd4" "species"
"Ptereleotris hanae" "絲尾凹尾塘鱧" "LC" "v1080129" NA 382158 382158 382158 "464abb6e-8332-477c-827b-3975edd540bd" "species"
"Ptereleotris heteroptera" "尾斑凹尾塘鱧" "LC" "v1080129" NA 382159 382159 382159 "abaf7d91-b115-43cb-a619-45072ff1ab1e" "species"
"Ptereleotris monoptera" "單鰭凹尾塘鱧" "LC" "v1080129" NA 383523 383523 383523 "7bbdbf10-afea-49f6-bc16-d768429b404f" "species"
"Ptereleotris zebra" "斑馬凹尾塘鱧" "LC" "v1080129" NA 382161 382161 382161 "d351df00-a7da-49c6-8cda-652cc6883539" "species"
"Pterocaesio chrysozona" "金帶鱗鰭烏尾<U+9B97>" "LC" "v1080129" NA 382137 382137 382137 "f3d930ac-d588-40cb-a999-a1acefa77fda" "species"
"Pterocaesio digramma" "雙帶鱗鰭烏尾<U+9B97>" "LC" "v1080129" NA 382138 382138 382138 "c1cb60d0-909f-472e-a79e-852dbdfa2cb8" "species"
"Pterocaesio marri" "馬氏鱗鰭烏尾<U+9B97>" "LC" "v1080129" NA 382139 382139 382139 "14810266-d234-41e8-892d-9cba8e040787" "species"
"Pterocaesio pisang" "斑尾鱗鰭烏尾<U+9B97>" "LC" "v1080129" NA 382140 382140 382140 "24cc8552-57a5-4a60-8b4b-f95681c994b8" "species"
"Pterocaesio tile" "蒂爾鱗鰭烏尾<U+9B97>" "LC" "v1080129" NA 382142 382142 382142 "6fed9c5f-d663-464b-811e-2934b7b9c961" "species"
"Pterodroma hypoleuca" "白腹穴鳥" "LC" "v1080129" NA 380204 380204 380204 "f2fceb38-80d0-4a26-bf64-24cc3b507bc1" "species"
"Pterodroma neglecta" "克島圓尾穴鳥" "LC" "v1080129" NA 432214 432214 432214 "d024e72c-25e8-4f74-81cb-97abed6b863b" "species"
"Pteroidichthys amboinensis" "安邦狹蓑<U+9B8B>" "LC" "v1080129" NA 382861 382861 382861 "fc82418d-7cc5-450f-ab88-878544aa9c3c" "species"
"Pterois antennata" "觸角蓑<U+9B8B>" "LC" "v1080129" NA 382862 382862 382862 "0233dc43-b5d4-48c1-b6da-4e51639f0a21" "species"
"Pterois lunulata" "環紋蓑<U+9B8B>" "LC" "v1080129" NA 382863 382863 382863 "df890df7-e268-4645-b2cb-8386c5a3f983" "species"
"Pterois paucispinula" "少棘簑<U+9B8B>" "LC" "v1080129" NA 395533 395533 395533 "a11caee8-4ee6-4b3b-b8e4-925296309345" "species"
"Pterois radiata" "輻紋蓑<U+9B8B>" "LC" "v1080129" NA 382865 382865 382865 "d4cab5bd-bf57-4cc1-b122-70430eb6def0" "species"
"Pterois russelii" "勒氏蓑<U+9B8B>" "LC" "v1080129" NA 382866 382866 382866 "d2c5d2e2-88fc-4f0c-aca1-f8083f17ca76" "species"
"Pterois volitans" "魔鬼簑<U+9B8B>" "LC" "v1080129" NA 382867 382867 382867 "1c179f4d-222c-4d19-a88b-d70ba27505de" "species"
"Pteroplatytrygon violacea" "紫色翼魟" "LC" "v1080129" NA 395452 395452 395452 "745b4b46-3d5f-4004-9b84-ed87d1b7312b" "species"
"Pteropus dasymallus" "臺灣狐蝠" "VU" "v1080129" "A4cd; B2ab(iii,iv,v); C1" 1025365 1025365 NA "52de4e15-0819-4346-bd73-505256a30d9e" "species"
"Pterothrissus gissu" "長背魚" "DD" "v1080129" NA 383524 383524 383524 "f93258ce-e9ec-4407-ac02-5ca741f46c39" "species"
"Pterygotrigla hemisticta" "尖棘角魚" "LC" "v1080129" NA 382911 382911 382911 "2c09eb93-fd12-490c-a240-7fe9578c5288" "species"
"Pterygotrigla macrorhynchus" "長吻棘角魚" "LC" "v1080129" NA 382912 382912 382912 "cf69d0b3-095e-470d-93e6-4b0b7ad186d4" "species"
"Pycnonotus aurigaster" "白喉紅臀鵯" "LC" "v1080129" NA 1025370 1025370 NA "0628c704-98ed-48fc-90e7-3a72c41a189a" "species"
"Pycnonotus goiavier" "白眉黃臀鵯" "LC" "v1080129" NA 432362 432362 432362 "812a01f9-5d9c-4a8b-98df-8708e640b407" "species"
"Pycnonotus jocosus" "紅耳鵯" "LC" "v1080129" NA 419434 419434 419434 "66c307bd-55e7-4951-89c4-e1e67fec1e62" "species"
"Pycnonotus sinensis" "白頭翁" "LC" "v1080129" NA 1025371 1025371 NA "d295851a-af43-4deb-888a-34c6be7ab51a" "species"
"Pycnonotus taivanus" "烏頭翁" "VU" "v1080129" "A2ce+3ce+4ce" 380440 380440 380440 "0f4a4cbf-de63-43e0-bcaa-381c161c63e6" "species"
"Pygoplites diacanthus" "雙棘甲尻魚" "LC" "v1080129" NA 382305 382305 382305 "e3cdfbe0-af7b-44a0-9741-043760cf728f" "species"
"Pyramodon lindas" "琳達錐齒隱魚" "LC" "v1080129" NA 383525 383525 383525 "39619fce-c320-4c04-a5e2-4c3d37a859e4" "species"
"Pyrrhula erythaca" "灰鷽" "LC" "v1080129" NA 1025379 1025379 NA "a077c0bf-a835-4a9c-97a9-db1cc2553037" "species"
"Pyrrhula nipalensis" "褐鷽" "LC" "v1080129" NA 1025380 1025380 NA "74532249-a7c4-4f72-9444-5f14a6243010" "species"
"Pyrrhula pyrrhula" "歐亞鷽" "LC" "v1080129" NA 1025381 1025381 NA "88840503-5705-468f-b9a5-ae5a69e55f0d" "species"
"Python bivittatus" "緬甸蟒" "VU" "v1080129" "A2acd" 427283 427283 427283 "edd1ff3a-bfea-4ad6-87fd-9e0b8f897872" "species"
"Python regius" "球蟒" "LC" "v1080129" NA 418016 418016 418016 "d4df2150-da18-420c-b3b5-20ac90905006" "species"
"Python reticulatus" "網紋蟒" "LC" "v1080129" NA 418194 418194 418194 "d4a4a2b6-f048-4c30-8c44-1988a7134784" "species"
"Rachycentron canadum" "海鱺" "LC" "v1080129" NA 382432 382432 382432 "7b1f24c8-893d-4faf-aa99-04bef861694b" "species"
"Rallina eurizonoides" "灰腳秧雞" "LC" "v1080129" NA 1025389 1025389 NA "7ed22b01-05fe-428e-b9e8-7e3e322f4419" "species"
"Rallina fasciata" "紅腳秧雞" "LC" "v1080129" NA 380305 380305 380305 "15251498-9bca-4b90-88ac-523e41043639" "species"
"Rallus indicus" "秧雞" "LC" "v1080129" NA 419986 419986 419986 "a8ca6790-8768-473e-9ca0-ed7ba770da0a" "species"
"Rana longicrus" "長腳赤蛙" "VU" "v1080129" "B1ab(iii,v)" 380035 380035 380035 "adde0a74-1e78-4b42-9a22-62f2f444852e" "species"
"Ranzania laevis" "斑點長翻車魨" "LC" "v1080129" NA 382984 382984 382984 "e67db61d-0c9b-4d28-99b1-7381c78ec926" "species"
"Rastrelliger faughni" "富氏金帶花鯖" "DD" "v1080129" NA 382490 382490 382490 "00243a79-6213-4113-a4a6-a499290224c6" "species"
"Rastrelliger kanagurta" "金帶花鯖" "DD" "v1080129" NA 382491 382491 382491 "9355f8ab-9716-48ad-ab6f-93a086485938" "species"
"Rattus exulans" "緬甸小鼠" "LC" "v1080129" NA 416300 416300 416300 "aae297ff-949c-4aac-9bc5-bc33916744e0" "species"
"Rattus losea" "小黃腹鼠" "LC" "v1080129" NA 380601 380601 380601 "42ac4e1f-aec4-4d1b-ba51-7cfa1427b216" "species"
"Rattus norvegicus" "溝鼠" "LC" "v1080129" NA 380602 380602 380602 "f4f37c2f-c263-440f-8bcd-8ce505c876df" "species"
"Rattus rattus" "玄鼠" "LC" "v1080129" NA 380603 380603 380603 "607da5d5-b2ee-41c8-b179-6f9219f9c3dd" "species"
"Rattus tanezumi" "亞洲家鼠" "LC" "v1080129" NA 416099 416099 416099 "f0c78ade-a44b-4067-ab8d-94d0719fd145" "species"
"Recurvirostra avosetta" "反嘴<U+9D34>" "LC" "v1080129" NA 380149 380149 380149 "8cf906d2-0fd8-44fd-91ad-d0f7c6a0551a" "species"
"Redigobius bikolanus" "拜庫雷<U+9C15>虎" "LC" "v1080129" NA 381835 381835 381835 "fcf5fa13-a401-4de3-9c2e-6e340befb621" "species"
"Regalecus russelii" "皇帶魚" "LC" "v1080129" NA 381133 381133 381133 "3a75c864-e5ae-4e3a-8831-9cdc36a1f970" "species"
"Regulus goodfellowi" "火冠戴菊鳥" "LC" "v1080129" NA 380442 380442 380442 "fc9b6509-2981-4915-b09b-7d289bb4622b" "species"
"Regulus regulus" "戴菊鳥" "LC" "v1080129" NA 1025395 1025395 NA "d1c94650-0a3e-4f6a-8db9-c1ef5714ee1f" "species"
"Remiz consobrinus" "攀雀" "LC" "v1080129" NA 419680 419680 419680 "95f927e4-9cd4-4681-a5b2-86b43ce9d638" "species"
"Remora albescens" "白短印魚" "LC" "v1080129" NA 381649 381649 381649 "7edeac70-79d7-47a2-9e87-d49c055e0395" "species"
"Remora australis" "澳洲短印魚" "LC" "v1080129" NA 381645 381645 381645 "f39734f5-373c-4a4f-af79-9e1088cdef43" "species"
"Remora brachyptera" "短臂短印魚" "LC" "v1080129" NA 381646 381646 381646 "a6482979-a9fb-4ba1-904f-07f0202559ca" "species"
"Remora osteochir" "大盤短印魚" "LC" "v1080129" NA 381647 381647 381647 "f8c6f615-9cba-4011-ae12-046362399606" "species"
"Remora remora" "短印魚" "LC" "v1080129" NA 381648 381648 381648 "27e5570c-a498-4737-a271-04348a9ae327" "species"
"Rhabdoblennius nitidus" "燦爛笠<U+9CDA>" "LC" "v1080129" NA 381451 381451 381451 "0f6c1a4c-b504-423d-b01c-0924c48eeaa3" "species"
"Rhabdophis swinhonis" "斯文豪氏游蛇" "LC" "v1080129" NA 380654 380654 380654 "4b1343f3-89a6-484f-bad3-76956a3776de" "species"
"Rhabdosargus sarba" "平鯛" "LC" "v1080129" NA 382643 382643 382643 "5d0f3a0e-07c2-452c-bbd7-0e51695a47fd" "species"
"Rhacophorus arvalis" "諸羅樹蛙" "EN" "v1080129" "B1ab(iii)+2ab(iii)" 380048 380048 380048 "24ac63cf-dc3f-4431-a176-1f9225c6a56a" "species"
"Rhacophorus aurantiventris" "橙腹樹蛙" "EN" "v1080129" "B1ab(v)+2ab(v); C2a(i)" 380049 380049 380049 "ea348cf4-0ae6-4eec-8556-5084d658982e" "species"
"Rhacophorus moltrechti" "莫氏樹蛙" "LC" "v1080129" NA 380050 380050 380050 "174930ef-4c05-4db5-801d-700f00bcf311" "species"
"Rhacophorus prasinatus" "翡翠樹蛙" "NT" "v1080129" NA 380051 380051 380051 "8ce5f221-61ad-4e5d-a084-5084d8c9b055" "species"
"Rhacophorus taipeianus" "臺北樹蛙" "NT" "v1080129" NA 380052 380052 380052 "3a7000ea-cb36-4995-8d90-7dcd37c51a34" "species"
"Rhadinesthes decimus" "細杉魚" "LC" "v1080129" NA 383526 383526 383526 "9541a566-801e-46a7-ae68-502f08062ac8" "species"
"Rhina ancylostoma" "波口鱟頭<U+9C5D>" "VU" "v1080129" "A2bd+3bd+4bd" 383189 383189 383189 "8ccc0494-e88a-4938-923c-27663437ecfd" "species"
"Rhincodon typus" "鯨鯊" "EN" "v1080129" "A2bd+4bd" 383137 383137 383137 "f2c42581-d90a-404c-a4f4-4a595c4bfdcd" "species"
"Rhinella marina" "海蟾蜍" "LC" "v1080129" NA 417957 417957 417957 "f4b2f0bb-b7ae-4fb9-b466-1d58a4a77ce2" "species"
"Rhinobatos hynnicephalus" "斑紋琵琶<U+9C5D>" "NT" "v1080129" NA 383192 383192 383192 "95c96a1d-a746-42a2-8880-d313418ea130" "species"
"Rhinobatos schlegelii" "薛氏琵琶<U+9C5D>" "DD" "v1080129" NA 383193 383193 383193 "00a7aa4e-2eb9-49a8-92b7-f29d46a2bece" "species"
