"Scientific name_IUCN" "Chinese common name" "category_IUCN" "Version" "criteria_IUCN" "tp_tid" "ra_tid" "namecode" "uuid" "rank"
"Coradion altivelis" "褐帶少女魚" "LC" "v1080129" NA 381605 381605 381605 "6319cd2b-c13e-4a8b-8a7f-c4633c9330d5" "species"
"Coradion chrysozonus" "金斑少女魚" "LC" "v1080129" NA 381606 381606 381606 "26d28af0-ee28-40a3-b2c9-9813c833b362" "species"
"Coris aygula" "紅喉盔魚" "LC" "v1080129" NA 381956 381956 381956 "65253829-bc37-43ba-9033-3722241e9fbf" "species"
"Coris batuensis" "巴都盔魚" "LC" "v1080129" NA 381957 381957 381957 "59211ba2-96a3-42b7-9115-2e2989ab48ce" "species"
"Coris caudimacula" "尾斑盔魚" "LC" "v1080129" NA 383614 383614 383614 "571a606a-49af-421f-899c-3daf3545a92a" "species"
"Coris dorsomacula" "背斑盔魚" "LC" "v1080129" NA 381958 381958 381958 "d3974d6e-0cc0-45f7-869c-86707d0a8cf7" "species"
"Coris gaimard" "蓋馬氏盔魚" "LC" "v1080129" NA 381959 381959 381959 "c09eb21a-5470-44ab-be86-afd878ee459b" "species"
"Coris musume" "黑帶盔魚" "LC" "v1080129" NA 381960 381960 381960 "88870edd-9595-45d1-ac1c-b8a59f3ebbe8" "species"
"Corvus corone" "小嘴烏鴉" "LC" "v1080129" NA 1024020 1024020 NA "4eb9a2a0-8ec4-49dc-8631-fcb44df1757d" "species"
"Corvus dauuricus" "東方寒鴉" "LC" "v1080129" NA 380319 380319 380319 "1c34c111-aaca-426c-896f-59450ded450c" "species"
"Corvus frugilegus" "禿鼻鴉" "LC" "v1080129" NA 1024021 1024021 NA "ea20ccd4-2de3-4412-814c-1212cb064350" "species"
"Corvus macrorhynchos" "巨嘴鴉" "LC" "v1080129" NA 1024022 1024022 NA "58da5c37-bbd7-4b35-a555-ff8d43831b46" "species"
"Corvus splendens" "家烏鴉" "LC" "v1080129" NA 1024023 1024023 NA "36ec797d-749a-4b35-af53-17f9b4a105a4" "species"
"Coryphaena equiselis" "棘鬼頭刀" "LC" "v1080129" NA 381637 381637 381637 "b7cf9824-0f1d-41ec-aff4-cdce113774b4" "species"
"Coryphaena hippurus" "鬼頭刀" "LC" "v1080129" NA 381638 381638 381638 "05e87a7a-c007-4199-ae11-c9f3d3687663" "species"
"Coryphaenoides nasutus" "錐鼻突吻鱈" "LC" "v1080129" NA 383336 383336 383336 "9f72b6c4-3dc1-4b10-844f-94aa471a8580" "species"
"Coryphaenoides rudis" "野突吻鱈" "LC" "v1080129" NA 395273 395273 395273 "837956d3-6699-4056-a1c4-ede9858e7745" "species"
"Corythoichthys flavofasciatus" "黃帶冠海龍" "LC" "v1080129" NA 381104 381104 381104 "5e5469f4-288e-4539-a6f2-059b7c4a0183" "species"
"Corythoichthys haematopterus" "紅鰭冠海龍" "LC" "v1080129" NA 383337 383337 383337 "87fd2c09-3a25-45bb-ae08-5c078db0bd36" "species"
"Corythoichthys schultzi" "史氏冠海龍" "LC" "v1080129" NA 383338 383338 383338 "a0cdf0e1-ac05-4589-bdf6-687f4562aad0" "species"
"Cosmocampus banneri" "班氏環宇海龍" "LC" "v1080129" NA 381105 381105 381105 "a420cc02-adeb-4845-87e3-cb550b287341" "species"
"Coturnix japonica" "鵪鶉" "NT" "v1080129" NA 380288 380288 380288 "bb5b2524-5817-4ded-99e1-d1b9c5a5442b" "species"
"Crenimugil crenilabis" "粒唇鯔" "LC" "v1080129" NA 381175 381175 381175 "3eec974b-09fd-4580-b8cd-92d21cb87c52" "species"
"Crocidura rapax" "蘭嶼長尾麝鼩" "DD" "v1080129" NA 1024037 1024037 NA "0d5ad954-5c72-4753-9ada-e985fa43465e" "species"
"Crocidura shantungensis" "荷氏小麝鼩" "LC" "v1080129" NA 1024038 1024038 NA "22288955-7b71-48d6-950a-5899ca904542" "species"
"Crocidura tanakae" "臺灣灰麝鼩" "LC" "v1080129" NA 416054 416054 416054 "8dd51e84-20af-473a-8c64-553461fb5988" "species"
"Cromileptes altivelis" "駝背鱸" "DD" "v1080129" NA 382524 382524 382524 "16d1ae82-264b-4014-855c-833471215933" "species"
"Cryptocentrus caeruleomaculatus" "棕斑絲<U+9C15>虎" "LC" "v1080129" NA 381740 381740 381740 "c7047bff-8bdc-4571-9f92-4467ae4992a6" "species"
"Cryptocentrus strigilliceps" "紋斑絲<U+9C15>虎" "LC" "v1080129" NA 381743 381743 381743 "e477d3b7-5699-467e-acaf-cc9af93797ee" "species"
"Cryptopsaras couesii" "密棘角<U+9B9F><U+9C47>" "LC" "v1080129" NA 381149 381149 381149 "aab6305f-9c02-4fa7-b18c-f80db42e07c1" "species"
"Ctenochaetus binotatus" "雙斑櫛齒刺尾鯛" "LC" "v1080129" NA 381277 381277 381277 "187dbe0a-eb36-4f5f-a7da-dc9661ecf5ac" "species"
"Ctenochaetus striatus" "漣紋櫛齒刺尾鯛" "LC" "v1080129" NA 381278 381278 381278 "23f64006-9cd2-4978-9bc0-b204a848116a" "species"
"Ctenogobiops aurocingulus" "黃斑櫛眼<U+9C15>虎" "LC" "v1080129" NA 381745 381745 381745 "508fdab3-87fd-4042-bbac-041dd00ec738" "species"
"Ctenogobiops feroculus" "絲棘櫛眼<U+9C15>虎" "LC" "v1080129" NA 383339 383339 383339 "3ab002ad-8529-4f52-bb41-80a60e7f00f1" "species"
"Ctenogobiops maculosus" "斑櫛眼<U+9C15>虎" "LC" "v1080129" NA 381746 381746 381746 "566182f3-ae19-459a-a8af-9a763e21bb3c" "species"
"Cubiceps pauciradiatus" "少鰭方頭鯧" "LC" "v1080129" NA 395406 395406 395406 "8d470928-d4a8-4ce3-a8df-7b6c639ceda2" "species"
"Cuculus canorus" "大杜鵑" "LC" "v1080129" NA 1024053 1024053 NA "b9324fa9-7463-4268-9563-994f85f19096" "species"
"Cuculus micropterus" "四聲杜鵑" "LC" "v1080129" NA 1024054 1024054 NA "6ecc5c28-f0e5-4918-a0a0-167d19ef60fe" "species"
"Cuculus poliocephalus" "小杜鵑" "LC" "v1080129" NA 380281 380281 380281 "bfe39a42-fe28-4854-bda4-1ce54ecbd4cc" "species"
"Cuculus saturatus" "喜馬拉雅中杜鵑" "LC" "v1080129" NA 420935 420935 420935 "e90ae6b7-15bb-437b-9396-adf455be1bd5" "species"
"Culicicapa ceylonensis" "方尾鶲" "LC" "v1080129" NA 1024059 1024059 NA "d25aedaf-ab03-480b-8d43-6fe1cd146167" "species"
"Cuora flavomarginata" "食蛇龜" "EN" "v1080129" "A1cd+2cd" 380611 380611 380611 "6e4ebaf6-7bcc-4962-9b76-6c03cca192f6" "species"
"Cyanoderma ruficeps" "山紅頭" "LC" "v1080129" NA 1024064 1024064 NA "15b4ed51-c2a7-420b-8091-5fd6afe7152c" "species"
"Cyanopica cyanus" "灰喜鵲" "LC" "v1080129" NA 425198 425198 425198 "0d89ecef-c9a0-436b-9501-58ea72167c1b" "species"
"Cyanoptila cumatilis" "琉璃藍鶲" "NT" "v1080129" NA 430642 430642 430642 "c504ae0f-1d12-417d-b2d3-9ffe6d6c2016" "species"
"Cyanoptila cyanomelana" "白腹琉璃" "LC" "v1080129" NA 1024065 1024065 NA "ceda3010-eba6-46f7-a24e-f3a717f3b324" "species"
"Cyclophiops major" "青蛇" "LC" "v1080129" NA 380635 380635 380635 "a5ebe9d2-8bc9-454d-92fa-6d4720587a58" "species"
"Cyclothone alba" "白圓罩魚" "LC" "v1080129" NA 383342 383342 383342 "1076b76e-7416-453e-9397-550d2c40c92a" "species"
"Cyclothone pallida" "蒼圓罩魚" "LC" "v1080129" NA 383344 383344 383344 "bcdf9836-b45f-4af0-a770-249e3d8f14db" "species"
"Cygnus atratus" "黑天鵝" "LC" "v1080129" NA 432207 432207 432207 "fbf83ba7-9b00-455d-ae60-9671e7a4b21b" "species"
"Cygnus columbianus" "小天鵝" "LC" "v1080129" NA 1024071 1024071 NA "5c3ce837-78f8-4c62-a9c7-a7eadbbf4c5d" "species"
"Cygnus cygnus" "大天鵝" "LC" "v1080129" NA 380083 380083 380083 "5b2d0225-fa64-488e-a269-8e2eb35f0568" "species"
"Cygnus olor" "疣鼻天鵝" "LC" "v1080129" NA 380084 380084 380084 "7ae2ec68-7372-454d-b62f-15cfd9f24218" "species"
"Cymbacephalus beauforti" "博氏孔牛尾魚" "LC" "v1080129" NA 382806 382806 382806 "7a6e5f20-9553-4ad5-912f-5029c4f89826" "species"
"Cymolutes torquatus" "環狀鈍頭魚" "LC" "v1080129" NA 381961 381961 381961 "29544b18-b60e-4ba7-9cf6-46ee22aa7710" "species"
"Cynopterus sphinx" "印度犬果蝠" "LC" "v1080129" NA 401685 401685 401685 "5f7d20a1-1d0b-4122-b905-517463797c98" "species"
"Cyornis brunneatus" "白喉林鶲" "VU" "v1080129" "C2a(ii)" 425226 425226 425226 "387954d8-7500-4162-b38f-e02683ae1186" "species"
"Cyornis hainanus" "海南藍仙鶲" "LC" "v1080129" NA 432290 432290 432290 "127b17b7-0f2b-4d93-a799-489f73bf6434" "species"
"Cyprinocirrhites polyactis" "多棘鯉" "LC" "v1080129" NA 381632 381632 381632 "364caf51-31d9-4bca-bf4b-0e59d144666a" "species"
"Cyprinus carpio" "鯉" "VU" "v1080129" "A2ce" 1024085 1024085 NA "a3d77668-4348-44f7-9443-abfb6a4eed7d" "species"
"Cyttopsis rosea" "玫瑰腹棘的鯛" "LC" "v1080129" NA 383062 383062 383062 "9f4dbcf9-744d-4846-b859-38543ddf7b2a" "species"
"Daboia siamensis" "鎖鍊蛇" "LC" "v1080129" NA 427241 427241 427241 "a26247d3-879c-4272-a5c8-504f54654f50" "species"
"Dactyloptena gilberti" "吉氏飛角魚" "LC" "v1080129" NA 382798 382798 382798 "cfe7d291-419d-4b89-9774-0fd0804b2890" "species"
"Dactyloptena orientalis" "東方飛角魚" "LC" "v1080129" NA 382799 382799 382799 "d0c93322-cd31-43cc-8179-ccc1b4b24b69" "species"
"Dactyloptena peterseni" "皮氏飛角魚" "LC" "v1080129" NA 382800 382800 382800 "89f9df32-310b-458e-8376-8a58dc055f80" "species"
"Dalatias licha" "鎧鯊" "VU" "v1080129" "A2bd+3d" 383207 383207 383207 "0dd982a5-eaba-4876-a810-f344e23b4957" "species"
"Deania calcea" "喙吻田氏鯊" "LC" "v1080129" NA 383205 383205 383205 "85c35039-dc6d-4070-9890-33dafc7fdf3f" "species"
"Deania profundorum" "深水田氏鯊" "LC" "v1080129" NA 395656 395656 395656 "6e0b74cc-adb4-4ef8-999f-1e96141d4648" "species"
"Decapterus kurroides" "無斑圓<U+9C3A>" "LC" "v1080129" NA 381532 381532 381532 "becdb941-0bee-4852-8778-dc4edb9fe378" "species"
"Decapterus macarellus" "頜圓<U+9C3A>" "LC" "v1080129" NA 381533 381533 381533 "394458da-c3ab-4bb2-9731-5f3ed5601d28" "species"
"Decapterus macrosoma" "長身圓<U+9C3A>" "LC" "v1080129" NA 381534 381534 381534 "accb4c0b-dd29-4b38-8a2f-57167f520d19" "species"
"Decapterus maruadsi" "藍圓<U+9C3A>" "LC" "v1080129" NA 381535 381535 381535 "a885b5f4-1bea-49a0-bc09-4397e503eb28" "species"
"Decapterus russelli" "羅氏圓<U+9C3A>" "LC" "v1080129" NA 381536 381536 381536 "07539a71-440f-4ecd-8295-c636d044d296" "species"
"Decapterus tabl" "泰勃圓<U+9C3A>" "LC" "v1080129" NA 381537 381537 381537 "ccbc0bc2-dc1b-41a9-a92c-03479f4bb401" "species"
"Decodon pacificus" "太平洋裸齒隆頭魚" "DD" "v1080129" NA 383348 383348 383348 "e7802a44-ec69-4d2b-934d-223c7b12e52f" "species"
"Delichon dasypus" "東方毛腳燕" "LC" "v1080129" NA 1024107 1024107 NA "b571c798-4f62-4a80-aa8c-51d74351aa41" "species"
"Delichon urbicum" "白腹毛腳燕" "LC" "v1080129" NA 1024108 1024108 NA "35b69ca1-7be0-4544-9b6e-f907e7dea90e" "species"
"Delphinus capensis" "長吻真海豚" "DD" "v1080129" NA 427142 427142 427142 "3293542b-82c4-4173-98a7-1a7a8079a8e1" "species"
"Delphinus delphis" "真海豚" "LC" "v1080129" NA 385000 385000 385000 "04ef2c54-9875-4bd0-af03-3734d0c18b1d" "species"
"Dendrochirus bellus" "赤斑短鰭蓑<U+9B8B>" "LC" "v1080129" NA 382829 382829 382829 "5fd2b2a1-0f60-4943-bf68-c86dabe3324d" "species"
"Dendrochirus biocellatus" "雙眼斑短鰭蓑<U+9B8B>" "LC" "v1080129" NA 382830 382830 382830 "0b80b00e-c140-4a92-b758-7774d27fc5b2" "species"
"Dendrochirus brachypterus" "短鰭蓑<U+9B8B>" "LC" "v1080129" NA 383349 383349 383349 "29bdd62a-cc55-4171-a7c9-38df7a27849f" "species"
"Dendrochirus zebra" "斑馬短鰭蓑<U+9B8B>" "LC" "v1080129" NA 382831 382831 382831 "f408ef09-25a6-44da-b99e-581e323d0603" "species"
"Dendrocitta formosae" "樹鵲" "LC" "v1080129" NA 1024113 1024113 NA "5ae0d2ed-bb18-43cb-8690-e2449c88ff29" "species"
"Dendrocopos leucotos" "大赤啄木" "LC" "v1080129" NA 1024117 1024117 NA "0cfc5f84-e36f-4eb0-b071-382adb17dce9" "species"
"Dendrocygna javanica" "樹鴨" "LC" "v1080129" NA 380092 380092 380092 "8089a892-6718-4871-b52a-d73aa8424712" "species"
"Dendronanthus indicus" "山鶺鴒" "LC" "v1080129" NA 380424 380424 380424 "78413f4e-5390-4c7e-97d9-cf51f63d76e8" "species"
"Dentex abei" "阿部牙鯛" "LC" "v1080129" NA 395231 395231 395231 "061cf77d-8cac-42cf-bc1a-5d9536532a5e" "species"
"Dentex hypselosomus" "<U+9EC4>背牙鯛" "LC" "v1080129" NA 395481 395481 395481 "9a0d908e-365f-439c-a1a3-94d8aa2e134e" "species"
"Dermochelys coriacea" "革龜" "VU" "v1080129" "A2bd" 380618 380618 380618 "1acef1e4-9f24-4f9c-8ab1-f4ded3437a5f" "species"
"Desmodema polystictum" "多斑扇尾魚" "LC" "v1080129" NA 381134 381134 381134 "45e87a2d-7292-4089-951b-b77235f1e3c6" "species"
"Diademichthys lineatus" "線紋環盤魚" "LC" "v1080129" NA 395542 395542 395542 "16d83025-60e1-4e17-868f-b0aa5f9a21cf" "species"
"Diaphus brachycephalus" "短頭眶燈魚" "LC" "v1080129" NA 383635 383635 383635 "bbac65b5-6be8-493c-ad06-f93eb3a8350b" "species"
"Diaphus fragilis" "符氏眶燈魚" "LC" "v1080129" NA 383641 383641 383641 "68c246fb-6054-4787-a824-99578f27c783" "species"
"Diaphus garmani" "喀氏眶燈魚" "LC" "v1080129" NA 381199 381199 381199 "97854263-ef86-4abb-b740-5444d5e89092" "species"
"Diaphus lucidus" "耀眼眶燈魚" "LC" "v1080129" NA 383351 383351 383351 "2a6cd6dd-b00a-49e9-b7fc-80a6b833f8f9" "species"
"Diaphus luetkeni" "呂氏眶燈魚" "LC" "v1080129" NA 381201 381201 381201 "df6233aa-0f72-4318-b0ad-9af44e61bbbf" "species"
"Diaphus mollis" "短距眶燈魚" "LC" "v1080129" NA 383352 383352 383352 "26db90af-ad45-44cc-bb19-f66cabb2710e" "species"
"Diaphus splendidus" "亮眶燈魚" "LC" "v1080129" NA 381204 381204 381204 "fa1cc7c8-b422-4dc6-8c3a-fbc114b5f69c" "species"
"Dicaeum ignipectus" "紅胸啄花" "LC" "v1080129" NA 1024133 1024133 NA "4c617c5d-f9d2-4379-9c7d-cff75dd0ff42" "species"
"Dicaeum minullum" "綠啄花" "LC" "v1080129" NA 1024134 1024134 NA "eb5710dc-e15a-449e-a3eb-3375907b0573" "species"
"Dicrurus aeneus" "小卷尾" "LC" "v1080129" NA 1024140 1024140 NA "f1889c9f-b49e-46f6-8f76-c4106bafff3e" "species"
"Dicrurus hottentottus" "髮冠卷尾" "LC" "v1080129" NA 1024141 1024141 NA "1384bb11-2295-4399-b3b5-a6616b83e235" "species"
"Dicrurus leucophaeus" "灰卷尾" "LC" "v1080129" NA 1024142 1024142 NA "1552cd2b-19d0-4c33-aaa1-215af17a7a0a" "species"
"Dicrurus macrocercus" "大卷尾" "LC" "v1080129" NA 1024143 1024143 NA "5ea8cf62-7b62-4ca3-81e2-585b85687da8" "species"
"Diodon eydouxii" "愛氏二齒魨" "LC" "v1080129" NA 382978 382978 382978 "0528efcd-737f-4674-ab8e-eb16e1ea5f4a" "species"
"Diodon holocanthus" "六斑二齒魨" "LC" "v1080129" NA 382979 382979 382979 "aed3327c-c7a7-4894-a027-b5870fb67432" "species"
"Diodon hystrix" "密斑二齒魨" "LC" "v1080129" NA 382980 382980 382980 "ca811fda-9510-43f4-a784-d88266d0ceff" "species"
"Diogenichthys atlanticus" "大西洋明燈魚" "LC" "v1080129" NA 381207 381207 381207 "d2adcc4c-fcd5-4808-b82f-9cbc0e36ea66" "species"
"Diplophos taenia" "細雙光魚" "LC" "v1080129" NA 382932 382932 382932 "3c322b62-159a-44ca-a1d6-164e7ab5dac0" "species"
"Diploprion bifasciatum" "雙帶鱸" "LC" "v1080129" NA 382525 382525 382525 "2bd64976-c328-40a5-b7d6-6dc7f33f68a2" "species"
"Dipterygonotus balteatus" "雙鰭烏尾<U+9B97>" "LC" "v1080129" NA 382092 382092 382092 "77c3cae3-e616-44da-b34e-845e8227e61a" "species"
"Dipturus gigas" "巨長吻鰩" "DD" "v1080129" NA 395641 395641 395641 "fdab2b7c-b905-45c1-ae0c-9e9b2c72545d" "species"
"Dipturus kwangtungensis" "廣東長吻鰩" "DD" "v1080129" NA 383178 383178 383178 "30f479d9-62a2-481c-b4b8-ffd5d36d55e1" "species"
"Dipturus lanceorostratus" "尖嘴長吻鰩" "DD" "v1080129" NA 395229 395229 395229 "b5567ec5-bbd4-4d06-b630-ad955027e31b" "species"
"Dipturus macrocauda" "大尾長吻鰩" "DD" "v1080129" NA 383179 383179 383179 "27ac54fb-6589-4380-811f-1cafd631ab31" "species"
"Dipturus tengu" "天狗長吻鰩" "DD" "v1080129" NA 383180 383180 383180 "ee47ce0d-33f7-4f77-97a4-cd2b688c5c8b" "species"
"Dipturus wuhanlingi" "伍氏長吻鰩" "DD" "v1080129" NA 395642 395642 395642 "fb49e994-ea46-4b93-9e67-d5cdee728cfd" "species"
"Diretmichthys parini" "帕氏怖銀眼魚" "LC" "v1080129" NA 395315 395315 395315 "6e551540-79c7-45f0-9a28-93bc5af1402d" "species"
"Diretmoides pauciradiatus" "短鰭擬銀眼鯛" "LC" "v1080129" NA 380907 380907 380907 "1b94637a-72f4-410c-95b9-cba49fe3fb82" "species"
"Diretmus argenteus" "銀眼鯛" "LC" "v1080129" NA 380908 380908 380908 "c5882549-4bab-4a1e-ae22-0cecebbc7047" "species"
"Discotrema crinophilum" "盤孔喉盤魚" "LC" "v1080129" NA 381692 381692 381692 "f03364f8-cc26-46e6-9de5-126a99ac4dcf" "species"
"Distoechodon tumirostris" "圓吻<U+9BDD>" "LC" "v1080129" NA 381008 381008 381008 "be5e6dc4-aa9a-476a-aa54-36cfc34eb127" "species"
"Dolopichthys pullatus" "黑狡<U+9B9F><U+9C47>" "DD" "v1080129" NA 381172 381172 381172 "5bbc7d0b-e45e-4a03-8fd5-7d71335504ee" "species"
"Doryichthys boaja" "寶珈槍吻海龍" "DD" "v1080129" NA 381106 381106 381106 "1bdac837-96eb-4ac1-ab28-8043a12d29c6" "species"
"Doryrhamphus excisus" "藍帶矛吻海龍" "LC" "v1080129" NA 381108 381108 381108 "2d68201b-3948-419f-a660-bb9330449df8" "species"
"Doryrhamphus janssi" "強氏矛吻海龍" "LC" "v1080129" NA 383360 383360 383360 "979618d1-c412-43ac-9be0-cfa325446836" "species"
"Doryrhamphus japonicus" "日本矛吻海龍" "LC" "v1080129" NA 381109 381109 381109 "95e694e7-8aeb-46d5-9851-fad398eeef50" "species"
"Dremomys pernyi" "長吻松鼠" "LC" "v1080129" NA 1024175 1024175 NA "a11b41ee-06c0-474a-b7b0-64ff8d7af19f" "species"
"Dunckerocampus dactyliophorus" "帶紋矛吻海龍" "DD" "v1080129" NA 381107 381107 381107 "39e7e6cb-25cd-4be5-8fbf-31428e896960" "species"
"Dussumieria acuta" "尖尾圓腹鯡" "LC" "v1080129" NA 380952 380952 380952 "89db1332-37a4-4aa0-b3ef-aa90f276fdb9" "species"
"Dussumieria elopsoides" "黃帶圓腹鯡" "LC" "v1080129" NA 380953 380953 380953 "f64adca8-742a-45ef-bcec-3f64f5c1429a" "species"
"Duttaphrynus melanostictus" "黑眶蟾蜍" "LC" "v1080129" NA 416157 416157 416157 "54754afb-b5c8-4849-8405-4e74f1c936cb" "species"
"Dysalotus alcocki" "阿氏線棘細齒<U+9C27>" "LC" "v1080129" NA 383624 383624 383624 "c90836f3-5337-4478-8fe1-e9ef67c1dec2" "species"
"Dysomma anguillare" "前肛鰻" "LC" "v1080129" NA 380810 380810 380810 "f4f234c1-8b93-4ff6-89bf-3c94b40561d1" "species"
"Echeneis naucrates" "長印魚" "LC" "v1080129" NA 381644 381644 381644 "eea43dd6-9987-40b0-a308-8702b263c067" "species"
"Echinorhinus cookei" "庫克笠鱗鯊" "DD" "v1080129" NA 383216 383216 383216 "db758084-02a5-47d0-8e19-625dbf3c1c02" "species"
"Echiostoma barbatum" "單鬚刺巨口魚" "LC" "v1080129" NA 383364 383364 383364 "fe80e460-0c08-42a2-91d5-00d1fec110b6" "species"
"Ecsenius bathi" "巴氏無鬚<U+9CDA>" "LC" "v1080129" NA 381410 381410 381410 "439a0166-f0f0-4e9a-a9c9-3139755a1f32" "species"
"Ecsenius bicolor" "二色無鬚<U+9CDA>" "LC" "v1080129" NA 381411 381411 381411 "0083193a-6710-4174-bf2c-94a210c376ce" "species"
"Ecsenius lineatus" "線紋無鬚<U+9CDA>" "LC" "v1080129" NA 381412 381412 381412 "e8d55a61-d0ca-448d-a143-fefb957938c0" "species"
"Ecsenius melarchus" "黑色無鬚<U+9CDA>" "LC" "v1080129" NA 381413 381413 381413 "688f243f-2b1a-4109-b638-972e893582cd" "species"
"Ecsenius namiyei" "納氏無鬚<U+9CDA>" "LC" "v1080129" NA 381414 381414 381414 "136a2c4a-725b-4b7b-b9ed-b386cecac248" "species"
"Ecsenius oculus" "眼斑無鬚<U+9CDA>" "LC" "v1080129" NA 381415 381415 381415 "5f7faf9a-7f77-4614-a666-466faa95926d" "species"
"Ecsenius yaeyamaensis" "八重山無鬚<U+9CDA>" "LC" "v1080129" NA 381417 381417 381417 "e249c359-6f50-44ea-bbe2-7c9694a039a3" "species"
"Ectreposebastes imus" "無鰾黑<U+9B8B>" "LC" "v1080129" NA 382833 382833 382833 "e38e9227-1922-4144-9ef8-bb6bededc81d" "species"
"Egretta eulophotes" "唐白鷺" "VU" "v1080129" "C2a(i)" 380128 380128 380128 "f5dfc0e5-6e0e-49a6-8b5e-d1c17e8c246d" "species"
"Egretta garzetta" "小白鷺" "LC" "v1080129" NA 1024205 1024205 NA "8cddf269-e2f3-435b-a88b-dcdd1e5f9cea" "species"
"Egretta novaehollandiae" "白臉鷺" "LC" "v1080129" NA 1024206 1024206 NA "9258a9dc-5c19-40ba-9d04-1d2b8a729952" "species"
"Egretta picata" "白頸黑鷺" "LC" "v1080129" NA 404577 404577 404577 "9fc6b6fa-7a36-4f59-8f68-7253716e9122" "species"
"Egretta sacra" "岩鷺" "LC" "v1080129" NA 1024207 1024207 NA "c1a6155d-afba-4016-81b8-f3e703a98c63" "species"
"Elagatis bipinnulata" "雙帶<U+9C3A>" "LC" "v1080129" NA 381538 381538 381538 "ab20f6fa-4e2d-4b2b-b6c9-f039b3f22917" "species"
"Elanus caeruleus" "黑翅鳶" "LC" "v1080129" NA 1024209 1024209 NA "ad5b2b40-aad1-43d5-8963-708d73adc98a" "species"
"Electrona risso" "高體電燈魚" "LC" "v1080129" NA 381208 381208 381208 "997fe9b3-5e08-42ec-abe3-9850b8977539" "species"
"Eleotris acanthopoma" "刺蓋塘鱧" "LC" "v1080129" NA 381655 381655 381655 "77d9c859-a96c-4437-92f3-1007e759ae08" "species"
"Eleotris fusca" "褐塘鱧" "LC" "v1080129" NA 381656 381656 381656 "62a206dd-fd6d-4087-be77-ed7ddbe9117c" "species"
"Eleotris melanosoma" "黑體塘鱧" "LC" "v1080129" NA 381657 381657 381657 "a0a66093-f5c1-4407-b517-c0a8251b87b5" "species"
"Eleotris oxycephala" "尖頭塘鱧" "LC" "v1080129" NA 381658 381658 381658 "988500c2-7a03-4dca-b1ca-717acd21f2f8" "species"
"Ellochelon vaigiensis" "<U+9EC4>鯔" "LC" "v1080129" NA 381181 381181 381181 "198c998b-f949-410e-92f9-51649ceca657" "species"
"Elops machnata" "大眼海鰱" "LC" "v1080129" NA 381037 381037 381037 "e76bb810-2005-4a85-87ed-5e07bcf6623d" "species"
"Emberiza aureola" "金<U+9D50>" "CR" "v1080129" "A2acd+3cd+4acd" 1024219 1024219 NA "1a8b7d76-debb-4ed3-abf1-5c5125b6025f" "species"
"Emberiza bruniceps" "褐頭<U+9D50>" "LC" "v1080129" NA 419666 419666 419666 "d51ab06a-c4d1-47a0-bf4c-da276a132179" "species"
"Emberiza chrysophrys" "黃眉<U+9D50>" "LC" "v1080129" NA 380344 380344 380344 "36e2f9ae-a89b-4c5c-95b1-45066aafa66c" "species"
"Emberiza cioides" "草<U+9D50>" "LC" "v1080129" NA 1024220 1024220 NA "993aae58-9712-4246-b58b-14c61152b390" "species"
"Emberiza elegans" "黃喉<U+9D50>" "LC" "v1080129" NA 1024221 1024221 NA "ff1afc87-f949-41e0-94dc-5c88e61e7afb" "species"
"Emberiza fucata" "赤胸<U+9D50>" "LC" "v1080129" NA 1024222 1024222 NA "30526933-729b-405c-8e55-5de8393c8760" "species"
"Emberiza leucocephalos" "白頭<U+9D50>" "LC" "v1080129" NA 1024223 1024223 NA "9af0ffbb-fb0d-4fa8-b707-bc8f62f7be1b" "species"
"Emberiza melanocephala" "黑頭<U+9D50>" "LC" "v1080129" NA 404580 404580 404580 "744048fa-f234-4a37-9733-d182c30d147a" "species"
"Emberiza pallasi" "葦<U+9D50>" "LC" "v1080129" NA 1024224 1024224 NA "e326ca41-dd0c-4d44-8b83-a7d105a75ba0" "species"
"Emberiza pusilla" "小<U+9D50>" "LC" "v1080129" NA 380349 380349 380349 "9f0aa737-cc00-4171-b4b3-d863fb5e9a79" "species"
"Emberiza rustica" "田<U+9D50>" "VU" "v1080129" "A2abcd+3bcd+4abcd" 380350 380350 380350 "c04eb7ce-0b9b-4dfd-9e7d-74c5df6d7067" "species"
"Emberiza rutila" "銹<U+9D50>" "LC" "v1080129" NA 380351 380351 380351 "0bfdb651-2ec1-4dda-90ae-e0875f85bf4d" "species"
"Emberiza schoeniclus" "蘆<U+9D50>" "LC" "v1080129" NA 1024225 1024225 NA "f95987e8-ce00-47f6-b0d1-13d5e71c41a6" "species"
"Emberiza spodocephala" "黑臉<U+9D50>" "LC" "v1080129" NA 1024226 1024226 NA "e44547ec-8d5c-4862-a67e-bd4e8c6dd679" "species"
"Emberiza stewarti" "白頂<U+9D50>" "LC" "v1080129" NA 432180 432180 432180 "d458357e-fb9f-4df6-9017-dde1d0acfce5" "species"
"Emberiza sulphurata" "野<U+9D50>" "VU" "v1080129" "C2a(ii)" 404581 404581 404581 "7d6d0434-7ed4-48d3-92bb-21dc1e5cb97c" "species"
"Emberiza tristrami" "白眉<U+9D50>" "LC" "v1080129" NA 380354 380354 380354 "dad684c8-b931-460c-9807-49d6eacae8d8" "species"
"Emberiza variabilis" "灰<U+9D50>" "LC" "v1080129" NA 404582 404582 404582 "142cd745-a4d2-4041-b88e-ec96450c4222" "species"
